,Statement,Link,Date
145,Marcos arrives in Washington for 5-day official visit,https://www.pna.gov.ph/articles/1200465,"May 1, 2023, 8:00 am"
146,CA affirms dismissal of 'disobedient' coop agency chair,https://www.pna.gov.ph/articles/1200458,"April 30, 2023, 7:56 pm"
147,New PNP chief eyes reshuffle of senior officials,https://www.pna.gov.ph/articles/1200459,"April 30, 2023, 7:15 pm"
148,"Party-list, DHSUD sign deal for OFW housing program",https://www.pna.gov.ph/articles/1200452,"April 30, 2023, 6:14 pm"
149,Solons propose creation of add’l NLRC division in Davao,https://www.pna.gov.ph/articles/1200455,"April 30, 2023, 5:33 pm"
150,EO creating inter-agency body to look into labor cases signed,https://www.pna.gov.ph/articles/1200457,"April 30, 2023, 3:50 pm"
151,"PBBM departs for US to boost ties on food security, economy",https://www.pna.gov.ph/articles/1200454,"April 30, 2023, 3:41 pm"
152,Heavy investment in agri to stop farmers shortage,https://www.pna.gov.ph/articles/1200449,"April 30, 2023, 3:05 pm"
153,"PBBM vows sustained aid, protection of Pinoy workers",https://www.pna.gov.ph/articles/1200446,"April 30, 2023, 1:44 pm"
154,Solon: Continue protest vs. Chinese ‘aggression’,https://www.pna.gov.ph/articles/1200445,"April 30, 2023, 1:38 pm"
155,PH contingent receives humanitarian medal from Türkiye,https://www.pna.gov.ph/articles/1200437,"April 30, 2023, 10:09 am"
156,"Japan decorates 4 Filipinos, including ex-DND, DFA chiefs",https://www.pna.gov.ph/articles/1200436,"April 30, 2023, 9:56 am"
157,Easterlies continue to prevail over most parts of PH,https://www.pna.gov.ph/articles/1200439,"April 30, 2023, 9:54 am"
158,First batch of 17 Filipino evacuees from Sudan arrive in Manila,https://www.pna.gov.ph/articles/1200435,"April 29, 2023, 8:26 pm"
159,PBBM foreign trips boost PH image as investment hub: PEZA exec,https://www.pna.gov.ph/articles/1200433,"April 29, 2023, 6:38 pm"
160,Contingency plan in place; new core team eyed as El Niño looms,https://www.pna.gov.ph/articles/1200429,"April 29, 2023, 6:07 pm"
161,Kadiwa offers affordable products to workers on Labor Day,https://www.pna.gov.ph/articles/1200424,"April 29, 2023, 5:32 pm"
162,DSWD to assist 8 Filipinos arriving from Sudan,https://www.pna.gov.ph/articles/1200428,"April 29, 2023, 5:18 pm"
163,DOE to aid Occidental Mindoro with power generator sets,https://www.pna.gov.ph/articles/1200421,"April 29, 2023, 2:49 pm"
164,More than 22K criminals nabbed in 1st 4 months of 2023: PNP,https://www.pna.gov.ph/articles/1200409,"April 29, 2023, 12:43 pm"
165,‘Fire out’ on burning ship off Lapu-Lapu City,https://www.pna.gov.ph/articles/1200412,"April 29, 2023, 12:05 pm"
166,Nearly 60K cops to secure Labor Day events,https://www.pna.gov.ph/articles/1200410,"April 29, 2023, 11:56 am"
167,Free LRT-2 rides for workers on May 1: DOLE,https://www.pna.gov.ph/articles/1200405,"April 29, 2023, 10:36 am"
168,"Easterlies to bring cloudy skies, scattered rains on Saturday",https://www.pna.gov.ph/articles/1200408,"April 29, 2023, 10:22 am"
169,"Parts of Caloocan, Navotas, QC waterless on May 1-8",https://www.pna.gov.ph/articles/1200399,"April 29, 2023, 9:25 am"
170,Japan supports expansion of black garlic production in PH,https://www.pna.gov.ph/articles/1200402,"April 29, 2023, 9:21 am"
171,Magnitude 5.2 quake rocks Occidental Mindoro,https://www.pna.gov.ph/articles/1200404,"April 29, 2023, 9:09 am"
172,PH deposits RCEP ratification instrument; deal takes effect June,https://www.pna.gov.ph/articles/1200397,"April 28, 2023, 10:47 pm"
173,"BI receives hold departure order vs. Bantag, Zulueta",https://www.pna.gov.ph/articles/1200387,"April 28, 2023, 8:22 pm"
174,Marcos vows to prioritize dev’t of 2 new Maguindanao provinces,https://www.pna.gov.ph/articles/1200398,"April 28, 2023, 8:18 pm"
175,PBBM admin addresses power crisis in Occidental Mindoro,https://www.pna.gov.ph/articles/1200396,"April 28, 2023, 7:36 pm"
176,CTA junks Pasig assessment of P1-B in taxes vs. Meralco,https://www.pna.gov.ph/articles/1200366,"April 28, 2023, 7:34 pm"
177,PH coverage for vax preventable diseases under 60%,https://www.pna.gov.ph/articles/1200386,"April 28, 2023, 7:30 pm"
178,"PBBM to push for food, energy security in 42nd ASEAN Summit",https://www.pna.gov.ph/articles/1200400,"April 28, 2023, 7:26 pm"
179,DSWD extends P2.7-M aid to 622 families hit by fire in Cavite,https://www.pna.gov.ph/articles/1200356,"April 28, 2023, 7:03 pm"
180,Romualdez calls for easier SIM registration,https://www.pna.gov.ph/articles/1200336,"April 28, 2023, 6:57 pm"
181,PBBM to advance PH economic agenda in US visit - DFA,https://www.pna.gov.ph/articles/1200391,"April 28, 2023, 6:53 pm"
182,DFA rebukes Chinese Coast Guard’s ‘dangerous maneuvers’ in WPS,https://www.pna.gov.ph/articles/1200379,"April 28, 2023, 6:48 pm"
183,Portions of Roxas Blvd. to close for LRT-1 Cavite extension works,https://www.pna.gov.ph/articles/1200381,"April 28, 2023, 6:44 pm"
184,PCG spots more than 100 Chinese vessels over 7 days in WPS,https://www.pna.gov.ph/articles/1200388,"April 28, 2023, 6:30 pm"
185,DFA: Filipinos who fled strife-torn Sudan climb to 496,https://www.pna.gov.ph/articles/1200344,"April 28, 2023, 6:04 pm"
186,"CAAP: No flight operations on certain periods May 3, 17",https://www.pna.gov.ph/articles/1200371,"April 28, 2023, 5:57 pm"
187,TUCP optimistic PBBM-Biden meeting would translate to decent jobs,https://www.pna.gov.ph/articles/1200377,"April 28, 2023, 5:40 pm"
188,DAR: Over 1K farmers in C. Luzon get land titles,https://www.pna.gov.ph/articles/1200368,"April 28, 2023, 5:38 pm"
189,AFP: Balikatan 2023 ‘very successful’,https://www.pna.gov.ph/articles/1200375,"April 28, 2023, 5:32 pm"
190,DOTr breaks ground on 2 more Metro Manila subway stations,https://www.pna.gov.ph/articles/1200374,"April 28, 2023, 5:21 pm"
191,"Church org says wage hike petitions just, dignified",https://www.pna.gov.ph/articles/1200345,"April 28, 2023, 4:26 pm"
192,PNP fast-tracking probe in alleged database leak,https://www.pna.gov.ph/articles/1200321,"April 28, 2023, 1:55 pm"
193,PH Navy deploys BRP Antonio Luna for ASEAN-India drills,https://www.pna.gov.ph/articles/1200338,"April 28, 2023, 1:54 pm"
194,"BI to deport, blacklist 2 wanted Koreans nabbed in Cavite",https://www.pna.gov.ph/articles/1200330,"April 28, 2023, 1:12 pm"
195,DFA: More Filipino evacuees cross Sudan-Egypt border,https://www.pna.gov.ph/articles/1200323,"April 28, 2023, 11:38 am"
196,"Warm, humid weather to prevail across PH",https://www.pna.gov.ph/articles/1200322,"April 28, 2023, 10:24 am"
197,PBBM: Gov't committed to work hand-in-hand with media,https://www.pna.gov.ph/articles/1200319,"April 27, 2023, 10:10 pm"
198,Marcos OKs EO creating water resources management office in DENR,https://www.pna.gov.ph/articles/1200318,"April 27, 2023, 9:56 pm"
199,PBBM orders review of non-operating tourism zones,https://www.pna.gov.ph/articles/1200317,"April 27, 2023, 9:52 pm"
200,"Bato mulls legislative actions, reforms amid Degamo slay probe",https://www.pna.gov.ph/articles/1200306,"April 27, 2023, 9:10 pm"
201,NCR positivity rate rises to 12.3% as of April 26 - OCTA,https://www.pna.gov.ph/articles/1200314,"April 27, 2023, 8:56 pm"
202,GSIS-USSC deal seen to improve loan collection efficiency,https://www.pna.gov.ph/articles/1200299,"April 27, 2023, 8:53 pm"
203,Revilla commends OFW repatriation in Sudan,https://www.pna.gov.ph/articles/1200291,"April 27, 2023, 8:29 pm"
204,UK trade envoy renews support to PH's shift to renewable energy,https://www.pna.gov.ph/articles/1200316,"April 27, 2023, 7:55 pm"
205,One-day CIDG anti-crime operations net 137 suspects,https://www.pna.gov.ph/articles/1200234,"April 27, 2023, 7:36 pm"
206,DENR: Environmental damage due to oil spill estimated at P7B,https://www.pna.gov.ph/articles/1200308,"April 27, 2023, 7:26 pm"
207,Ople urges ‘bayanihan’ among OFWs fleeing Sudan amid challenges,https://www.pna.gov.ph/articles/1200275,"April 27, 2023, 7:07 pm"
208,DA: PH fortifies agri collab with SoKor via resource exchange,https://www.pna.gov.ph/articles/1200286,"April 27, 2023, 6:58 pm"
209,DBM vows smoother implementation of foreign-assisted programs,https://www.pna.gov.ph/articles/1200297,"April 27, 2023, 6:57 pm"
210,Davao solon seeks creation of another CA division in Mindanao,https://www.pna.gov.ph/articles/1200296,"April 27, 2023, 6:55 pm"
211,SC reiterates ban on public office for Pichay,https://www.pna.gov.ph/articles/1200302,"April 27, 2023, 6:45 pm"
212,NBI to probe murder of call center labor leader in Bacolod,https://www.pna.gov.ph/articles/1200305,"April 27, 2023, 6:40 pm"
213,Oriental Mindoro shoreline oil spill cleanup nearing completion,https://www.pna.gov.ph/articles/1200303,"April 27, 2023, 6:36 pm"
214,"DOH, LGUs urged to work on high number of ‘unprotected’ children",https://www.pna.gov.ph/articles/1200277,"April 27, 2023, 6:30 pm"
215,Legarda cites need for more women leaders vs. climate change,https://www.pna.gov.ph/articles/1200245,"April 27, 2023, 5:12 pm"
216,CAAP to probe aircraft interruption to Balikatan drills,https://www.pna.gov.ph/articles/1200287,"April 27, 2023, 5:12 pm"
217,Regional wage boards to decide on wage hike petitions: DOLE,https://www.pna.gov.ph/articles/1200273,"April 27, 2023, 5:11 pm"
218,Tulfo: Autism must be treated seriously,https://www.pna.gov.ph/articles/1200240,"April 27, 2023, 5:06 pm"
