,Statement,Link,Date
89,Hontiveros urges Palace to condemn China's aggression in WPS,https://www.gmanetwork.com/news/topstories/nation/868398/hontiveros-urges-palace-to-condemn-china-s-aggression-in-wps/story/,"Apr 28, 2023"
90,PH COVID-19 cases manageable despite increased positivity rate –expert,https://www.gmanetwork.com/news/topstories/nation/868391/ph-covid-19-cases-manageable-despite-increased-positivity-rate-expert/story/,"Apr 28, 2023"
91,"Philippines, US air forces revive joint exercise Cope Thunder after 33 years",https://www.gmanetwork.com/news/topstories/nation/868384/philippines-us-air-forces-revive-joint-exercise-cope-thunder-after-23-years/story/,"Apr 28, 2023"
92,"PSA: Nearly 60M Filipinos issued with PhilIDs, ePhilIDs",https://www.gmanetwork.com/news/topstories/nation/868378/psa-nearly-60m-filipinos-issued-with-philids-ephilids/story/,"Apr 28, 2023"
93,Over 100 Chinese vessels spotted in West Philippine Sea —PCG,https://www.gmanetwork.com/news/topstories/nation/868369/over-100-alleged-chinese-vessels-spotted-in-west-philippine-sea-pcg/story/,"Apr 28, 2023"
94,Court orders reopening of De Lima trial for 1 day,https://www.gmanetwork.com/news/topstories/nation/868363/muntinlupa-court-orders-reopening-of-de-lima-trial/story/,"Apr 28, 2023"
95,SITG conducts probe on origin of 990 kilos of 'shabu' seized in October 2022,https://www.gmanetwork.com/news/topstories/nation/868346/sitg-conducts-probe-on-origin-of-990-kilos-of-shabu-seized-in-october-2022/story/,"Apr 28, 2023"
96,Use of improvised license plates require LTO authorization — Tugade,https://www.gmanetwork.com/news/topstories/nation/868345/use-of-improvised-license-plates-require-lto-authorization-tugade/story/,"Apr 27, 2023"
97,"Arnie Teves' helicopter, alleged evidence in Degamo slay case, flown to Cebu",https://www.gmanetwork.com/news/topstories/nation/868342/arnie-teves-helicopter-alleged-evidence-in-degamo-slay-case-flown-to-cebu/story/,"Apr 27, 2023"
98,"West Philippine Sea, LGBTQ, human rights in draft Grade 10 curriculum",https://www.gmanetwork.com/news/topstories/nation/868330/west-philippine-sea-lgbtq-human-rights-in-draft-grade-10-curriculum/story/,"Apr 27, 2023"
99,Arroyo wants K-to-12 replaced with post-secondary studies,https://www.gmanetwork.com/news/topstories/nation/868322/arroyo-wants-k-to-12-replaced-with-post-secondary-studies/story/,"Apr 27, 2023"
100,"Hold departure order vs. Bantag, Zulueta issued by Muntinlupa court",https://www.gmanetwork.com/news/topstories/nation/868315/hold-departure-order-vs-bantag-zulueta-issued-by-muntinlupa-court/story/,"Apr 27, 2023"
101,El Niño mitigation plan should include agri insurance —Villanueva,https://www.gmanetwork.com/news/topstories/nation/868311/el-nino-mitigation-plan-should-include-agri-insurance-villanueva/story/,"Apr 27, 2023"
102,Romualdez: Filipinos to benefit from Marcos-Biden meeting,https://www.gmanetwork.com/news/topstories/nation/868307/romualdez-filipinos-to-benefit-from-marcos-biden-meeting/story/,"Apr 27, 2023"
103,"Sen. Binay prods DOH, LGUs to ramp up inoculation of routine vaccines for children",https://www.gmanetwork.com/news/topstories/nation/868305/sen-binay-prods-doh-lgus-to-ramp-up-inoculation-of-routine-vaccines-for-children/story/,"Apr 27, 2023"
104,4 Pinays being trafficked to Lebanon rescued,https://www.gmanetwork.com/news/topstories/nation/868300/4-pinays-being-trafficked-to-lebanon-rescued/story/,"Apr 27, 2023"
105,"DOH launches children vaccination drive vs. measles, rubella, polio",https://www.gmanetwork.com/news/topstories/nation/868292/doh-launches-children-vaccination-drive-vs-measles-rubella-polio/story/,"Apr 27, 2023"
106,AFP chief Centino backs amnesty for former rebels,https://www.gmanetwork.com/news/topstories/nation/868276/afp-chief-centino-backs-amnesty-for-former-rebels/story/,"Apr 27, 2023"
107,PH slips 3 notches in good governance index,https://www.gmanetwork.com/news/topstories/nation/868256/ph-slips-3-notches-in-good-governance-index/story/,"Apr 27, 2023"
108,"Poe wants LTO's 'complete report' on plates, licenses backlog",https://www.gmanetwork.com/news/topstories/nation/868245/poe-wants-lto-s-complete-report-on-plates-licenses-backlog/story/,"Apr 27, 2023"
109,PDEA destroys over P4B worth of illegal drugs,https://www.gmanetwork.com/news/topstories/nation/868232/pdea-destroys-over-p4b-worth-of-illegal-drugs/story/,"Apr 27, 2023"
110,"SC junks petition vs. Pichay for being moot, academic",https://www.gmanetwork.com/news/topstories/nation/868226/sc-junks-petition-vs-pichay-for-being-moot-academic/story/,"Apr 27, 2023"
111,ISAT-U grad tops April 2023 Electronics Engineers Licensure exam,https://www.gmanetwork.com/news/topstories/nation/868185/isat-u-grad-tops-april-2023-electronics-engineers-licensure-exam/story/,"Apr 26, 2023"
112,Fishermen protest no-sail zone policy amid Balikatan exercises,https://www.gmanetwork.com/news/topstories/nation/868174/fishermen-protest-no-sail-zone-policy-amid-balikatan-exercises/story/,"Apr 26, 2023"
113,Mayo considered as 'high-value' target inside BJMP —spox,https://www.gmanetwork.com/news/topstories/nation/868170/mayo-considered-as-high-value-target-inside-bjmp-spox/story/,"Apr 26, 2023"
114,Labor Day job fairs offer over 76k vacancies —DOLE,https://www.gmanetwork.com/news/topstories/nation/868164/over-73k-jobs-up-for-grabs-in-labor-day-fairs-dole/story/,"Apr 26, 2023"
115,"Solon backs proposal to merge arts, social studies, PE into one subject for Grades 1–3",https://www.gmanetwork.com/news/topstories/nation/868145/solon-backs-proposal-to-merge-arts-social-studies-pe-into-one-subject-for-grades-1-3/story/,"Apr 26, 2023"
116,Cynthia Villar sees no problem in selling seized smuggled sugar in Kadiwa stores,https://www.gmanetwork.com/news/topstories/nation/868110/cynthia-villar-sees-no-problem-in-selling-seized-smuggled-sugar-in-kadiwa-stores/story/,"Apr 26, 2023"
117,DOH: First Arcturus case in PH already recovered,https://www.gmanetwork.com/news/topstories/nation/868107/doh-first-arcturus-case-in-ph-already-recovered/story/,"Apr 26, 2023"
118,"LTO: License plates for motorcycles seen depleted in June, vehicles in July",https://www.gmanetwork.com/news/topstories/nation/868098/lto-license-plates-for-motorcycles-seen-depleted-in-june-vehicles-in-july/story/,"Apr 26, 2023"
119,DOH on masking amid rising COVID-19 cases: Know your risk,https://www.gmanetwork.com/news/topstories/nation/868087/doh-on-masking-amid-rising-covid-19-cases-know-your-risk/story/,"Apr 26, 2023"
120,DoTr wants more online ways to pay fares,https://www.gmanetwork.com/news/topstories/nation/868052/dotr-wants-more-online-ways-to-pay-fares/story/,"Apr 25, 2023"
121,Gatchalian wants corruption issues fixed before pushing for estate tax amnesty extension,https://www.gmanetwork.com/news/topstories/nation/868044/gatchalian-wants-corruption-issues-fixed-before-pushing-for-estate-tax-amnesty-extension/story/,"Apr 25, 2023"
122,Student group against proposed tuition fee hikes in some schools,https://www.gmanetwork.com/news/topstories/nation/868046/student-group-against-proposed-tuition-fee-hikes-in-some-schools/story/,"Apr 25, 2023"
123,DMW: PH gov’t eyeing jobs in Saudi Arabia for OFWs fleeing Sudan,https://www.gmanetwork.com/news/topstories/nation/868035/dmw-ph-gov-t-eyeing-jobs-in-saudi-arabia-for-ofws-fleeing-sudan/story/,"Apr 25, 2023"
124,PH records first case of Omicron subvariant XBB.1.16,https://www.gmanetwork.com/news/topstories/nation/868026/ph-records-first-case-of-omicron-subvariant-xbb-1-16/story/,"Apr 25, 2023"
125,"House panel invites 2 generals, other PNP execs to probe of 990-kilo drug haul",https://www.gmanetwork.com/news/topstories/nation/868016/house-panel-invites-2-generals-other-pnp-execs-to-probe-of-990-kilo-drug-haul/story/,"Apr 25, 2023"
126,OCTA: NCR COVID-19 positivity rate breached 10% mark,https://www.gmanetwork.com/news/topstories/nation/868018/octa-ncr-covid-19-positivity-rate-breached-10-mark/story/,"Apr 25, 2023"
127,Gatchalian: Lack of preferred SHS strand adds to students’ college costs,https://www.gmanetwork.com/news/topstories/nation/868005/gatchalian-lack-of-preferred-shs-strand-adds-to-students-college-costs/story/,"Apr 25, 2023"
128,Supreme Court denies TRO bid vs. SIM registration,https://www.gmanetwork.com/news/topstories/nation/868001/supreme-court-denies-tro-bid-vs-sim-registration/story/,"Apr 25, 2023"
129,Int'l body committed to settle claims of Oriental Mindoro oil spill victims —DOJ,https://www.gmanetwork.com/news/topstories/nation/867994/int-l-body-committed-to-settle-claims-of-oriental-mindoro-oil-spill-victims-doj/story/,"Apr 25, 2023"
130,PNP Chief Acorda: No revamp yet in police organization,https://www.gmanetwork.com/news/topstories/nation/867985/pnp-chief-acorda-no-revamp-yet-in-police-organization/story/,"Apr 25, 2023"
131,House panel OKs bill extending availment of estate tax amnesty,https://www.gmanetwork.com/news/topstories/nation/867973/house-panel-oks-bill-extending-availment-of-estate-tax-amnesty/story/,"Apr 25, 2023"
132,"No need for 4 suspects to be state witnesses, says Degamo lawyer",https://www.gmanetwork.com/news/topstories/nation/867968/no-need-for-4-suspects-to-be-state-witnesses-says-degamo-lawyer/story/,"Apr 25, 2023"
133,Marcos approves 90-day SIM registration extension,https://www.gmanetwork.com/news/topstories/nation/867960/sim-registration-extended-for-90-days-says-remulla/story/,"Apr 25, 2023"
134,Sara Duterte: Target 100% of Filipino youth are in school,https://www.gmanetwork.com/news/topstories/nation/867936/sara-duterte-target-100-of-filipino-youth-are-in-school/story/,"Apr 24, 2023"
135,"Philippines records 429 new cases; active tally down to 4,336",https://www.gmanetwork.com/news/topstories/nation/867917/philippines-records-429-new-cases-active-tally-down-to-4-336/story/,"Apr 24, 2023"
136,Pimentel bats for ‘work break’ for outdoor workers amid high heat index,https://www.gmanetwork.com/news/topstories/nation/867915/pimentel-bats-for-work-break-for-outdoor-workers-amid-high-heat-index/story/,"Apr 24, 2023"
137,Lawyer of victims in Degamo attack urges prosecutors to resolve raps,https://www.gmanetwork.com/news/topstories/nation/867906/lawyer-of-victims-in-degamo-attack-urges-prosecutors-to-resolve-raps/story/,"Apr 24, 2023"
138,SC: Courts under Alert Levels 1 and 2 to operate with 50% workforce,https://www.gmanetwork.com/news/topstories/nation/867902/sc-courts-under-alert-levels-1-and-2-to-operate-with-50-workforce/story/,"Apr 24, 2023"
139,Senate postpones inquiry on alleged smuggling of sugar from Thailand,https://www.gmanetwork.com/news/topstories/nation/867888/senate-postpones-inquiry-on-alleged-smuggling-of-sugar-from-thailand/story/,"Apr 24, 2023"
