,Statement,Link,Date
31,"OCTA: NCR weekly COVID-19 positivity rate at 20.4% as of May 3, 2023",https://www.gmanetwork.com/news/topstories/nation/869032/octa-ncr-weekly-covid-19-positivity-rate-at-20-4-as-of-may-3-2023/story/,"May 04, 2023"
32,Critics say US using Philippines for its own agenda vs. China,https://www.gmanetwork.com/news/topstories/nation/868993/critics-say-us-using-philippines-for-its-own-agenda-vs-china/story/,"May 04, 2023"
33,PNP’s gun simulator system to help cops shoot better... sans bullets,https://www.gmanetwork.com/news/topstories/nation/869021/pnp-s-gun-simulator-system-to-train-cops-shoot-better-without-bullets/story/,"May 04, 2023"
34,China opposes ‘meddling’ in South China Sea amid PH-US defense guidelines,https://www.gmanetwork.com/news/topstories/nation/869014/china-opposes-meddling-in-south-china-sea-amid-ph-us-defense-guidelines/story/,"May 04, 2023"
35,BFAR: Looming El Niño may affect fish supply in PH,https://www.gmanetwork.com/news/topstories/nation/869007/bfar-looming-el-nino-may-affect-fish-supply-in-ph/story/,"May 04, 2023"
36,"Philippines logs 1,190 new COVID-19 cases; active tally at 8,371",https://www.gmanetwork.com/news/topstories/nation/869003/philippines-logs-1-190-new-covid-19-cases-active-tally-at-8-371/story/,"May 04, 2023"
37,China: South China Sea should not be ‘hunting ground’ for foreign forces,https://www.gmanetwork.com/news/topstories/nation/868996/china-south-china-sea-should-not-be-hunting-ground-for-foreign-forces/story/,"May 04, 2023"
38,VP Sara stresses need for better public health in Philippines,https://www.gmanetwork.com/news/topstories/nation/868989/vp-sara-stresses-need-for-better-public-health-in-philippines/story/,"May 04, 2023"
39,PNP to deploy more cops in crime-prone barangays,https://www.gmanetwork.com/news/topstories/nation/868985/pnp-to-deploy-more-cops-in-crime-prone-barangays/story/,"May 04, 2023"
40,PNP to follow possible NAPOLCOM recommendations on resignations of senior officers —Maranan,https://www.gmanetwork.com/news/topstories/nation/868984/pnp-to-follow-possible-napolcom-recommendations-on-resignations-of-senior-officers-maranan/story/,"May 04, 2023"
41,Two trafficking victims in Myanmar now back in Philippines — BI,https://www.gmanetwork.com/news/topstories/nation/868979/two-trafficking-victims-in-myanmar-now-back-in-philippines-bi/story/,"May 04, 2023"
42,"OVP: Japan offering more jobs to 
Filipinos",https://www.gmanetwork.com/news/topstories/nation/868976/ovp-japan-offering-more-jobs-to-filipinos/story/,"May 04, 2023"
43,"BuCor requires face masks, antigen tests amid COVID-19 cases",https://www.gmanetwork.com/news/topstories/nation/868969/bucor-requires-face-masks-antigen-tests-amid-covid-19-cases/story/,"May 04, 2023"
44,DA-BFAR: Mitigating measures in place to ensure enough fish supply amid El Niño threat,https://www.gmanetwork.com/news/topstories/nation/868965/da-bfar-mitigating-measures-in-place-to-ensure-enough-fish-supply-amid-el-nino-threat/story/,"May 04, 2023"
45,"DOLE: 200,000 first time jobseekers availed of free documentary requirements assistance",https://www.gmanetwork.com/news/topstories/nation/868958/dole-200-000-first-time-jobseekers-availed-of-free-documentary-requirements-assistance/story/,"May 04, 2023"
46,"Marcos, US senators tackle defense, economic cooperation, agriculture in Washington meeting",https://www.gmanetwork.com/news/topstories/nation/868953/marcos-us-senators-tackle-defense-economic-cooperation-agriculture-in-washington-meeting/story/,"May 04, 2023"
47,PH improves to 132nd place in 2023 Press Freedom Index,https://www.gmanetwork.com/news/topstories/nation/868935/ph-improves-to-132nd-place-in-2023-press-freedom-index/story/,"May 04, 2023"
48,56% of Pinoy SIM owners registered as of March 2023 —SWS,https://www.gmanetwork.com/news/topstories/nation/868932/56-of-pinoy-sim-owners-registered-as-of-march-2023-sws/story/,"May 04, 2023"
49,"Philippines, US to expand maritime cooperation but not limited to joint patrols",https://www.gmanetwork.com/news/topstories/nation/868921/philippines-us-to-expand-maritime-cooperation-but-not-limited-to-joint-patrols/story/,"May 04, 2023"
50,"Austin to Marcos: We have your back in South China Sea, elsewhere in region",https://www.gmanetwork.com/news/topstories/nation/868916/austin-to-marcos-we-have-your-back-in-south-china-sea-elsewhere/story/,"May 04, 2023"
51,"Marcos meets Austin, attends full honors ceremony at Pentagon",https://www.gmanetwork.com/news/topstories/nation/868910/marcos-meets-us-defense-chief-austin-attends-military-honors-ceremony-at-pentagon/story/,"May 03, 2023"
52,COVID-19 positivity rate in NCR climbs to 19.7% —OCTA,https://www.gmanetwork.com/news/topstories/nation/868897/covid-19-positivity-rate-in-ncr-climbs-to-19-7-octa/story/,"May 03, 2023"
53,"PH posts 867 fresh COVID-19 infections; active cases rise to 7,565",https://www.gmanetwork.com/news/topstories/nation/868883/ph-posts-867-fresh-covid-19-infections-active-cases-rise-to-7-565/story/,"May 03, 2023"
54,"Bill seeking refund for bad telco, internet service filed in Senate",https://www.gmanetwork.com/news/topstories/nation/868872/bill-seeking-refund-for-bad-telco-internet-service-filed-in-senate/story/,"May 03, 2023"
55,Metro Manila’s COVID-19 positivity rate jumps to 18.8% —OCTA,https://www.gmanetwork.com/news/topstories/nation/868864/metro-manila-s-covid-19-positivity-rate-jumps-to-18-8-octa/story/,"May 03, 2023"
56,MIAA: Contingencies in place for ‘unadvised’ passengers on May 17 airspace shutdown,https://www.gmanetwork.com/news/topstories/nation/868857/miaa-contingencies-in-place-for-unadvised-passengers-on-may-17-airspace-shutdown/story/,"May 03, 2023"
57,"US, South Korea ink partnership to boost PH’s climate resilience",https://www.gmanetwork.com/news/topstories/nation/868849/us-south-korea-ink-partnership-to-boost-ph-s-climate-resilience/story/,"May 03, 2023"
58,Zubiri on NAIA mess: Fix airport issues or let foreigners manage,https://www.gmanetwork.com/news/topstories/nation/868847/zubiri-on-naia-mess-fix-airport-issues-or-let-foreigners-manage/story/,"May 03, 2023"
59,Senate committed to pass minimum wage hike bill before sine die adjournment — Zubiri,https://www.gmanetwork.com/news/topstories/nation/868844/senate-committed-to-pass-minimum-wage-hike-bill-before-sine-die-adjournment-zubiri/story/,"May 03, 2023"
60,Bryan Co designated as MIAA OIC after GM Chiong placed under preventive suspension,https://www.gmanetwork.com/news/topstories/nation/868823/bryan-co-designated-as-miaa-oic-after-gm-chiong-placed-under-preventive-suspension/story/,"May 03, 2023"
61,NWRB cuts water allocation for irrigation,https://www.gmanetwork.com/news/topstories/nation/868815/nwrb-cuts-water-allocation-for-irrigation/story/,"May 03, 2023"
62,5 fratmen linked to Salilig hazing filed petition for bail — prosecutors,https://www.gmanetwork.com/news/topstories/nation/868813/5-fratmen-linked-to-salilig-hazing-file-petition-for-bail-prosecutors/story/,"May 03, 2023"
63,Marcos: No sector that wasn't touched by PH-US partnership,https://www.gmanetwork.com/news/topstories/nation/868803/marcos-no-sector-that-wasn-t-touched-by-ph-us-partnership/story/,"May 03, 2023"
64,"OPAPRU, DSWD to give P100K cash aid to each ex-MILF combatant",https://www.gmanetwork.com/news/topstories/nation/868801/opapru-dswd-to-give-p100k-cash-aid-to-each-ex-milf-combatant/story/,"May 03, 2023"
65,Flights delayed amid adjustment in Philippine radar system,https://www.gmanetwork.com/news/topstories/nation/868794/flights-delayed-amid-adjustment-in-philippine-radar-system/story/,"May 03, 2023"
66,Panel recommends admin charges vs. 4 senior PNP officials over alleged drug links,https://www.gmanetwork.com/news/topstories/nation/868791/panel-recommends-charges-vs-4-senior-pnp-officials-over-alleged-drug-links/story/,"May 03, 2023"
67,USAID to give $8 million to support global health security in PH,https://www.gmanetwork.com/news/topstories/nation/868782/usaid-to-give-8-million-to-support-global-health-security-in-philippines/story/,"May 03, 2023"
68,"US working with communities to show value of EDCA sites, says White House",https://www.gmanetwork.com/news/topstories/nation/868779/us-working-with-communities-to-show-value-of-edca-sites-says-white-house/story/,"May 03, 2023"
69,US to transfer more assets to AFP,https://www.gmanetwork.com/news/topstories/nation/868776/us-to-transfer-more-assets-to-afp/story/,"May 03, 2023"
70,Marcos cites ‘turbulent times’ in PH-US ties but says friendship won,https://www.gmanetwork.com/news/topstories/nation/868773/marcos-cites-turbulent-times-in-ph-us-ties-but-says-friendship-won/story/,"May 02, 2023"
71,"DOH logs 843 new COVID-19 cases; active tally climbs to 7,037",https://www.gmanetwork.com/news/topstories/nation/868754/doh-logs-843-new-covid-19-cases-active-tally-climbs-to-7-037/story/,"May 02, 2023"
72,Key security policy document between PH and US to be released Wednesday - diplomat,https://www.gmanetwork.com/news/topstories/nation/868750/key-security-policy-document-between-ph-and-us-to-be-released-wednesday-diplomat/story/,"May 02, 2023"
73,State-run PTV’s YouTube account ‘compromised’,https://www.gmanetwork.com/news/topstories/nation/868730/state-run-ptv-s-youtube-account-compromised/story/,"May 02, 2023"
74,BI cautions public against overseas job misinformation on social media,https://www.gmanetwork.com/news/topstories/nation/868726/bi-cautions-public-against-overseas-job-misinformation-on-social-media/story/,"May 02, 2023"
75,"Panganiban, SRA execs required to attend Senate probe into ‘state-sponsored’ sugar smuggling — Tolentino",https://www.gmanetwork.com/news/topstories/nation/868722/panganiban-sra-execs-required-to-attend-senate-probe-into-state-sponsored-sugar-smuggling-tolentino/story/,"May 02, 2023"
76,Tax breaks for IP lawyers eyed,https://www.gmanetwork.com/news/topstories/nation/868711/tax-breaks-for-ip-lawyers-eyed/story/,"May 02, 2023"
77,"Almost 4,000 2022 Bar passers take their oath",https://www.gmanetwork.com/news/topstories/nation/868702/almost-4-000-2022-bar-passers-take-their-oath/story/,"May 02, 2023"
78,Six-hour PH airspace shutdown set for May 17 —MIAA,https://www.gmanetwork.com/news/topstories/nation/868693/six-hour-ph-airspace-shutdown-set-for-may-17/story/,"May 02, 2023"
79,COVID-19 daily new average up by 42% —DOH,https://www.gmanetwork.com/news/topstories/nation/868684/covid-19-daily-new-average-up-by-42-doh/story/,"May 02, 2023"
80,"Marcos, Biden vow to expand collaboration on renewable energy production",https://www.gmanetwork.com/news/topstories/nation/868679/marcos-biden-vow-to-expand-collaboration-on-renewable-energy-production/story/,"May 02, 2023"
81,"PH, US set 2 iterations of 2023 Cope Thunder joint exercise",https://www.gmanetwork.com/news/topstories/nation/868675/ph-us-set-2-iterations-of-2023-cope-thunder-joint-exercise/story/,"May 02, 2023"
82,"Biden to Marcos: Amid challenges, I can't think of better partner than you",https://www.gmanetwork.com/news/topstories/nation/868666/biden-to-marcos-amid-challenges-i-can-t-think-of-better-partner-than-you/story/,"May 02, 2023"
83,Marcos meets Joe Biden at White House,https://www.gmanetwork.com/news/topstories/nation/868660/philippine-president-marcos-meets-us-president-joe-biden-at-white-house/story/,"May 02, 2023"
84,‘Fault current’ blamed for NAIA Terminal 3 power outage on Labor Day,https://www.gmanetwork.com/news/topstories/nation/868621/fault-current-blamed-for-naia-terminal-3-power-outage-on-labor-day/story/,"May 01, 2023"
85,"Pimentel wants EDCA reviewed, bats for more transparent agreement",https://www.gmanetwork.com/news/topstories/nation/868611/pimentel-wants-edca-reviewed-bats-for-more-transparent-agreement/story/,"May 01, 2023"
86,"Groups hold protest on Labor Day, call for wage hike",https://www.gmanetwork.com/news/topstories/nation/868603/groups-hold-protest-on-labor-day-call-for-wage-hike/story/,"May 01, 2023"
87,DOLE: Regional wage boards reviewing 10 wage hike petitions,https://www.gmanetwork.com/news/topstories/nation/868593/dole-regional-wage-boards-reviewing-10-wage-hike-petitions/story/,"May 01, 2023"
88,Marcos OKs creation of inter-agency body to look into labor cases,https://www.gmanetwork.com/news/topstories/nation/868582/marcos-oks-creation-of-inter-agency-body-to-look-into-labor-cases/story/,"May 01, 2023"
89,Marcos eyes adding people to Cabinet after appointment ban,https://www.gmanetwork.com/news/topstories/nation/868578/marcos-eyes-adding-people-to-cabinet-after-appointment-ban/story/,"May 01, 2023"
90,Marcos: PH won’t be used as ‘staging post’ for any military act,https://www.gmanetwork.com/news/topstories/nation/868577/marcos-ph-won-t-be-used-as-staging-post-for-any-military-act/story/,"May 01, 2023"
91,"Marcos tasks DFA, PCG to map out PH’s fishing grounds in West Philippine Sea",https://www.gmanetwork.com/news/topstories/nation/868575/marcos-tasks-dfa-pcg-to-map-out-ph-s-fishing-grounds-in-west-philippine-sea/story/,"May 01, 2023"
92,Marcos arrives in Washington for official visit,https://www.gmanetwork.com/news/topstories/nation/868572/marcos-arrives-in-washington-for-official-visit/story/,"May 01, 2023"
93,"PNP arrests 22,649 ‘most wanted’ in first quarter",https://www.gmanetwork.com/news/topstories/nation/868556/pnp-arrests-22-649-most-wanted-in-first-quarter/story/,"Apr 30, 2023"
94,"Marcos leaves for Washington, says he's determined to build ‘even stronger relationship’ with US",https://www.gmanetwork.com/news/topstories/nation/868529/marcos-leaves-for-washington-says-he-s-determined-to-build-even-stronger-relationship-with-us/story/,"Apr 30, 2023"
95,"Marcos tells workers on Labor Day: Don't lose courage, diligence, hope",https://www.gmanetwork.com/news/topstories/nation/868524/marcos-tells-workers-on-labor-day-don-t-lose-courage-diligence-hope/story/,"Apr 30, 2023"
96,VP Sara is country's caretaker while Marcos is in Washington for official visit,https://www.gmanetwork.com/news/topstories/nation/868516/vp-sara-is-country-s-caretaker-while-marcos-is-in-washington-for-official-visit/story/,"Apr 30, 2023"
97,"US stands with PH, calls out China for 'provocative and unsafe conduct' in South China Sea",https://www.gmanetwork.com/news/topstories/nation/868514/us-stands-with-ph-calls-out-china-for-provocative-and-unsafe-conduct-in-south-china-sea/story/,"Apr 30, 2023"
98,"DOH reports 304 new COVID-19 cases; active tally at 5,070",https://www.gmanetwork.com/news/topstories/nation/868500/doh-reports-304-new-covid-19-cases-active-tally-at-5-070/story/,"Apr 29, 2023"
99,Some private schools ask for 4% tuition increase on average,https://www.gmanetwork.com/news/topstories/nation/868486/some-private-schools-ask-for-4-tuition-increase-on-average/story/,"Apr 29, 2023"
100,AFP refuses to comment on PH-China vessels incident in Spratlys,https://www.gmanetwork.com/news/topstories/nation/868472/afp-refuses-to-comment-on-ph-china-vessels-incident-in-spratlys/story/,"Apr 29, 2023"
101,Ex-Ombudsman Gutierrez takes oath as GSIS acting board member,https://www.gmanetwork.com/news/topstories/nation/868431/ex-ombudsman-gutierrez-takes-oath-as-gsis-acting-board-member/story/,"Apr 28, 2023"
102,"Bantag, Zulueta now on hold departure list — BI",https://www.gmanetwork.com/news/topstories/nation/868429/bantag-zulueta-now-on-hold-departure-list-bi/story/,"Apr 28, 2023"
103,Gov’t urged to probe causes of vaccine hesitancy in PH,https://www.gmanetwork.com/news/topstories/nation/868425/gov-t-urged-to-probe-causes-of-vaccine-hesitancy-in-ph/story/,"Apr 28, 2023"
104,Marcos to take up Philippine economic agenda in Washington —DFA,https://www.gmanetwork.com/news/topstories/nation/868421/marcos-to-take-up-philippine-economic-agenda-in-washington-dfa/story/,"Apr 28, 2023"
105,West PH Sea Task Force to discuss presence of 100 China vessels –AFP,https://www.gmanetwork.com/news/topstories/nation/868406/west-ph-sea-task-force-to-discuss-presence-of-100-china-vessels-afp/story/,"Apr 28, 2023"
106,China says Philippine boat's 'provocative action' caused near-crash,https://www.gmanetwork.com/news/topstories/nation/868403/china-says-philippine-boat-s-provocative-action-caused-near-crash/story/,"Apr 28, 2023"
107,Hontiveros urges Palace to condemn China's aggression in WPS,https://www.gmanetwork.com/news/topstories/nation/868398/hontiveros-urges-palace-to-condemn-china-s-aggression-in-wps/story/,"Apr 28, 2023"
108,PH COVID-19 cases manageable despite increased positivity rate –expert,https://www.gmanetwork.com/news/topstories/nation/868391/ph-covid-19-cases-manageable-despite-increased-positivity-rate-expert/story/,"Apr 28, 2023"
109,"Philippines, US air forces revive joint exercise Cope Thunder after 33 years",https://www.gmanetwork.com/news/topstories/nation/868384/philippines-us-air-forces-revive-joint-exercise-cope-thunder-after-23-years/story/,"Apr 28, 2023"
110,"PSA: Nearly 60M Filipinos issued with PhilIDs, ePhilIDs",https://www.gmanetwork.com/news/topstories/nation/868378/psa-nearly-60m-filipinos-issued-with-philids-ephilids/story/,"Apr 28, 2023"
111,Over 100 Chinese vessels spotted in West Philippine Sea —PCG,https://www.gmanetwork.com/news/topstories/nation/868369/over-100-alleged-chinese-vessels-spotted-in-west-philippine-sea-pcg/story/,"Apr 28, 2023"
112,Court orders reopening of De Lima trial for 1 day,https://www.gmanetwork.com/news/topstories/nation/868363/muntinlupa-court-orders-reopening-of-de-lima-trial/story/,"Apr 28, 2023"
113,SITG conducts probe on origin of 990 kilos of 'shabu' seized in October 2022,https://www.gmanetwork.com/news/topstories/nation/868346/sitg-conducts-probe-on-origin-of-990-kilos-of-shabu-seized-in-october-2022/story/,"Apr 28, 2023"
114,Use of improvised license plates require LTO authorization — Tugade,https://www.gmanetwork.com/news/topstories/nation/868345/use-of-improvised-license-plates-require-lto-authorization-tugade/story/,"Apr 27, 2023"
115,"Arnie Teves' helicopter, alleged evidence in Degamo slay case, flown to Cebu",https://www.gmanetwork.com/news/topstories/nation/868342/arnie-teves-helicopter-alleged-evidence-in-degamo-slay-case-flown-to-cebu/story/,"Apr 27, 2023"
116,"West Philippine Sea, LGBTQ, human rights in draft Grade 10 curriculum",https://www.gmanetwork.com/news/topstories/nation/868330/west-philippine-sea-lgbtq-human-rights-in-draft-grade-10-curriculum/story/,"Apr 27, 2023"
117,Arroyo wants K-to-12 replaced with post-secondary studies,https://www.gmanetwork.com/news/topstories/nation/868322/arroyo-wants-k-to-12-replaced-with-post-secondary-studies/story/,"Apr 27, 2023"
118,"Hold departure order vs. Bantag, Zulueta issued by Muntinlupa court",https://www.gmanetwork.com/news/topstories/nation/868315/hold-departure-order-vs-bantag-zulueta-issued-by-muntinlupa-court/story/,"Apr 27, 2023"
119,El Niño mitigation plan should include agri insurance —Villanueva,https://www.gmanetwork.com/news/topstories/nation/868311/el-nino-mitigation-plan-should-include-agri-insurance-villanueva/story/,"Apr 27, 2023"
120,Romualdez: Filipinos to benefit from Marcos-Biden meeting,https://www.gmanetwork.com/news/topstories/nation/868307/romualdez-filipinos-to-benefit-from-marcos-biden-meeting/story/,"Apr 27, 2023"
121,"Sen. Binay prods DOH, LGUs to ramp up inoculation of routine vaccines for children",https://www.gmanetwork.com/news/topstories/nation/868305/sen-binay-prods-doh-lgus-to-ramp-up-inoculation-of-routine-vaccines-for-children/story/,"Apr 27, 2023"
122,4 Pinays being trafficked to Lebanon rescued,https://www.gmanetwork.com/news/topstories/nation/868300/4-pinays-being-trafficked-to-lebanon-rescued/story/,"Apr 27, 2023"
123,"DOH launches children vaccination drive vs. measles, rubella, polio",https://www.gmanetwork.com/news/topstories/nation/868292/doh-launches-children-vaccination-drive-vs-measles-rubella-polio/story/,"Apr 27, 2023"
124,AFP chief Centino backs amnesty for former rebels,https://www.gmanetwork.com/news/topstories/nation/868276/afp-chief-centino-backs-amnesty-for-former-rebels/story/,"Apr 27, 2023"
125,PH slips 3 notches in good governance index,https://www.gmanetwork.com/news/topstories/nation/868256/ph-slips-3-notches-in-good-governance-index/story/,"Apr 27, 2023"
126,"Poe wants LTO's 'complete report' on plates, licenses backlog",https://www.gmanetwork.com/news/topstories/nation/868245/poe-wants-lto-s-complete-report-on-plates-licenses-backlog/story/,"Apr 27, 2023"
127,PDEA destroys over P4B worth of illegal drugs,https://www.gmanetwork.com/news/topstories/nation/868232/pdea-destroys-over-p4b-worth-of-illegal-drugs/story/,"Apr 27, 2023"
128,"SC junks petition vs. Pichay for being moot, academic",https://www.gmanetwork.com/news/topstories/nation/868226/sc-junks-petition-vs-pichay-for-being-moot-academic/story/,"Apr 27, 2023"
129,ISAT-U grad tops April 2023 Electronics Engineers Licensure exam,https://www.gmanetwork.com/news/topstories/nation/868185/isat-u-grad-tops-april-2023-electronics-engineers-licensure-exam/story/,"Apr 26, 2023"
130,Fishermen protest no-sail zone policy amid Balikatan exercises,https://www.gmanetwork.com/news/topstories/nation/868174/fishermen-protest-no-sail-zone-policy-amid-balikatan-exercises/story/,"Apr 26, 2023"
131,Mayo considered as 'high-value' target inside BJMP —spox,https://www.gmanetwork.com/news/topstories/nation/868170/mayo-considered-as-high-value-target-inside-bjmp-spox/story/,"Apr 26, 2023"
132,Labor Day job fairs offer over 76k vacancies —DOLE,https://www.gmanetwork.com/news/topstories/nation/868164/over-73k-jobs-up-for-grabs-in-labor-day-fairs-dole/story/,"Apr 26, 2023"
133,"Solon backs proposal to merge arts, social studies, PE into one subject for Grades 1–3",https://www.gmanetwork.com/news/topstories/nation/868145/solon-backs-proposal-to-merge-arts-social-studies-pe-into-one-subject-for-grades-1-3/story/,"Apr 26, 2023"
134,Cynthia Villar sees no problem in selling seized smuggled sugar in Kadiwa stores,https://www.gmanetwork.com/news/topstories/nation/868110/cynthia-villar-sees-no-problem-in-selling-seized-smuggled-sugar-in-kadiwa-stores/story/,"Apr 26, 2023"
135,DOH: First Arcturus case in PH already recovered,https://www.gmanetwork.com/news/topstories/nation/868107/doh-first-arcturus-case-in-ph-already-recovered/story/,"Apr 26, 2023"
136,"LTO: License plates for motorcycles seen depleted in June, vehicles in July",https://www.gmanetwork.com/news/topstories/nation/868098/lto-license-plates-for-motorcycles-seen-depleted-in-june-vehicles-in-july/story/,"Apr 26, 2023"
137,DOH on masking amid rising COVID-19 cases: Know your risk,https://www.gmanetwork.com/news/topstories/nation/868087/doh-on-masking-amid-rising-covid-19-cases-know-your-risk/story/,"Apr 26, 2023"
138,DoTr wants more online ways to pay fares,https://www.gmanetwork.com/news/topstories/nation/868052/dotr-wants-more-online-ways-to-pay-fares/story/,"Apr 25, 2023"
139,Gatchalian wants corruption issues fixed before pushing for estate tax amnesty extension,https://www.gmanetwork.com/news/topstories/nation/868044/gatchalian-wants-corruption-issues-fixed-before-pushing-for-estate-tax-amnesty-extension/story/,"Apr 25, 2023"
