,Title,Author,Date,Text
10,PDEG chief wants AMLC’s help in probing bank accounts of cops in P6.7-B drug case,By GMA Integrated News,2023-05-04," The acting chief of the Philippine National Police Drug Enforcement Group (PDEG) is coordinating with the Anti-Money Laundering Council (AMLC) into whether they could examine the bank accounts of the police officers allegedly involved in the controversial P6.7-billion drug bust last October.
 “Kino-coordinate po natin sa AMLC para makita rin natin kung kailangan ang bank accounts niya na masilip natin,” said PDEG Acting Director Police Brigadier General Faro Antonio Olaguera in Oscar Oida and Jun Veneracion’s report on “24 Oras” on Wednesday.
 (We’re coordinating this with the AMLC to see if there’s a need to examine their bank accounts.)
 “Part of transparency efforts dito sa PDEG...baka mamaya meron silang [they may have] unexplained assets, then let's see,” he said.
 Olaguera likewise expressed willingness to sign a bank secrecy waiver, according to the report.
 “As the acting director of PDEG and as a lawyer myself, I’m very much willing to sign a waiver sa mga bank accounts ko [for my bank accounts] for purposes of transparency,” he said.
 On April 15, a memorandum signed by PNP Directorate for Investigation and Detective Management director Police Major General Eliseo Cruz said 49 PNP officials and personnel were found to have criminal and administrative liabilities in connection with the 990 kilograms of shabu confiscated in October last year.
 Most of the officials and personnel were from the PDEG, with the highest ranking official cited as ex-PDEG chief Police Brigadier General Narciso Domingo. He was removed from his post last month.
 Olaguera, meanwhile, said newly minted PNP Chief General Benjamin Acorda instructed them to study the possibility of abolishing the 17 PDEG special operating units (SOU) due to the reported involvement of the SOU Metro Manila and CALABARZON in the drug raid.
 “They will be consolidated here sa HQ...Kung dito na sila once consolidated na sila and everything is COPLAN-based, madali silang i-monitor natin [They will be consolidated at the headquarters...when they are here and everything is COPLAN-based, they will be easier to monitor],” he added. — Sundy Locus/BM, GMA Integrated News
"
11,Rizal Tech grad tops April 2023 Registered Electrical Engineers Licensure exam,By GMA Integrated News,2023-05-03," A graduate from Rizal Technological University gained the highest score in the April 2023 Registered Electrical Engineers Licensure Examination while there are two topnotchers for the April 2023 Registered Master Electricians Licensure Examinations., the Professional Regulation Commission (PRC) announced.
 Christian Dave Lozano Guevarra hurdled the exams with a 93.25% percentage rating.
 The rest in the Top Ten list are:
  
 Two persons, meanwhile, share the top spot for the April 2023 Registered Master Electricians Licensure Examinations.
 Namely, Nelvin Dela Torre Galupo from University of Eastern Philippines - Catarman and Kenneth Christian Tolentino Guiwo from Isabela State University - Ilagan with a percentage rating of 95.
 The rest of the examinees who made it to the Top Ten are:
  
  
 The Top Performing schools for the April 2023 Registered Electrical Engineers Licensure Examination are: Polytechnic University of the Philippines - Sto. Tomas, University of Batangas, Batangas State University - Alangilan, and  PUP - Main, Sta. Mesa. The PRC said there are no schools qualified for the Top Performing Schools for the April 2023 Registered Master Electricians Licensure Examinations  -- BAP, GMA Integrated News
"
12,"US not looking to form new Quad in East Asia with PH, other countries","By ANNA FELICIA BAJO, GMA Integrated News",2023-05-03," WASHINGTON—The US is not looking to put up a new Quad in East Asia made up of itself, the Philippines, and a few other countries, a US State Department official has said.
 According to US Assistant Secretary of State for East Asian and Pacific Affairs Daniel J. Kritenbrink, the US has been only showing its commitment to the Indo-Pacific and its allies.
 Asked in a briefing if the US looked to establish a new Quad in East Asia based on treaty allies, including the US, the Philippines, Japan, and South Korea, Kritenbrink said, ""I would say no.""
 ""We’re not looking to establish a new Quad. I think what we are trying to do is, again, in every way possible demonstrate the strength and the credibility of America’s commitment to the Indo-Pacific region and to our allies, partners, and friends – including, of course, our treaty ally the Philippines,"" Kritenbrink said.
 In a joint statement following their bilateral meeting at the White House, President Ferdinand Marcos Jr. and US President Joe Biden adverted to ""trilateral modes of cooperation among the Philippines, Japan, and the United States, as well as the Philippines, Australia, and the United States.""
 The Quad refers to the Quadrilateral Security Dialogue, made up of the US, Australia, India, and Japan.
 It is a diplomatic network of four countries committed to supporting an open, stable, and prosperous Indo-Pacific that is inclusive and resilient.
 ""I think it’s important to note here, too, that an important element of our engagement as well, though, is that I think it’s important to identify synergies between like-minded partners and explore ways in which informal cooperation might be conducted on a trilateral or other bases,"" Kritenbrink said.
 ""I think as both President Marcos and President Biden noted yesterday, I think there may be opportunities in the future for such close allies as the United States, Philippines, and Japan to look at ways that maybe we could expand our cooperation,"" he added.
 Kritenbrink said, ""Similarly, the United States, the Philippines, and Australia may be able to do the same as well."" —NB, GMA Integrated News
"
13,Makabayan bloc urges House inquiry into data breach at gov't agencies,"By LLANESCA T. PANTI, GMA Integrated News",2023-05-03," Lawmakers belonging to the Makabayan bloc in the House of Representatives has asked for a congressional inquiry into the data breach that allegedly affected over 1.2 million records or 817.54 GB of data handled by law enforcement agencies.
 France Castro of ACT Teachers party-list, Arlene Brosas of Gabriela party-list and Raoul Manuel of Kabataan party-list made the call under their House Resolution 0931.
 Citing a report by cybersecurity researcher Jeremiah Fowler, the House members said the breach involved data handled by the PNP, the National Bureau of Investigation (NBI), the Bureau of Internal Revenue (BIR), and its Special Action Force Operations Management Division, and Civil Service Commission (CSC).
 The report stated that the data exposed included employee and applicant identification records of law enforcement agencies in the Philippines and additional records related to internal directives addressing law enforcement officers.
 The exposed records contain copies of fingerprint scans, signatures, tax identification numbers (TIN), required documents from multiple state agencies, and character recommendations, among others.
 ""PNP Anti-Cyber Crime Group Director Brig. Gen. Sidney Hernia said they were still conducting an assessment on the incident, [but] this is not the first time that a Philippine government database was breached,"" the lawmakers said.
 ""It can be recalled that in March 2016, there was also a massive data breach of the Commission on Elections (COMELEC) website then dubbed as 'Comeleaks' exposing the personal information of 55 million Filipino voters. It was hacked and defaced by a certain group Anonymous Philippines,"" they added. —NB, GMA Integrated News
"
14,Win Gatchalian urges principals to shift to blended learning amid El Niño alert,"By HANA BORDEY, GMA Integrated News",2023-05-03," Senate basic education committee chairman Sherwin Gatchalian is urging school principals to shift from in-person classes to blended learning after the state weather bureau PAGASA issued an El Niño alert.
 “Ang pinaka-importanteng responsibilidad ng principals natin ay yung kapakanan o kalagayan ng ating mga estudyante. Kung nakikita nila na sobrang init o may bagyo o anumang hindi maganda sa kanilang lugar, pwedeng mag-cancel ng klase ang ating principals. Pwede rin sila ngayong mag-blended learning,” Gatchalian said in a statement.
 (The most important responsibility of the principals is the welfare of the students. If they observe that there’s extreme heat, a typhoon, or any other bad situation in their area, principals can cancel classes in their respective schools. They can also implement blended learning.)
 On Tuesday, PAGASA issued an El Niño alert after forecasts showed that the phenomenon may emerge in the next three months at 80% probability and may last until the first quarter of next year.
 The El Niño phenomenon is characterized by the abnormal warming of sea surface temperatures in the central and eastern equatorial Pacific Ocean and below-normal rainfall.   Gatchalian mentioned reports from the Department of Education indicating that some schools are already implementing a blended mode of learning amid the hot weather.   In-person classes are already held during the cooler hours of the day, but students are supplemented by alternative learning delivery modes.   Under DepEd Order No. 37 Series of 2022, modular distance learning, performance tasks, projects, or make-up classes shall be implemented in the event of canceled or suspended classes to ensure that learning competencies and objectives are still met.   In March, Gatchalian said the country should revert to the old school calendar, where students’ vacations were set in the months of April and May.   The current school year opened on August 22, 2022, and will end on July 7, 2023. —VBL, GMA Integrated News
"
15,"130 flights, 20,000 passengers to be affected by May 17 airspace shutdown — MIAA","By TED CORDERO, GMA Integrated News",2023-05-03," Hundreds of flights and tens of thousands of passengers are expected to be affected by the scheduled six-hour shutdown of the Philippine airspace on May 17, the Manila International Airport Authority (MIAA) said Wednesday.
 “Based on our projection there will be around 130 flights that could be possibly affected,” MIAA officer-in-charge Senior Assistant General Manager Bryan Co said at a press briefing.
 “Based on the estimated passenger load, it will be around 20,000 passengers,” he said.
 On Tuesday, the MIAA announced the country’s airspace will be shut down on May 17 to give way for maintenance activities on the country’s air traffic management system to avoid a repeat of the New Year’s Day shutdown.
 The airspace shutdown will be from 12 midnight until 6 a.m. on May 17.
 “That's why the key here is advanced planning...,” the MIAA OIC said.
 He said the MIAA already spoke with aviation stakeholders earlier concerning the airspace shutdown.
 “We have around 40 airline operators here in Manila. Most of them attended via Zoom and the bigger carriers attended face to face, in our meeting at the MIAA office,” Co said.
 “The message here is, since this is a planned outage to improve our air traffic system, we need to do this in a timely manner. That's why we've planned this ahead of time. So even if it's still May 17 we already issued the NOTAM last week and the airlines are already working on how they can reschedule their flights so that they can close for sale those that are affected,” he said.
 “And for those passengers that have already booked, they can get their alternative travel options such as rebooking or get their new timing for their flight,” he added.
 The MIAA said around half of the estimated 130 flights to be affected by the airspace shutdown are international flights, “but majority will be domestic flights.”
 “I would say more than 50% would be domestic. And there will be a number of international flights because we do have international flights that leave at midnight especially going to Korea or the Middle East,” he said.
 In an advisory, the Civil Aviation Authority of the Philippines (CAAP) said corrective maintenance activity will be conducted at the Philippine Air Traffic Management Center (ATMC) on May 3 and May 17 to repair the Automatic Voltage Regulator (AVR), replace the UPS, and upgrade the ATMS A/B power supply.
 The ATMC facility houses the CNS/ATM system, which manages and supervises the air traffic activities within the Philippine Flight Information Region (FIR).
 On New Year’s Day, over 50,000 passengers were stranded due to the unexpected shutdown of the Philippine airspace caused by power outage because of several equipment malfunctions at the ATMC.—AOL, GMA Integrated News
"
16,Poe seeks Senate inquiry into Panay power situation amid supply interruptions,"By HANA BORDEY, GMA Integrated News",2023-05-03," Senator Grace Poe has filed a resolution directing the appropriate Senate committee to investigate the power situation on Panay Island and provide long-term solutions for power interruptions in the Visayan region.
 “These recurring power interruptions and massive blackouts have plagued Panay Island for several years now and severely impacted not only the daily lives of the people of Panay but also the economic activities in the region,” Poe wrote in proposed Senate Resolution 579 filed on May 2.
 “There is also a need to look into long-term solutions to these power interruptions and outages within the backdrop of the ‘thin’ supply of power in the Visayas grid,” she added.
 The lawmaker emphasized the urgent need to determine the root of the grid disturbances, implement remedial measures, determine who shall be held liable to “finally put an end to the blame-shifting” between the National Grid Corporation of the Philippines (NGCP) and the distribution utilities and to ascertain possible franchise violations.
 In her resolution, Poe cited the NGCP’s placing of the Visayas Grid—which includes Panay, Cebu, Negros, Leyte, Samar and Bohol—on red alert after detecting a grid disturbance, allegedly due to the tripping of the distribution utility (DU) line and causing power plants to disengage from the transmission system.
 The following day, the NGCP downgraded the level to yellow although the NGCP detected another grid disturbance, supposedly due to the tripping of a generation facility.
 While the NGCP reportedly addressed the initial disturbances and restored power supply, they detected yet another grid disturbance that resulted in the disengagement of multiple Panay power plants from the Visayas grid’s transmission system on April 29.
 This system disturbance led to the continuous power outages in some areas of Panay Island including the franchise areas of Aklan Electric Cooperative, Capix Electric Cooperative, Antique Electric Cooperative, MORE Power, Iloilo Electric Cooperative (ILECO) I, ILECO II and ILECO III.
 Poe also referred to President Ferdinand “Bongbong” Marcos Jr.'s instructing NGCP to fast-track its improvement works on transmission lines from Cebu to Negros and from Negros to Panay by finishing the third stage of the Cebu-Negros-Panay backbone project. This is expected to provide continuous transmission electricity in the region and inter-connectivity as well.
 The President also instructed the NGCP to hasten the signing of the Ancillary Service Procurement Agreement with the Energy Regulatory Commission.
 On Monday, Marcos said there would be no government takeover amid the frequent power outages in the Visayas region.
 The NGCP has said it is looking into what caused the power outages that affected provinces in Panay Island.
 The grid operator said it is “determining the root cause of these trippings to provide a universal solution to restore and stabilize the power supply chain.”
 Earlier, the NGCP already warned of possible power interruptions this summer season as the Energy Regulatory Commission had denied its request for monthly extensions on ancillary services agreements.
 'Kalokohan 'yan'
 During the Kapihan sa Manila Bay forum, Senate President Juan Miguel Zubiri told the Department of Energy and the NGCP to “get your acts together,” saying the power outage in Panay Island will not help the country in its development.
 “Get your acts together.  In this day and age, we are 2023, we are trying to be a developing country, we are trying to modernize our structure and infrastructure, we are trying to ask people to invest in the Philippines, and yet, in the middle of the Philippines, in Western Visayas, in Visayas Region there is rotational brownout up to this day,” he said.
 “Okay lang po ‘yong brownout na isang araw, magkaroon ng malfunction, magkakaproblema sa mekanismo, maiintidihan po namin ‘yan.  Pero rotational brownout? Araw-araw? Kalokohan po iyan. Hindi na po nararamdaman ‘yan ng isang developing country.  hindi po nangyayari ‘yan sa Thailand, hindi po nangyayari sa Vietnam ‘yan.   So, the DOE, I have not heard the voice of DOE yet,” he added.
 (A brownout one day due to a malfunction is OK, we can understand that. But rotational brownouts? Every day? That's ridiculous.)
 Although he acknowledged the daily update given to him by the NGCP, Zubiri said these reports are “mere excuses for what is happening.”
 “We need to find the bottom of this. Nung isang araw sawa, ngayon putol na kuryente, mamaya naman may system failure [The other day it was due to a snake, now a power interruption, and then a system failure], that's a poor excuse for running a facility. That is inefficiency,” he said.
 Zubiri then floated the possible government intervention through the DOE and the National Electrification Administration.
 “We have to make sure that government now steps in which is within the ambit of government's powers. They can step in to make sure there is efficient and effective deployment of energy resources to the region,” he said.
 “Kung nagtuturuan lang sila kawawa po ang mga taga Western Visayas at hindi lamang dahil pati na ang Mindanao at Luzon magkaka-problema kung wala po silang sistema na gagawin para I address ang problem sa Visayas,” the Senate president added. — BM, GMA Integrated News
"
17,Rep. Villanueva blasts DepEd for 'promoting' same-sex union in draft curriculum,By GMA Integrated News,2023-05-03," House Deputy Speaker Eddie Villanueva of CIBAC party-list has accused the Department of Education (DepEd) of promoting same-sex unions among the Filipino youth, which he said is ""anti-God"" and ""unconstitutional.""
 Villanueva issued the statement on Wednesday in reference to the draft Grade 10 curriculum for Araling Panlipunan, which provides for discussions on gender rights and the lesbian, gay, bisexual, transgender and queer (LGBTQ) community including:
 The same draft curriculum also provides discussions on discrimination in home, schools and work, gender-based hate crimes as well as same-sex union, privileges of same-sex-union, and the difference between same-sex union and same-sex marriage.
 ""We are shocked to discover that the promotion of gender ideology, same-sex union and same-sex marriage is slowly creeping under our nose into the very curriculum of our basic education,"" Villanueva, the leader of Jesus Is Lord movement, said.
 ""What is more worrying is the slant towards promoting and condoning such practices in the minds of our young students,"" he added.
 ""Not only is this anti-God, but also clearly unconstitutional.""
 Villanueva cited Section 13, Article 2 of the Constitution which provides that ""the State shall promote the moral and spiritual well-being of our youth.""
 ""I do not see that the introduction of these topics into our basic education curriculum is heading the right direction,"" he said.
 ""Though this is still a draft and, hopefully, will still undergo revisions, it is just very disturbing that there are proponents of gender ideology inside DepEd that inject this advocacy to the education of our youth,"" he added.
 Villanueva called on ""all stakeholders to be more vigilant on this issue because this a primordial concern that will shape the moral fiber of our youth.""
 ""We plan to have an inquiry or investigation on this matter,"" he said.
 DepEd spokesperson Michael Poa, in response, said that such topics are not new to the basic education curriculum for the right reasons.
 ""The topic on same-sex unions has been in the curriculum since 2013. It seeks to provide learners with a broader understanding of gender-based issues, encourage respect within the community, and promote inclusivity,"" Poa told GMA News Online.
 ""Nonetheless, the Department will consolidate and consider all the comments received, as we move to finalize the K-10 curriculum guide,"" he added. —Llanesca T. Panti/KBK/ VAL, GMA Integrated News
  
"
18,US stands with PH vs. Chinese 'intimidation' in South China Sea —US State Dep't official,"By KAREN LEMA, Reuters",2023-05-03," The United States stands with treaty ally the Philippines in the face of harassment by China's coast guard in the South China Sea and remains deeply concerned about ""intimidation"" by Beijing, a senior US official said on Tuesday.
 A visit to the United States this week by Philippine President Ferdinand Marcos Jr highlights the strength and endurance of the alliance between the two countries, US Assistant Secretary of State for East Asian and Pacific Affairs Daniel J. Kritenbrink said. 
 The Philippines on Friday accused China's coast guard of ""dangerous maneuvers"" and ""aggressive tactics"" in the South China Sea, in another maritime confrontation between the two countries. China said the Philippines vessels made ""deliberate provocative moves"".
 ""We remain deeply concerned by (China's) continued intimidation and harassment of Philippine vessels as they continue to undertake really routine patrols within the Philippine exclusive economic zone,"" he said in a teleconference from the United States.
 ""Such actions and behavior on the part of Beijing are truly unacceptable.""
 Kritenbrink also said the United States and its partners recognized the importance of maintaining peace across the Taiwan Strait.
 The Philippines and United States on Monday reaffirmed their decades-old security alliance in a trip that marks a dramatic turnaround in their relations, as both countries seek ways to push back China's assertiveness near Taiwan and in the South China Sea.
 US President Joe Biden told Marcos on Monday said the US commitment to defending its treaty ally was ""ironclad"". Marcos said the region had ""arguably the most complicated geopolitical situation in the world right now.""
 Under Rodrigo Duterte, Marcos' anti-US predecessor, relations soured as he sought to court China while openly rebuking Washington.
 Kritenbrink said he was ""exceptionally confident"" about bilateral ties. —Reuters
"
19,SC suspends lawyer for two years for sexual harassment at work,By GMA Integrated News,2023-05-03," The Supreme Court (SC) suspended a lawyer for two years for committing sexual advances on a colleague at the workplace.
 The high court imposed a two-year suspension from the practice of law on a senior partner in a law firm after a junior associate lawyer filed an administrative case.
 The SC said the respondent was charged with committing “sexually-laced acts ranging from dirty jokes, innuendos, inappropriate personal intimate questions about her romantic relationships, and sharing about his extramarital sexual acts/conquests, to actual sexual advances.”
 It added that the respondent also went confessing that he would have fallen for the complainant had they been within the same age range.
 “Sexual harassment in the workplace is not about a man taking advantage of a woman by reason of sexual desire—it is about power being exercised by a superior officer over his women subordinates,” the SC said.
 “The essence of sexual harassment is not the violation of the victim’s sexuality but rather the abuse of power and authority by the offender manifested through sexually charged conduct or one filled with sexual undertones,” it added.
 The high court said the respondent’s behavior led to “emotional toll” on the complainant who had to seek psychotherapy treatment as a result of his acts.
 Despite the respondent apologizing to the complainant, the SC said it cannot overshadow the gravity of his improper acts in light of his “indifferent and impervious attitude” to the complainant’s feelings.
 “Accordingly, taking into consideration the nature or character of respondent’s complained acts, the frequency of occurrence of the said acts throughout the two-year period he worked with complainant, the degree of his moral influence or ascendancy, and the effect of his acts on her,” the SC said.
 “The Court deemed it proper to impose upon respondent the penalty of suspension from the practice of law for a period of two years,” it added. —Richa Noriega/KG, GMA Integrated News
"
20,DBM: Marcos admin allots P2.39B for nat’l greening program,"By TED CORDERO, GMA Integrated News",2023-05-03," The Department of Budget and Management (DBM) on Wednesday said the Marcos administration has allocated P2.39 billion for the National Greening Program under the 2023 General Appropriation Act (GAA).
 “As mandated by President Ferdinand R. Marcos Jr., we will remain committed to attaining inclusive and sustainable transformation toward a greener economy. But we cannot achieve this goal if we neglect our environment,” Budget Secretary Amenah Pangandaman said in a statement.
 “That’s why, in crafting our national budget, we also put a premium on environmental expenditures. Kaya naman po ngayong taon, mas tinaasan pa natin ang budget para sa climate change programs and activities,” Pangandaman said.
 The National Greening Program is a project under the Department of Environment and Natural Resources (DENR).
 It is a massive forest rehabilitation initiative in pursuit of sustainable development for poverty alleviation, food security, biodiversity conservation, environmental stability, and climate change adaptation and mitigation.
 The program covers a land area of 13,565 hectares; 7,249,642 seedlings to be planted; and 158,843 hectares to be maintained.
 “Kita naman po natin ngayon pa lamang, ramdam nating lahat ang epekto ng climate change, lalo na ang pagpasok ng El Niño. Kaya paulit-ulit din pong panawagan ng DBM sa bawat ahensya na maglaan sa kanilang budget proposal ng mga provision para sa pagtugon sa climate change,” Pangandaman added.
 (We are already seeing the effects of climate change, especially with the upcoming onset of El Niño. This is why the DBM is repeatedly calling all agencies to include in their budget proposals provisions for mitigating climate change.)
 The Marcos administration has allotted P464.5 billion for 2023 to address climate change, according to the DBM chief.
 The allocation is higher by 60.1% compared to the P289.7 billion allocation in 2022. —VAL, GMA Integrated News
"
21,NAIA’s new electrical system won’t necessarily cost P1 billion —Recto,"By LLANESCA T. PANTI, GMA Integrated News",2023-05-03," The Ninoy Aquino International Airport (NAIA)’s request for a new electrical system is an urgent matter, but the amount won’t necessarily reach P1 billion, House Deputy Speaker Ralph Recto of Batangas said Wednesday.
 Recto issued the statement after power outage hit the country’s main airport again on Labor Day, delaying hundreds of flights in the process. 
 Such outage happened just four months after NAIA’s Communications, Navigation and Surveillance Systems for Air Traffic Management (CNS/ATM)  malfunctioned on New Year’s Day, an incident that caused at least 282 flights to be delayed, canceled or diverted. 
 ”Even if this light bulb moment had come too late, after the airport had been hit with electrical crashes, it should be treated as an urgent request. Every time NAIA is hit with a blackout, the nation gets a blackeye. So if the promised power system audit would validate that request, then government should buy it, but not necessarily in the amount floated,” Recto said in a statement.
 “Panic buying is the number one procurement sin,” he added.
 Recto then cited that NAIA is not cash-strapped since it is a corporate profit center for the government with gross revenues of the Manila International Airport Authority (MIAA), which runs NAIA, reaching P15.2 billion in 2019.
 “From this amount, it remits P1.8 billion to the Treasury as national government’s share of profits, on top of P2.2 billion na tax payments. Despite these, its net income is still at P5 billion, because MIAA also generates revenues outside airport operations,” he said.
 Recto said the Tourism Infrastructure and Enterprise Zone Authority (TIEZA’s) travel tax collection alone reached P7.2 billion in 2019.
 Further, the senator said having additional immigration counters should not be a problem for the Bureau of Immigration, which reported a gross income of P10.5 billion in 2019  and net income of P10.5 billion turned over to the Treasury.
 “In finding the culprit, poverty should be the last suspect,” Recto pointed out.
 Even the Office for Transportation Security, generated P1.1 billion billion in a year out of the Airport Security Fee included in the airline ticket, he added.
 “DOTr said NAIA should have an electrical system audit. If that is the case, why not do a complete checkup to address the problem? Whatever work [that has] to be done should be submitted as one package, so the remedies will not be several Band Aid of cures, but a wellness package,” Recto said.
 “MIAA is a corporation, so they don’t need Congress to authorize such [additional] appropriation,” he added. —KG, GMA Integrated News
"
22,Blue Ribbon probe on ‘long delayed’ release of national IDs sought,"By HANA BORDEY, GMA Integrated News",2023-05-03," Senate Minority Leader Aquilino “Koko” Pimentel III is seeking a Senate blue ribbon committee investigation into the “long delayed” issuance of the national identification cards.
 In filing proposed Senate Resolution 585, Pimentel seeks to identify accountability for malfeasance, misfeasance, or nonfeasance, if any, on the part of the leadership in the Philippine Statistics Authority, the Bangko Sentral ng Pilipinas, and other agencies involved in the issuance of the national IDs.
 “Given the unreasonably prolonged delivery, questionable usefulness, and substandard quality of national IDs, there is already cause to believe that there is malfeasance, misfeasance, or nonfeasance on the part of the leadership in the PSA, the BSP, and other relevant agencies in fulfilling its mandate under Republic Act 11055,” he said in the resolution.
 He added PSA, which manages the Philippine Identification System (PhilSys) database, has a memorandum of agreement with the BSP to produce and deliver 116 million pre-personalized IDs from 2021 to 2023.
 But Pimentel cited a Commission on Audit report which showed that the BSP delivered only 27,356,750 pre-personalized cards or 76% of the 36 million required number of IDs for 2021.
 “People who registered for the national ID will have to wait around four months before receiving their PhilSys number,” he said.
 “Apart from the delay in meeting the quota for the number of ID cards to be accomplished, there have been complaints about inaccuracy of personal information and blurry images on the cards. In some cases, the IDs are no longer readable after about three months,” he added.
 Further, the lawmaker said even the usefulness of the ID is in question, as some financial institutions refused to recognize the national ID because it lacks the holder’s signature.
 In a separate statement, Pimentel said the government should take swift action to address the issue and provide a clear timeline for when Filipinos can receive their national IDs.
 “It is crucial that the government takes immediate steps to resolve the issue and ensure that all citizens have access to their national ID,” he said.
 GMA News Online sought the comment of PSA National Statistician Dennis Mapa but he has yet to respond as of posting time.—AOL, GMA Integrated News
"
23,Abalos orders LGUs to prepare for possible El Niño effects,"By JOVILAND RITA, GMA Integrated News",2023-05-03," Department of the Interior and Local Government (DILG) Secretary Benhur Abalos on Wednesday ordered mayors to prepare for and mitigate the possible effects of El Niño in their areas.
 This comes a day after state weather bureau PAGASA issued an El Niño alert after forecasts showed that the phenomenon may emerge in the next three months at 80% probability and may last until the first quarter of next year.
 According to DILG, local government units (LGUs) should consider the following mitigation efforts:
 Abalos said these measures can ease the effects of El Niño on agriculture, water resources, marine resources, human health, and the environment.
 “Conserving water is one of the key actions needed to be taken to mitigate effects of El Niño and as public servants, we must set an example. These precautionary steps, albeit small, can make a big difference that can affect our communities,” explained the DILG chief.
 Abalos also asked mayors to work with the regional offices of the Department of Agriculture for cloud seeding, irrigation, water-saving technology, use of drought-resistant and early-maturing seed varieties, cropping calendar changes.
 The DILG, meanwhile, advised the Bureau of Fire Protection to avoid unnecessarily drawing water from fire hydrants and limit it only for purposes of putting out fires.
 The El Niño phenomenon is characterized by the abnormal warming of sea surface temperatures in the central and eastern equatorial Pacific Ocean and below-normal rainfall.
 “Recent conditions and model forecasts indicate that El Niño may emerge in the coming season (June-July-August) at 80% probability and may persist until the first quarter of 2024. With this development, the PAGASA El Niño Southern Oscillation (ENSO) Alert and Warning System is now raised to EL NIÑO ALERT,” PAGASA said in a statement.
 “When conditions are favorable for the development of El Niño within the next two months at a probability of 70% or more, an El Niño ALERT is issued,” the state weather bureau explained.
 DA measures on El Niño
 Meanwhile, the Department of Agriculture (DA) said they are looking into adjusting the planting calendar, or the crops they will grow for the long dry months.
 ""Baka po maga-adjust tayo ng calendar o kaya maga-adjust tayo ng crop na itatanim o kaya paiignitingin and water management,"" said DA Director for Field Operation Services Director U-Nichols Manalo.
 (Maybe we’ll adjust the calendar, the crops that we will plant, or the water management system.)
 The Federation of Free Farmers Cooperative (FFFC) said the administration should also discuss its rice importation measures ahead of the start of the El Niño phenomenon. 
 ""Assuming umangkat sila humaba naman ang lean months, kakasya ba inaangkat nila at available supply para itawid tayo sa next harvest season?"" FFFC National Manager Raul Montemayor said. 
 (Assuming they will import rice and the lean months continue, will that amount last us until the next harvest season?)  —with Sundy Locus/ VAL, GMA Integrated News
  
"
24,SRA open to possible probe on high sugar prices,"By GISELLE OMBAY, GMA Integrated News",2023-05-03," The Sugar Regulatory Administration (SRA) is open to any investigation that may be conducted in connection with the high cost of sugar in some areas, acting Administrator Pablo Luis Azcona said Wednesday.
 Interviewed on Unang Balita, Azcona explained that sugar prices go as high as P136/kilo in select stores as retailers were the ones who dictated the price. He said there are other brands of sugar sold at lower prices.
 “Yes po. Actually, ‘yung price watch and monitoring of the SRP (suggested retail price) ay hindi na sa SRA ‘yun. Ibang agencies ‘yun sa gobyerno,” he said when asked if the SRA is amenable to any investigation on high sugar prices.
 (Yes. Actually, the SRA has no control over the price watch and monitoring of the SRP. That is the job of other government agencies.)
 “What we strive to do is to maintain the balance between the supply and our demand to protect the consumers na hindi bigyan ng rason ang negosyante na itaas na ang price dahil sapat ang suplay [by not giving traders reason to raise the price because the supply is sufficient],” he added.
 “At the same time, very important, is to protect our farmers na ‘yung farmgate price na P60 ma-maintain din [that the farmgate price of P60 is maintained].”
 Azcona said that the country’s stock of refined sugar — both local and imported — is 132% better than last year. This, he said, accumulated to around 385,000 metric tons.
 As for raw sugar, the stock improved to 476,000 metric tons — about 18% to 19% better than a year before.
 Senator Risa Hontiveros on Wednesday questioned the rise of sugar retail prices to P136/kilo, saying the commodity could be sold at only P86 to P90/kilo.
 “Bakit tumaas ang presyo sa halip na bumaba? Bakit may patong na P40 hanggang P60 na di maipaliwanag? Iyan ay resulta na patuloy na pag-corner ng tatlong importer sa suplay ng asukal sa bansa,” she said.
 (Why are the sugar prices going up instead of down? Why is there an addition of P40 to P60 that cannot be explained? That is the result of the three importers continuing to control the country's sugar supply.)
 The lawmaker said retail price control is not the solution to the problem but dismantling the ""cartel"" that controls sugar supply.
 “Baka sa halip na price control sa retail ay price monitoring at control sa wholesale ang dapat pagtuunan ng pansin ng pamahalaan, dahil sa wholesale price nakapagdi-dikta ang makapangyarihang kartel,” Hontiveros added.
 (Instead of price control in retail, maybe the government should focus on price monitoring and control in wholesale, because the cartels could control the wholesale price.)  —KBK, GMA Integrated News
"
