,Statement,Link,Date
34,"PSA, DTI partner up for PhilSys registration of delivery riders",https://www.sunstar.com.ph/article/1959742/manila/local-news/psa-dti-partner-up-for-philsys-registration-of-delivery-riders,"April 27, 2023"
35,Construction of North-South Railway Project now in full swing,https://www.sunstar.com.ph/article/1959738/manila/local-news/construction-of-north-south-railway-project-now-in-full-swing,"April 27, 2023"
36,Philippines Covid-19 positivity rate rises to 12.9 percent,https://www.sunstar.com.ph/article/1959725/manila/local-news/philippines-covid-19-positivity-rate-rises-to-129-percent,"April 27, 2023"
37,Group wants NSTP stopped due to extreme heat,https://www.sunstar.com.ph/article/1959723/manila/local-news/group-wants-nstp-stopped-due-to-extreme-heat,"April 27, 2023"
38,Chinese cargo vessel runs aground in Samar,https://www.sunstar.com.ph/article/1959719/manila/local-news/chinese-cargo-vessel-runs-aground-in-samar,"April 27, 2023"
39,More than 350 Filipinos evacuated from Sudan,https://www.sunstar.com.ph/article/1959717/manila/local-news/more-than-350-filipinos-evacuated-from-sudan,"April 27, 2023"
40,Marcos witnesses live-fire exercise in Balikatan event,https://www.sunstar.com.ph/article/1959628/manila/local-news/marcos-witnesses-live-fire-exercise-in-balikatan-event,"April 26, 2023"
41,PH’s first Arcturus case tagged as recovered,https://www.sunstar.com.ph/article/1959627/manila/local-news/phs-first-arcturus-case-tagged-as-recovered,"April 26, 2023"
42,NTC: 90-day extension for SIM registration ‘final’,https://www.sunstar.com.ph/article/1959621/manila/local-news/ntc-90-day-extension-for-sim-registration-final,"April 26, 2023"
43,DICT to ‘gradually’ remove services of unregistered SIMs,https://www.sunstar.com.ph/article/1959618/manila/local-news/dict-to-gradually-remove-services-of-unregistered-sims,"April 26, 2023"
44,New PNP chief confident there are more good than bad cops,https://www.sunstar.com.ph/article/1959549/manila/local-news/new-pnp-chief-confident-there-are-more-good-than-bad-cops,"April 25, 2023"
45,SC denies petition seeking to declare SIM registration law unconstitutional,https://www.sunstar.com.ph/article/1959548/manila/local-news/sc-denies-petition-seeking-to-declare-sim-registration-law-unconstitutional,"April 25, 2023"
46,36 senior PNP officers to undergo another round of probe over possible drug links,https://www.sunstar.com.ph/article/1959529/manila/local-news/36-senior-pnp-officers-to-undergo-another-round-of-probe-over-possible-drug-links,"April 25, 2023"
47,SIM registration extended for 90 days,https://www.sunstar.com.ph/article/1959522/manila/local-news/sim-registration-extended-for-90-days,"April 25, 2023"
48,PAF training aircraft crashes in Batangas,https://www.sunstar.com.ph/article/1959519/manila/local-news/paf-training-aircraft-crashes-in-batangas,"April 25, 2023"
49,DOJ to designate 3 to 5 suspects in Degamo’s murder as terrorists,https://www.sunstar.com.ph/article/1959424/manila/local-news/doj-to-designate-3-to-5-suspects-in-degamos-murder-as-terrorists,"April 24, 2023"
50,Marcos: Gov’t studying proposals to bring back vacation of students to summer,https://www.sunstar.com.ph/article/1959411/manila/local-news/marcos-govt-studying-proposals-to-bring-back-vacation-of-students-to-summer,"April 24, 2023"
51,Evacuation of Filipinos from Sudan ongoing,https://www.sunstar.com.ph/article/1959406/manila/local-news/evacuation-of-filipinos-from-sudan-ongoing,"April 24, 2023"
52,"Marcos raises need to ‘evolve’ MDT, VFA with US",https://www.sunstar.com.ph/article/1959402/manila/local-news/marcos-raises-need-to-evolve-mdt-vfa-with-us,"April 24, 2023"
53,Fuel price rollback for Tuesday,https://www.sunstar.com.ph/article/1959387/manila/local-news/fuel-price-rollback-for-tuesday,"April 24, 2023"
54,IATF reiterates alert status in 26 areas,https://www.sunstar.com.ph/article/1959385/manila/local-news/iatf-reiterates-alert-status-in-26-areas,"April 24, 2023"
55,Acorda is new chief PNP,https://www.sunstar.com.ph/article/1959384/manila/local-news/acorda-is-new-chief-pnp,"April 24, 2023"
56,PNP's top official set to retire,https://www.sunstar.com.ph/article/1959326/manila/local-news/pnps-top-official-set-to-retire,"April 23, 2023"
57,DepEd reminds schools of rules for suspending in-person classes due to hot weather,https://www.sunstar.com.ph/article/1959325/manila/local-news/deped-reminds-schools-of-rules-for-suspending-in-person-classes-due-to-hot-weather,"April 23, 2023"
58,Marcos: Government preparing to ensure safe evacuation of Filipinos in Sudan,https://www.sunstar.com.ph/article/1959323/manila/local-news/marcos-government-preparing-to-ensure-safe-evacuation-of-filipinos-in-sudan,"April 23, 2023"
59,Magalong: Evaluation of police officials to have significant impact on PNP cleansing,https://www.sunstar.com.ph/article/1959322/manila/local-news/magalong-evaluation-of-police-officials-to-have-significant-impact-on-pnp-cleansing,"April 23, 2023"
