Text,Annotate,Outlet,Date
"It has a support  of the Presidential Communications Office, Department of Trade and Industry, National Water Resources Board and Armed Forces of the Philippines.",,pna,2023-05-04
"On Wednesday, various government agencies met to discuss updates and the ways forward in preparation for El Niño.",,pna,2023-05-04
"“Let’s work together to make sure that we will be able  with the President’s (Ferdinand R. Marcos Jr.) guidance and do what is expected from us in the first place,” OCD deputy administrator Assistant Secretary Bernardo Rafaelito Alejandro IV said in a statement.",,pna,2023-05-04
The El Niño Watch was in effect from March 23 to May 1 before PAGASA raised the monitoring status to El Niño Alert.,,pna,2023-05-04
"“PAGASA has been continuously monitoring the developing El Niño conditions in the tropical Pacific. Recent conditions and model forecasts indicate that El Niño may emerge in  season (June-July-August) at 80 percent probability and may persist until the first quarter of 2024. With this development, the PAGASA El Niño Southern Oscillation (ENSO) Alert and Warning System is now raised to El Niño Alert,” the state weather bureau said in its advisory.",,pna,2023-05-04
"El Niño increases the likelihood of below normal rainfall conditions which could bring negative impacts such as dry spells and droughts in some areas of the country, PAGASA added. ",,pna,2023-05-04
"4Ps beneficiaries in Mimaropa, C. Visayas among new engineers",,pna,2023-05-03
MANILA – The Department of Social Welfare and Development (DSWD) on Wednesday announced that beneficiaries of Pantawid Pamilyang Pilipino Program (4Ps) in Mimaropa and Central Visayas were among the successful board passers of the 2023 Civil Engineers Licensure Examinations.,,pna,2023-05-03
"Engr. Jiazel C. Mabunga, a 23-year-old daughter of a carpenter from Romblon, was a former 4Ps monitored child and had to live away from her family while studying in Manila.",,pna,2023-05-03
"Due to poverty and limited resources of the Mabunga family, Jiazel and her four siblings cannot attend school at the same time.",,pna,2023-05-03
"“Noong wala pa kami sa 4Ps, hindi talaga kaya na mapagsabay kaming magkakapatid sa pag-aaral. Kaya’t mayroong nagpaubaya at nagsakripisyo na huminto sa pag-aaral” (When our household was not yet a beneficiary of 4Ps, it wasn't really possible for me and my siblings to study at the same time. Someone had to stop and sacrifice),” Jiazel narrated.",,pna,2023-05-03
"Through the financial assistance from 4Ps and the small earnings of her father and her mother who worked as a house helper, Jiazel was able to finish her studies at the Polytechnic University of the Philippines.",,pna,2023-05-03
"Upon learning that she passed the licensure examinations for civil engineers, the  Jiazel and her family for their contribution to the realization of one of the program’s goals of improving the lives of poor Filipinos through education.",,pna,2023-05-03
"“Kaya’t maraming salamat sa Pantawid Pamilyang Pilipino Program ng DSWD sa patuloy na pagtulong sa mga nangangailangan lalo na sa mga kabataang naghahangad na makapagtapos sa pag-aaral. Nawa po ay lumawak pa ang inyong programa upang marami pa ang matulungan (Thank you to the Pantawid Pamilyang Pilipino Program of the DSWD for continuously helping those in need, especially young people who aspire to get education. May your program continue to expand so that more people can benefit from it), Jiazel said in response to the DSWD’s congratulatory note.",,pna,2023-05-03
Jiazel advised 4Ps recipients to properly use the financial assistance from the government and to study hard to achieve their dreams.,,pna,2023-05-03
The DSWD Field Office (FO) in Central Visayas also named the 4Ps beneficiaries who have successfully passed the licensure examinations.,,pna,2023-05-03
"They are Engrs. Dannice Clue P. Quijano and Kimberly N. Salpocial from Bohol, and Kenneth M. Regodo from Lapu-Lapu City, who were active 4Ps recipients.",,pna,2023-05-03
"Engr. Vianne Kaye H. Rodriguez, a former 4Ps beneficiary from Negros Oriental, also passed the examination.",,pna,2023-05-03
"4Ps is a flagship program of the national government on poverty reduction that provides conditional cash grants to the poorest of the poor to improve the health, nutrition, and education of children.",,pna,2023-05-03
"To qualify for the program, identified poor and near-poor households or families must be willing  with the conditions and meet the following criteria: with 0-18 years old family member/s; and/or with a pregnant family member at the time of registration.",,pna,2023-05-03
"As of December 2022, the 4Ps program covers a total of 3,798,151 active household-beneficiaries across 41,676 barangays in the entire country.",,pna,2023-05-03
"Meanwhile, the DSWD announced the opening of slots for the Government Internship Program (GIP), saying acceptance of applications will start from May 9 to 12 this year.",,pna,2023-05-03
"GIP is one of  of the Kabataan 2000 program of the Philippine government, aiming to provide an opportunity for in-school youth to have hands-on experience of working in different government agencies.",,pna,2023-05-03
"A total of 75 slots will be available for each field office while 35 slots will be  at the DSWD Central Office in Batasan, Quezon City.",,pna,2023-05-03
"The GIP application is open to college students aged 19 to 25 years old, preferably in their 3rd or 4th year.",,pna,2023-05-03
"To qualify for the program, the monthly family  of the applicants must not be more than the current poverty threshold of PHP12,082. They are also required to present their Covid-19 vaccination cards.",,pna,2023-05-03
Qualified GIP participants will render 30 working days of service and will receive a stipend of 75 percent of the existing regional wage rate.,,pna,2023-05-03
"For information on the registration process at the Central Office in Barangay Batasan Hills, Quezon City, interested participants may check the official social media page of the DSWD.",,pna,2023-05-03
"Those who are interested to apply in any DSWD field offices, they may coordinate with their concerned local government units.",,pna,2023-05-03
"Through this program, participants would be able to gain valuable experience in public service which would be useful when they join the Philippine workforce in the future.",,pna,2023-05-03
More AICS satellite office,,pna,2023-05-03
"The DSWD also announced that its Assistance in Crisis Situation (AICS) satellite office processing center at the Starmall Government Center in San Jose Del Monte (SJDM) City, Bulacan has officially started its operation on Wednesday.",,pna,2023-05-03
Residents of SJDM City and other nearby towns in Bulacan need not travel to the Central Office of the DSWD in Quezon City to avail of the services under the AICS.,,pna,2023-05-03
"AICS serves as a social safety net or a stop-gap mechanism meant to support the recovery of individuals and families from unexpected crises such as illness or death of a family member, natural and man-made disasters and other crisis situations.",,pna,2023-05-03
"AICS Clients may avail of medical, hospitalization, transportation and burial assistance, among others.",,pna,2023-05-03
The establishment of the satellite office was a joint undertaking of the DSWD and the city government of SJDM sealed through the signing of a memorandum of agreement that coincided with the opening ceremony.,,pna,2023-05-03
"DSWD Secretary Rex Gatchalian, joined by SJDM City Mayor Arthur Robes and assisted by DSWD Field Office III Director Jonathan Dirain, led the opening ceremony of the satellite center.",,pna,2023-05-03
Robes thanked the DSWD for providing clients from the city and nearby areas with easier access in seeking assistance.,,pna,2023-05-03
"“Secretary, I will assure you na hindi mahihirapan ang inyong Departamento dito, lahat ng pwede naming maging support sa DSWD, susuportahan ng city government (I will assure you that DSWD will get all the support from the city government),” Robes said.",,pna,2023-05-03
Gatchalian said the DSWD equally supports the city government’s goal of assisting its constituents and of bringing the department closer to the people.,,pna,2023-05-03
"“Alam namin na paghihingi kayo ng tulong sa DSWD, lumuluwas pa kayo papunta sa Central Office sa Batasan, magastos, malayo kaya naisip namin ni Mayor Art na ang pinakamadali ay maglagay na tayo dito sa San Jose (We know that you had  to Central Office in Batasan when you need to request for assistance. It is far and costly, that is why, Mayor Art and I thought that putting up a satellite office in San Jose is the best remedy),” Gatchalian said.",,pna,2023-05-03
He thanked Robes for the city government’s assistance in providing supplies to the satellite office and the Starmall management for giving free space for the satellite office.,,pna,2023-05-03
"On April 27, the DSWD also opened satellite offices in Monumento for  from the Camanava areas, and in Baclaran, Parañaque for residents of southern Metro Manila. ",,pna,2023-05-03
Romualdez lauds significant investment gains in PBBM’s US visit,,pna,2023-05-03
MANILA – Speaker Ferdinand Martin G. Romualdez on Tuesday (US time) said the hard work of President Ferdinand R. Marcos Jr. during his official visit to the United States has paid off with investments that would boost the Philippine economy and create jobs for thousands of Filipinos.,,pna,2023-05-03
"“It is heartening to note that the President’s mission to the US has scored significant gains that would not only spur further economic growth but more importantly, result in direct benefits for thousands of Filipino workers in terms of job created,” Romualdez said in a statement.",,pna,2023-05-03
"“The Philippines has a lot to offer foreign investors, including a young and growing workforce, a strategic location, and a favorable business environment. I am confident that President Marcos Jr. will continue to attract more foreign investment to our country, which will help us achieve our goal of inclusive growth,” he added.",,pna,2023-05-03
"Marcos and his delegation, which includes Romualdez, held a series of engagements in Washington, D.C. with various leading US firms on the third day of his official visit to the US.",,pna,2023-05-03
"In one of these meetings, Carnival Corp. president and CEO John Padget told Marcos that his group  is set to hire some 75,000 Filipino seafarers in the next three to four years.",,pna,2023-05-03
"Padget, who also represents Carnival Cruise Line, Holland American Airlines and Seaborn, praised Filipino workers for their hospitality  in the global workforce.",,pna,2023-05-03
"Marcos also met with officials of business process outsourcing (BPO) firm Atento, which has decided to set up its first call center in the Philippines at the Iloilo Business Park in Mandurriao district of Iloilo City.",,pna,2023-05-03
The President thanked Atento President Fili Ledezma Soto and Chief Delivery Officer Josh Ashby and assured them that they made the right decision as “Filipinos speak and write the best English.”,,pna,2023-05-03
"For its first year of operation in the Philippines, Atento is projected to provide employment opportunities for around 554 workers and 665 workers in the second year, bringing in a significant investment of PHP21.4 million.",,pna,2023-05-03
"Marcos and his delegation also met with American healthcare services provider Optum. The firm is set to invest some PHP800 million in medical business process outsourcing (BPO) in the Philippines which would provide around 1,500 jobs.",,pna,2023-05-03
"John Prince, president and COO of Optum, said   to the Philippines and lauded the ""strategic partnership that we have for a very long time.""",,pna,2023-05-03
"In a separate engagement, officials of the pharmaceutical and  Moderna had told Marcos of their move to set up a vaccine-making facility in the country during a meeting with Philippine officials at the Blair House in Washington.",,pna,2023-05-03
"During the meeting, Moderna Chief Commercial Officer Arpa Garay and Senior Vice President and General Manager Patrick Bergstedt said they are set to establish a “Shared Service Facility for Pharmacovigilance” to provide more employment opportunities to health professionals in the country.",,pna,2023-05-03
Bergstedt said other countries had offered shared services with Moderna but they have chosen the Philippines as the “perfect location” for their third shared service facility in the world.,,pna,2023-05-03
"Moderna was among the  that pioneered the production of Covid-19 vaccines, which were distributed to the Philippines at the height of the pandemic.",,pna,2023-05-03
"“I am confident that these initial fruits of the President’s labor during his official visit to the US will boost investor confidence in the Philippines, giving us reason to expect additional investments and more jobs for our people,” Romualdez said.",,pna,2023-05-03
House’s unwavering support,,pna,2023-05-03
"Romualdez assured the  in Washington, D.C. of the unwavering support of the House of Representatives to Marcos and his vision for a brighter future for all Filipinos.",,pna,2023-05-03
"“The House of Representatives will continue working hand-in-hand with President Marcos to advance his legislative, policies, and initiatives geared towards job creation, improved business climate, and a better life for all Filipinos,” Romualdez said during a meeting with the  at the Ritz-Carlton Hotel following Marcos’ bilateral meeting with US President Joe Biden.",,pna,2023-05-03
"“This is our way of thanking all our overseas Filipino workers for their invaluable contributions to the economic growth of our country and for showcasing to the world the solid work ethic, talent, and the good nature of all Filipinos,” he added.",,pna,2023-05-03
"Marcos has also expressed his gratitude to Filipino overseas workers for their remittances, which helped keep the Philippine economy afloat, particularly during the coronavirus pandemic.",,pna,2023-05-03
Romualdez told the  that the House is ready to pass necessary legislations that would facilitate the entry of trade and investments from the US generated by the official visit of Marcos and to ensure these would all redound to the benefit of the Filipino people.,,pna,2023-05-03
"This after the positive  of the meeting between Marcos and Biden, with the latter announcing that he will send a presidential trade and investment mission to the Philippines.",,pna,2023-05-03
"“We have already manifested our  to support the prosperity agenda of President Marcos by passing the necessary measures to help establish the Philippines as an ideal destination for foreign investments. We will continue to do so,” Romualdez said. ",,pna,2023-05-03
US visit to strengthen alliance amid 'turbulent times’ - Marcos,,pna,2023-05-02
"MANILA – President Ferdinand R. Marcos Jr. on Tuesday said his visit to Washington, D.C. was vital to strengthen the alliance between the Philippines and the United States, especially during ""turbulent times.""",,pna,2023-05-02
"In his speech during the dinner hosted by the Philippine Embassy at the Blair House, Marcos said that the way forward to navigate the ""almost chaotic"" international scene -- defined by the ongoing conflict in Ukraine and the scourge of the Covid-19 pandemic -- is for the Philippines to have ""strong partners"" or ""strong allies"".",,pna,2023-05-02
"“Since things are so volatile the stability  from those alliances, those partnerships. And it is a strange thing  from that situation where you have very polarized worldview,  from that situation where now we have to look into very different directions all the time,"" Marcos said.",,pna,2023-05-02
"He also pointed out that despite their turbulent history, the relations between the US and the Philippines have endured.",,pna,2023-05-02
"“But similarly, to our ambassadors' friendships, like two friendships, you go to turbulent times when there are misunderstandings, when there are difficulties, when other forces prevail upon both sides of the partnership,” Marcos said.",,pna,2023-05-02
"“But between the Philippines and the United States, we have prevailed through all that like a true friendship. And the reason for that I believe is that we truly  to an understanding as to how we believe certain values and what is important, and our role in the world and that has never really been diminished,” he added.",,pna,2023-05-02
Marcos said the trade relations and partnership between the Philippines and the US must be “continually revisited” so that both parties would mutually benefit from these initiatives.,,pna,2023-05-02
"""It still continually revisited so as we can make the most of our friendship and our partnership. And so that is the world as I see it today and the reasons that  That is why I am very grateful for the invitation of President (Joe) Biden  to Washington, D.C. and gain the opportunity to meet the leaders of the government,” Marcos said.",,pna,2023-05-02
He said the mutual defense treaty between the US and the Philippines should evolve to adapt to changing environments.,,pna,2023-05-02
"""It should evolve because the situation that we are surrounded with changes and we must evolve with that. Therefore, it is extremely important that we have these interactions, it's extremely important that we are constant  It is extremely important that we understand what it is we are trying to achieve,” he said.",,pna,2023-05-02
Filipino Americans vital to America's fabric,,pna,2023-05-02
"US Secretary of State Antony Blinken, for his part, highlighted the vital role of Filipinos and Filipino Americans in shaping America's social fabric.",,pna,2023-05-02
"“Filipinos and Filipino-Americans are a fundamental part of the fabric of the United States,"" Blinken said in the presence of key US cabinet secretaries.",,pna,2023-05-02
"Blinken also noted that the Philippines and the US have forged a bond 70 years ago based on arbitral defense and security, adding that both countries have reaffirmed their desire to maintain peace and order in the Pacific region.",,pna,2023-05-02
"“And just last year, thanks to the leadership of President Biden and President Marcos, we have significantly strengthened our alliance. We’ve launched new initiatives together to create economic opportunities for Americans and Filipinos alike. Because last year, trade between our countries was worth more than USD25 billion, a new record, and today President Biden announced that he will send the first ever presidential trade and investment mission to the Philippines,” Blinken said.",,pna,2023-05-02
The US official also pointed out that the two countries have laid out plans to initiate new clean energy projects that will only increase power outputs “but also create good paying jobs for both our countries.”,,pna,2023-05-02
"Working with their Filipino counterparts, Blinken said they have taken steps to modernize security alliances “so that our forces can work even closer together despite natural disasters.”",,pna,2023-05-02
"Earlier in the day, Marcos and Biden affirmed a series of partnerships aimed at strengthening the alliance of Manila and Washington.",,pna,2023-05-02
"In a joint statement, Marcos and Biden hailed the “remarkable ties of  and shared sacrifice that serve as the foundation of the US-Philippines alliance.”",,pna,2023-05-02
"“In efforts to promote inclusive and broad-based prosperity, invest in the clean energy transition and the fight against climate change, uphold international peace and stability, and ensure respect for human rights and the rule of law, the United States and the Philippines will remain the closest of allies, working together to deliver a better future for our citizens and tackle the emerging challenges of the twenty-first century,” the joint statement read. ",,pna,2023-05-02
DOTr: Masks still mandatory in trains as Covid-19 cases rise,,pna,2023-05-02
Passengers wearing face masks inside an MRT-3 train. (PNA file photo) ,,pna,2023-05-02
MANILA – The Department of Transportation (DOTr) on Tuesday reminded all rail services to enforce the mandatory wearing of face masks as Covid-19 (coronavirus disease 2019) cases rise across the country.,,pna,2023-05-02
"In a statement, DOTr Assistant Secretary for Railways Jorjette Aquino directed the Light Rain Transit Line 1 (LRT-1), LRT-2, the Metro Rail Transit Line 3 (MRT-3), and the Philippine National Railways (PNR) to strictly enforce the wearing of face masks in all trains and stations.",,pna,2023-05-02
"“All officials, employees, and personnel in the rail sector shall also be subjected to mandatory Covid-19 testing should anyone suffer from symptoms of the virus,” Aquino said.",,pna,2023-05-02
She reiterated that talking with  or on the phone is prohibited inside trains.,,pna,2023-05-02
"“Disinfection activities shall remain consistent in all trains and stations,” she said.",,pna,2023-05-02
The order was issued after the Department of Health (DOH) recorded a 42 percent increase in average daily new Covid-19 infections -- or 637 new cases per day -- during the last week of April.,,pna,2023-05-02
"“We urge all rail operators to undertake these measures with the health and safety of  on top of mind. Let us work together to ensure the safety of everyone during these challenging times,” Aquino said.",,pna,2023-05-02
"Earlier, Octa Research fellow Guido David revealed that the Covid-19 positivity rate in Metro Manila increased to 17.2 percent on Saturday, more than three times the ideal five percent threshold according to the World Health Organization.",,pna,2023-05-02
This is an increase from a positivity rate of 10.2 percent in the National Capital Region on April 22.  ,,pna,2023-05-02
PH daily average of Covid-19 cases up by 42%,,pna,2023-05-02
MANILA – The country’s daily average of new coronavirus disease 2019 (Covid-19) cases increased by 42 percent from April 24 to 30.,,pna,2023-05-02
"In its case bulletin on Tuesday, the Department of Health recorded 637 daily infections, which is higher than the 450 cases logged between April 17 and 23.",,pna,2023-05-02
"In the last week of April, a total of 4,456 new cases were logged, up from the 3,148 recorded the previous week.",,pna,2023-05-02
The tally of severe and critical infections also rose to 351 from the previous 345 during the same week.,,pna,2023-05-02
"Only 15 percent or 303 out of the 2,021 intensive care unit (ICU) beds are in use, while 18.1 percent or 3,163 of 17,480 non-ICU beds are utilized.",,pna,2023-05-02
"At least 78,443,972, or 100.4 percent of the country’s target population of 78,100,578, have been vaccinated against Covid-19, including 82.16 percent of 8,721,357 senior citizens, as of March 19.",,pna,2023-05-02
"A total of 23,811,248 have received booster shots out of the fully vaccinated population.",,pna,2023-05-02
