Text,Annotate,Outlet,Date
"“Panawagan natin sana, kung sa panahon ni President Duterte ay dinoble ang sahod ng ating mga kapulisan, sana ngayon palang magkaroon ng order, maglabas na dapat doblehin din ang sahod ng ating mga health workers para manatili sa ating bansa (We are appealing, if the salary of our police workforce was doubled during the time of President Duterte, we hope that they will also issue the same order so that our health workers will stay in our country),” he added.",,mb,2023-05-05
Bilibid’s Covid-19 infection rises – BuCor,,mb,2023-05-05
"The number of Covid-infected persons deprived of liberty (PDLs) and personnel at the New Bilibid Prison (NBP) in Muntinlupa City has risen to 82, the Bureau of Corrections (BuCor) said on Friday, May 5.",,mb,2023-05-05
"In a statement, BuCor’s Director for Health and Welfare Services Dr. Maria Cecilia Villanueva reported “there are 75 PDLs still on isolation with mild symptoms including 15 senior citizens.”",,mb,2023-05-05
"Seven personnel have tested positive for Covid-19 and have been advised to undergo self-isolation after they were given medical prescription, Villanueva said.",,mb,2023-05-05
"She also said that “13 PDLs have been discharged from the NBP’s isolation ward after the negative result on their second rapid antigen test conducted this on Friday morning, while two PDLs were transferred to a different ward due to other medical conditions.”",,mb,2023-05-05
"“There were no reported Covid-19 cases in other prison and penal farms nationwide,” she added.",,mb,2023-05-05
Visitation privileges of PDLs at the NBP and the Corrections Institution for Women (CIW) in Mandaluyong City have been suspended by BuCor  Director General Gregorio Pio P. Catapang Jr.,,mb,2023-05-05
Catapang had also required all visitors and individuals transacting in all BuCor offices at the national headquarters to wear facemask and present latest rapid antigen test.,,mb,2023-05-05
"Marcos caps US visit, secures $1.3-B investment pledges",,mb,2023-05-04
"President Ferdinand ""Bongbong"" Marcos Jr. reported that he had secured $1.3 billion in investment pledges that could create almost 7,000 new jobs for Filipinos in the Philippines as he concluded his four-day official visit to Washington, DC, on Friday morning, May 5 (Manila time).",,mb,2023-05-04
"In a post-visit report, the President said the investments, when realized, would support the Philippines' economic recovery efforts and further strengthen the foundations of the country's economic environment.",,mb,2023-05-04
"""We return to the Philippines with over $1.3 billion in investment pledges that have the potential to create around 6,700 new jobs for Filipinos within the country,"" Marcos said.",,mb,2023-05-04
"""We expect (that) even more investments will materialize once  firm up their plans,"" he added.",,mb,2023-05-04
"According to the Chief Executive, the  he met wanted to either further expand their already valuable presence and operations in the Philippines or invest in the country for the first time.",,mb,2023-05-04
"""They are  to be part of this development journey that we have embarked upon,"" he said.",,mb,2023-05-04
"""The interest is a  sign of their trust and confidence in the Philippines as an investment destination,"" he added.",,mb,2023-05-04
"Marcos: It is with great pride that I received their praises for the talent, ingenuity, and work ethic of Filipinos. This has  the main driving force for bringing their investments to the country. ",,mb,2023-05-04
President Marcos likewise said that the US  had nothing but praise for Filipino workers.,,mb,2023-05-04
"""It is with great pride that I received their praises for the talent, ingenuity, and work ethic of Filipinos. This has  the main driving force for bringing their investments to the country,"" he said.",,mb,2023-05-04
"With the help of American businesses, the President said the country would address some of its economic challenges, particularly food, energy, and health security; digital connectivity; climate change; and the Covid-19 pandemic.",,mb,2023-05-04
" by our game-changing economic reforms, will serve as a firm foundation for an indomitable partnership,"" he said.",,mb,2023-05-04
"After his trip to the US, President Marcos would go straight to London for the coronation of King Charles III. He is slated to participate in the 42nd Association of Southeast Asian Nations (ASEAN) Summit in Indonesia next week.",,mb,2023-05-04
"To attract US investors, Marcos tells them his goal is to 'transform' PH economy",,mb,2023-05-04
"WASHINGTON, D.C.—Attempting to attract American investors, President Ferdinand ""Bongbong"" Marcos Jr. told businessmen here that his administration aims to “transform” the country's economy, rather than return its pre-pandemic state.",,mb,2023-05-04
"Speaking before American businessmen during the fireside chat at the Blair House, Marcos told US businesses that he wants the Philippines to be in the middle of the new economy.""",,mb,2023-05-04
"“I want to be somewhere else. I want to be in the middle of the new economy, number one. I think that is important,” the President said.",,mb,2023-05-04
He explained that he would rather use the word “transformation” than “recovery” to keep the economy in the Philippines growing after the Covid-19 pandemic.,,mb,2023-05-04
"“I do not view it as they said how do we get out of this hole? The hole that the pandemic put us in? I said: Well I see it in a different way. I think because – that’s why I do not use 'recovery', the word recovery, I use the word transformation. Because we are not trying to recover to where we used to be. We are trying to transform ourselves to be part of the modern world,” he said.",,mb,2023-05-04
"“Now, that transformation I think will occur, I think it is a grand opportunity that we have been given. Now we do not start from a blank sheet of paper but it’s close... And many, many new sectors that did not exist before. There are businesses that did not exist before that will be very dominant in the very near future,” he added.",,mb,2023-05-04
"Marcos said he was optimistic that the Philippines could quickly transform itself, with the help of its young workforce.",,mb,2023-05-04
"“Well, the optimism, number  from our workforce. I have a 107 million population and 60 percent of that are working. And those – we have the youngest, we have the youngest I don’t know in the world but certainly in Asia,” he said.",,mb,2023-05-04
"“We have the youngest workforce with an average age of between 23 and 24. And they are well-trained, they speak English. And very easily, we have shown ourselves to be perfectly capable of engaging in these activities around the world,” he added.",,mb,2023-05-04
"The President said he remains optimistic, saying it was the “right approach especially now that we are beginning to see the effects of what we have been doing to structure the economy for stronger investment and for more well-structured value chains both in the service sector and in the manufacturing sector especially.”",,mb,2023-05-04
Digital bureaucratic processes,,mb,2023-05-04
"In the same engagement, Marcos also highlighted the Philippines' efforts to digitalize its government processes, which is also aimed at attracting investors.",,mb,2023-05-04
"“They have done a very good job. They have reduced some of the permitting procedures from —for different industries from several months to just a few days,"" Marcos said, referring to the work being done by the Anti-Red Tape Authority (ARTA).",,mb,2023-05-04
"“I really am confident that the authority, if it’s continued — if it can continue its work and if it is — it is well supported by legislation, by the bureaucratic procedures, we can cut down many of those unnecessary regulatory documentary requirements,"" he added.",,mb,2023-05-04
"The challenge, Marcos said, is how  with other countries and how to shorten the business permitting process, which sometimes takes months to secure in the Philippines, while In other countries, documents are ready for signature after 24 hours.",,mb,2023-05-04
Pinoy-flix? Salceda bares what must be done to protect future of PH streaming,,mb,2023-05-04
"Albay 2nd district Rep. Joey Salceda is convinced that Philippine talents or ""creatives"" have a future in streaming services. That is, if they can get ample protection from the Intellectual Property Code.",,mb,2023-05-04
"“The future of Philippine creatives, and Philippine entertainment in particular, is streaming. That kept K-pop alive when we couldn’t do concerts during Covid-19,"" Salceda, chairman of the House Committee on Ways and Means.",,mb,2023-05-04
"""It has  the dominant sector in entertainment in the West. That’s what we should look to. That’s what we should protect,” Salceda said.",,mb,2023-05-04
"The economist-congressman continued: “As  grow, so too will demand for this form of entertainment. People are obviously willing to pay, as seen in the growth of subscriptions  like Netflix. And as soon as we produce quality content, we will see demand for Philippine streaming.”",,mb,2023-05-04
“But if we cannot protect programs for streaming in the infancy of Filipino streaming – we will see this industry die before it gets its chance to flourish.”,,mb,2023-05-04
"Citing official estimates from the Philippine Statistics Authority (PSA), which indicate that the digital creatives sector recorded the slowest employment growth among creatives subsectors at 4.5 percent (with total sector growth to have been at 10.5 percent) from 2021 to 2022, Salceda sounded the alarm that “online creatives could continue growing the slowest or even shrink if we cannot protect it"".",,mb,2023-05-04
"Simply put, he said online piracy ""will kill digital creatives...that’s an existential threat to the entire creatives sector"".",,mb,2023-05-04
"""If we don’t find a way to respond to this threat, we can say goodbye to the future of streaming and digital content creation in the country,” he noted.",,mb,2023-05-04
"There's a solution in the form of House Bill (HB) No.7600, says Salceda. He is the principal author of the measure, which is known as the proposed Act strengthening the powers and functions of the Intellectual Property Office of the Philippines, amending for the purpose Republic Act (RA) No. 8293, as amended, otherwise known as the “ Intellectual Property Code Of The Philippines"".",,mb,2023-05-04
"He said that currently, there is no law setting aside the issue of due process and allowing the blocking of sites deemed detrimental to legitimate ones.",,mb,2023-05-04
"“That’s why we need to clarify in the intellectual property code how to do this. How  How to hear  How to appeal. How to execute judgment. It’s time to pass an online site blocking law that respects due process,"" he explained.",,mb,2023-05-04
The Bicolano is hoping that the measure would prosper in the 19th Congress.,,mb,2023-05-04
"""I am almost certain the House will pass the measure. I’m hoping our counterparts in the Senate see the wisdom and the urgency in the proposal. The streaming sector is in its infancy. Online site blocking is child immunization,"" he stressed.",,mb,2023-05-04
"BuCor clarifies: 52 PDLs, 5 personnel Covid-infected at Bilibid",,mb,2023-05-04
"Only 52 persons deprived of liberty (PDLs), instead of 55 as earlier posted, have been found positive for Covid-19 at the New Bilibid Prison (NBP) in Muntinlupa City, the Bureau of Corrections (BuCor) said in its clarificatory statement.",,mb,2023-05-04
"Also, instead of only one personnel, a total of five employees of NBP at its  has been found infected and have been given medical prescription and advised to go home for isolation.",,mb,2023-05-04
"Thus, it said, a total of 57 PDLs and personnel have been Covid-infected.",,mb,2023-05-04
BuCor Director General Gregorio Pio P. Catapang Jr. had suspended the visitation privileges of PDLs at the NBP and the Correctional Institution for Women (CIW) in Mandaluyong City.,,mb,2023-05-04
"“BuCor will be implementing minimum health standard protocol  at the NBP and  CIW starting today (May 4) to protect its personnel and stakeholders due to spike of Covid-19 cases,” BuCor said.",,mb,2023-05-04
"In a memorandum issued by Catapang, “all visitors, individuals transacting in all offices of the BuCor, NBP-National Head Quarters are required to wear facemask and present latest Rapid Antigen Test result.”",,mb,2023-05-04
"Gov't must focus on economy, not create 'unnecessary fear' — Concepcion",,mb,2023-05-04
"The Philippine government must focus on reviving the economy instead of ""creating unnecessary fear.""",,mb,2023-05-04
"That's what Go Negosyo founder Joey Concepcion, a vocal opposition to reimposition of mask mandate against Covid-19, urged the government as he said that ""the economy is more important right now.""",,mb,2023-05-04
"He made the pronouncement amid fears that masking up might be ordered again, although the Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF) already clarified that it would not.",,mb,2023-05-04
"""If we go creating unnecessary fear, then the tourists and investors will have second thoughts,"" he said in One News interview on Wednesday, ""All over the world, people are no longer talking about Covid.""",,mb,2023-05-04
"Concepcion said ""the economy is what we have to focus on,"" arguing that ""people may not die from Covid but they can die from hunger.""",,mb,2023-05-04
"""We have to get tourism back on its feet, and we want to see mobility. How do you expect our GDP to grow unless consumer spending happens?"" he said, adding that economy and job creation should now be the priority.",,mb,2023-05-04
"Concepcion said that the recent rise in positivity rates has not overwhelmed the country’s healthcare system, unlike during the height of the pandemic—an observation he said was also shared by the Department of Health.",,mb,2023-05-04
"He said people, and even medical practitioners, now ""already know how to manage their own situations"" as far as Covid-19 is concerned, so ""let's not over-anticipate.""",,mb,2023-05-04
"""What we have to do is continue to bring confidence that the Philippines is a safe place,"" he said.",,mb,2023-05-04
"But he maintained that some of the health and safety protocols must remain, including receiving vaccination and voluntary use of face masks indoors.",,mb,2023-05-04
"”Yes, we have to be prepared, but let’s not overreact,"" he said.",,mb,2023-05-04
‘Wish ko lang’: Binay hopes to see a more assertive PBBM in 2nd SONA,,mb,2023-05-04
"Senator Nancy Binay on Thursday, May 4 said she hopes to see a more assertive President Ferdinand “Bongbong” Marcos Jr. in his second State of the Nation Address (SONA).",,mb,2023-05-04
"Binay said she is so far, satisfied with the President’s performance in his first year of leadership, considering he took up the brunt of the country’s battle against the Covid-19 pandemic when he took over the presidency from then president Rodrigo Duterte. ",,mb,2023-05-04
"“Ok naman siya. Yung mga namana nyang problema napakalaki and so far naa-address naman niya (He’s ok. He inherited a huge problem and so far he was able to address it),” Binay said during a press briefing at the Senate.",,mb,2023-05-04
"“Meron lang ako wish…Si President kasi parang mabait baka kailangan going towards his second year, baka mas dapat nagagalit siya (I just have a wish…our President seems to be very kind, maybe he needs, going to his second year, maybe can be more indignant),” Binay said. ",,mb,2023-05-04
"But the senator said she understands the Chief Executive’s strategy, as he is still in the learning curve, especially when  to his appointees.",,mb,2023-05-04
She expressed hope the President would be able  the appointment of his Cabinet secretaries. ,,mb,2023-05-04
"“Number 1 sa DOH, katulad ngayon pataas na naman Covid cases. Bago siya magsimula ng second year niya, sana kumpleto na (Number 1 is the Department of Health (DOH), especially now that the number of Covid cases are rising. I hope he is able  it before he starts his second year),” she said.",,mb,2023-05-04
She also said she will leave it to the President to finally decide when to relinquish his role as concurrent secretary of the Department of Agriculture (DA) and appoint someone to head the agency. ,,mb,2023-05-04
SC affirms ruling on unconstitutionality of 5% franchise tax on gross bets in POGOs,,mb,2023-05-04
The Supreme Court (SC) has declared final its 2022 decision that nullified as unconstitutional the five per cent franchise tax on the gross bets from the operations of the Philippine Offshore Gaming Operators (POGOs).,,mb,2023-05-04
"In a resolution, the SC denied the motion for reconsideration filed by the Department of Finance (DOF) and the Bureau of Internal Revenue (BIR).",,mb,2023-05-04
"On Sept. 29, 2022, the SC declared Section 11 (f) and (g) of the Bayanihan 2 Law, the Covid-19 Response and Recovery Intervention Act, as unconstitutional for being “riders.”",,mb,2023-05-04
"Section 11 (f) and (g) of the Bayanihan 2 Law provides a list of sources of fund to address the Covid-19 pandemic which included the amounts derived from the five percent franchise tax on the gross bets from POGOs and  tax, value-added tax and other applicable taxes on  from non-gaming operations earned by POGO operators, agents, service providers and support providers.",,mb,2023-05-04
"The decision was issued on the petition filed by offshore-based gaming operators -- Saint Wealth Ltd., Marco Polo Enterprises Limited, MG Universal Link Limited,  OG Global Access Limited, Pride Fortune Limited, VIP Global Solutions Limited, AG Interpacific Resources Limited, Wanfang Technology Management Ltd.,  Imperial Choice Limited, Bestbetinnet Limited, Riesling Capital Limited,  Golden Dragon Empire Ltd.,  Oriental Game Limited, Most Success International Group Limited, and High Zone Capital Investment Group Limited.",,mb,2023-05-04
"In granting the petition, the SC ruled that Section 11 (f) and (g) violates Section 26, Article VI of the Constitution which mandates that “every bill passed by the Congress shall embrace only one subject which shall be expressed in the title thereof.”",,mb,2023-05-04
"It said the prohibition against riders “is to prevent hodge-podge or log-rolling legislation, and to ensure that all provisions of a statute have some reasonable relation to the subject matter as expressed in the title thereof.”",,mb,2023-05-04
It noted that the BIR and the DOF even admitted that the Bayanihan Law is not a tax measure.,,mb,2023-05-04
"Thus, the SC stressed that the imposition of new taxes, “camouflaged as part of a long list of existing taxes, cannot be contemplated as an integral part of a temporary Covid-19 relief measure.”",,mb,2023-05-04
"It then declared that BIR Revenue Regulation No. 30-2020, Revenue Memorandum Circular No. 64-2020, Revenue Memorandum Circular No. 102-2017 and Revenue Memorandum Circular 78-2018, in so far as they impose franchise tax,  tax and other applicable taxes on off-shore based POGOs, are “null and void for being contrary to the Constitution and other relevant laws.”",,mb,2023-05-04
The SC decision also directed the government to refund POGOs of the five percent franchise tax it collected from them under the Bayanihan 2 Law.,,mb,2023-05-04
Positivity rate not sole indicator to assess Covid-19 situation—DOH,,mb,2023-05-04
"The positivity rate is not the only factor that should be looked at in order to evaluate the Covid-19 situation in the country as there are other indicators affecting the trend of infections, the Department of Health (DOH) reminded the public.",,mb,2023-05-04
"To note, the positivity rate is the percentage of individuals who test positive for Covid-19 out of the total number of people who have been tested.",,mb,2023-05-04
"“With the shift in testing protocols to focus more on symptomatic individuals, the positivity rate is expected to increase because those tested are those most likely to be positive,” the DOH said in a statement on Thursday, May 4.",,mb,2023-05-04
"“The positivity rate is not the sole criterion in monitoring our Covid-19 situation. There are many factors or measures to consider as to an area’s increase in Covid-19 cases,” it added.",,mb,2023-05-04
The DOH said it is better to give more weight to the country’s hospital utilization rate.,,mb,2023-05-04
"“We reiterate that we must keep an eye on our healthcare utilization rates and monitor the situation in our admissions in the hospitals,” it said.",,mb,2023-05-04
"“The DOH reiterates the need to put more emphasis on other factors such as our layers of protection (mask wearing based on individual risk assessment, isolating when sick, and of course vaccination (getting primary series and boosted)),” it added.",,mb,2023-05-04
The DOH made this statement after OCTA Research group fellow Dr. Guido David reported that the National Capital Region’s (NCR) positivity rate may increase to 25 percent from the current 19.7 percent.,,mb,2023-05-04
"“NCR 7-day testing positivity rate increased to 19.7 percent as of May 2 2023, from 12.7 percent on Apr 25. This could go as high as 25 percent. I hope not,” he said in a Twitter post.",,mb,2023-05-04
Covid-19 an eye-opener to improve PH health system --- VP Duterte,,mb,2023-05-04
"Vice President Sara Duterte said on Thursday, May 4, that the impact of the Covid-19 pandemic was an eye-opener for the country’s public health system.",,mb,2023-05-04
It also taught her and many Filipinos a lesson.,,mb,2023-05-04
"Speaking at the opening ceremony of the 49th Midyear Convention of the Philippine College of Surgeons in Davao City, Duterte emphasized the need to prioritize public health and provide more avenues for Filipinos to access medical services.",,mb,2023-05-04
The official lamented the unavailability of basic health services in marginalized and  This prompted her office to establish a medical assistance program.,,mb,2023-05-04
"“Coming from one of the biggest cities in the country, natutunan ko na mahalagang magkaroon ng mga satellite offices sa ibat-ibang lugar para masiguro na mabababa ‘yung tulong na kailangan ng ating mga kababayan (it is important to have satellite offices in various areas to ensure the aid needed by our countrymen is delivered to them),” she said.",,mb,2023-05-04
"Apart from Metro Manila, the Office of the Vice President (OVP) now has eight satellite offices that are located in the cities of Cauayan, Dagupan, Bacolod, Tacloban, Cebu, Davao, Tandag and Zamboanga.",,mb,2023-05-04
"Citing the increase in her office’s utilization of funds allocated for medical aid, Duterte said this shows her office’s goal to bring the government services “closer to the people.”",,mb,2023-05-04
The Vice President thanked the doctors and medical workers for their sacrifices to save lives at the height of the pandemic.,,mb,2023-05-04
"As the former mayor of Davao City, she also shared the city government’s initiative to support aspiring doctors, which includes a Medicine Scholarship Program that had an indigenous tribe member as one of its graduates.",,mb,2023-05-04
"“Bago po ako bumaba as mayor noong nakaraang taon, ang atin pong lumad doctor ay piniling bumalik doon sa kanilang lugar sa Marilog District ng Davao City para doon magserbisyo sa ating mga kababayan (Before I left as mayor last year, our lumad doctor chose to go back to Marilog District of Davao City to serve our fellowmen),” she said.",,mb,2023-05-04
"Ouch! Almost half of PH healthcare workers are JO, solons told",,mb,2023-05-04
Nearly half of the country's healthcare workers are job order (JO) employees.,,mb,2023-05-04
"Thus, bared Department of Health (DOH) Officer-in-Charge Undersecretary Maria Rosario Vergeire Thursday, May 4 during the House Committee on Appropriations' oversight hearing on  the agency's budget usage.",,mb,2023-05-04
Vergeire asked the legislators to help remedy the situation increasing the number of plantilla positions.,,mb,2023-05-04
"“Nakausap po namin ang iba’t ibang sektor ng healthcare worker natin (We've been talking to the different sectors of our healthcare workers) and one of our major issue is almost 40 to 50 percent of our healthcare workers working now in our facilities and even in  are job orders,"" she said.",,mb,2023-05-04
"""So yun po ang inihihingi naming ng tulong sa inyo, baka pwede natin madagdagan ang plantilla positions (So that's the assistance that we're asking from you, if you could create more plantilla positions.",,mb,2023-05-04
"Compared to regularized workers, JO employees lack certain benefits, as well as security of tenure.",,mb,2023-05-04
"During the same hearing, Malasakit at Bayanihan party-list Rep. Anthony Rolando Golez brought up the reports thar the country was short of 95,000 doctors and 300,000 nurses.",,mb,2023-05-04
Golez said that the government’s funding of the construction of health facilities would only go to waste if there are no healthcare workers to man them.,,mb,2023-05-04
Vergeire said the limited plantilla positions is a factor in the shortage of local healthcare workers.,,mb,2023-05-04
"Local healthcare workers have been credited by government for helping the Philippines survive the Covid-19 pandemic, from the fearful early months to the mass vaccination of Filipinos against the deadly disease.",,mb,2023-05-04
Committee on Appropriations Chairman and Ako Bicol Party-list Rep. Zaldy Co attended the proceedings.,,mb,2023-05-04
Shift to 'regenerative tourism' seen to boost PH's ecotourism sector,,mb,2023-05-04
"Aiming to boost the country's ecotourism sector as part of its pandemic recovery, the Department of Environment and Natural Resources (DENR) has called for a shift towards ""regenerative tourism"" to make it ""better than it was before.”",,mb,2023-05-04
"During the recent International Ecotourism Forum recently held in Manila, Environment Secretary Maria  Antonia “Toni” Yulo-Loyzaga, in a speech delivered by DENR Undersecretary for Legal and Administration Ernesto D. Adobo Jr., highlighted the importance of regenerative tourism, which she defined as ""leaving a place better than it was before.""",,mb,2023-05-04
"“It goes beyond the environment and looks at the social and economic development  preservation of local cultures, and protection of biodiversity,” Loyzaga pointed out.",,mb,2023-05-04
"“It is the understanding that everything is connected and the interactions between every stakeholder throughout the tourism value chain have impacts on each other and our ecosystems,” she added.",,mb,2023-05-04
"The DENR official emphasized the importance of transitioning towards a kind of tourism that regenerates the environment and provides economic, social, and environmental benefits.",,mb,2023-05-04
"She also noted the importance of taking into account the impact of climate change, adding that the Philippine tourism sector faces challenges brought by climate change, extreme weather events, and slow and rapid onset hazards ""that impede its potential to be a driver of environmental and cultural protection, economic progress, and social development.""",,mb,2023-05-04
Loyzaga said the environment department has been at the forefront of ecotourism development through sustainable management of protected areas (PAs) under the National Integrated Protected Areas System (NIPAS) program.,,mb,2023-05-04
"The program promotes sustainable tourism and responsible travel to natural areas through national and localized guidelines and standards, educational conservation, and economic and social development of  it was explained.",,mb,2023-05-04
"“Equity is central to ecotourism. Development assistance  to help them leverage the economic value of their natural assets should be strengthened,” Loyzaga stressed.",,mb,2023-05-04
"Ecotourism, according to her, “can be a powerful tool for  development, and education, but it requires careful planning and management to ensure that it benefits both the environment and the ",,mb,2023-05-04
The ecotourism development is also supported by the National Ecotourism Strategy and Action Plan (NESAP) jointly developed by the DENR and the Department  of Tourism.,,mb,2023-05-04
"The NESAP is currently being updated to incorporate strategies on disaster risk reduction and management, address the impacts of the COVID-19 pandemic, expand its scope from PAs to ecotourism areas, and participate in monitoring and conservation initiatives.",,mb,2023-05-04
"Loyzaga emphasized that ecotourism serves as an avenue for the participation of  in biodiversity conservation in PAs, which is critical to climate change mitigation and disaster risk reduction.",,mb,2023-05-04
"The International Ecotourism Forum is the highlight of the first 2023 International Ecotourism Travel Mart organized by the Asian Ecotourism Network, a regional initiative of the Global Ecotourism Network that showcased practical insights and effective steps on sustainable tourism and is in collaboration with the International School of Sustainable Tourism.",,mb,2023-05-04
Filipinos must learn to keep themselves safe vs Covid-19—DOH,,mb,2023-05-04
The Department of Health (DOH) said the public must learn to  assess their own Covid-19 risk and make choices on how to better protect themselves against this viral disease.,,mb,2023-05-04
The DOH said that the public needs to increase their risk tolerance against Covid-19.,,mb,2023-05-04
"“We need to increase our tolerance sa mga pagtaas ng kaso. Kasi every time na tumataas ang kaso, people panic, people ay natatakot (whenever there is a rise in cases. Because every time the cases increase, people panic and get afraid),” said DOH Officer-in-Charge and Undersecretary Maria Rosario Vergeire during a recent press briefing.",,mb,2023-05-04
"“Katulad ng sabi natin, kailangan maging mapagmatyag tayo, aware, alam natin kung paano pro-proteksyunan ang ating sarili at maniwala po tayo sa proteksyon at bisa na binigay sa atin ng bakuna (Like what we have said, we need to be vigilant, aware, we must know how to protect ourselves, and let's believe in the effectiveness and protection that the vaccine gives us),” she added.",,mb,2023-05-04
The agency also reiterated its stance that there is no need to reimpose the mandatory wearing of face masks.,,mb,2023-05-04
"“The DOH, along with the other IATF (Interagency Task Force) members, have already submitted its  to the President with regard to not bringing back the mandatory wearing of masks,” it said in a statement on Thursday, May 4.",,mb,2023-05-04
"“While local government units have the jurisdiction to require the wearing of face masks in  through a local ordinance, the Department of Health reiterates the importance of self-assessing one’s risk and staying aware of the consequences that Covid-19 brings to our health - knowing when to wear our masks and observing our implemented health protocols,” it added.",,mb,2023-05-04
"It also reiterated that although there is an uptick in Covid cases, hospital admissions remain low.",,mb,2023-05-04
"“Despite seeing a minimal spike in cases, these do not translate to hospital admissions, severe/critical cases, and deaths,” the DOH said.",,mb,2023-05-04
"“It is also important to note that the country’s healthcare utilization rate remains to be at low risk, which can be attributed to our strengthened wall of immunity,” it added.",,mb,2023-05-04
Vergeire allays House members' concerns on rising Covid cases,,mb,2023-05-04
"Department of Health (DOH) Officer-in-Charge Undersecretary Maria Rosario Vergeire allayed concerns from House of Representatives members on Thursday, May 4 regarding the increase in local Covid-19 cases.",,mb,2023-05-04
"This, as Vergeire told the lawmakers during a House Committee on Appropriations hearing that over 90 percent of the Covid-19 infections being recorded daily are ""mild and asymptomatic cases"".",,mb,2023-05-04
"""We're averaging around 822 cases per day. This is about 79 percent higher than the previous two weeks of cases,"" Vergeire told the panel, which is chaired by Ako Bicol Party-list Rep. Zaldy Co.",,mb,2023-05-04
"""Most of these cases are mild and asymptomatic cases. We will have about 8 to 9 percent of those with Covid that are classified as severe and critical,"" she said.",,mb,2023-05-04
"As for the new ""Arcturus"" variant of Covid-19 that has been reported spreading across the globe, Vergeire said DOH has only detected one local case so far.",,mb,2023-05-04
"""Isa palang po ang detection natin haggang sa ngayon (We've only detected one case so far). We're waiting of the latest chain sequencing results to see--kasi nag-case investigation kami--kung kumalat sa ibang lugar (we carried out case investigation and we want to see if it has spread to other places),"" she said.",,mb,2023-05-04
Covid-19 first emerged in the country in early 2020. Filipinos have for the most part learned to live with the virus.,,mb,2023-05-04
"Vergeire also told solons that at present, healthcare utilization in connection with Covid-19 is below 20 percent.",,mb,2023-05-04
"""Meaning wala pong masyadong naoospital (This means that few get hospitalized),"" she noted.",,mb,2023-05-04
"If anything, Vergeire said DOH is keeping an eye on hospitals that have few ICU beds.",,mb,2023-05-04
The panel hearing was an oversight meeting on the budgetary performance of DOH.,,mb,2023-05-04
"7 more Bilibid PDLs, one personnel Covid-infected",,mb,2023-05-04
"Seven more persons deprived of liberty (PDLs) and one personnel at the New Bilibid Prison (NBP) in Muntinlupa City have tested positive for Covid-19, the Bureau of Corrections (BuCor) said.",,mb,2023-05-04
"With the new reported infections, there are now 55 PDLs who are Covid-infected at NBP, it said.",,mb,2023-05-04
It also said that those infected have been placed in isolation wards.,,mb,2023-05-04
