Text,Annotate,Outlet,Date
" Marcos and United States President Joe Biden have expressed the need to maintain peace and stability in the Taiwan Strait.  In a joint statement of the two leaders following their meeting at the White House, it was said that they have affirmed the importance of maintaining peace and stability across the Taiwan Strait as an indispensable element of global security and prosperity.",,gma,2023-05-05
 China and Taiwan split at the end of a civil war in 1949. China has since viewed democratic Taiwan as part of its territory.,,gma,2023-05-05
Critics say US using Philippines for its own agenda vs. China,,gma,2023-05-04
" A geopolitics expert, a progressive lawmaker, and members of fishermen's and progressive groups on Thursday weighed in on recent developments in the US-Philippine military alliance, saying that the US is using its military clout and superiority to restrain the growing power of China, and that the Philippines could be dragged into tensions between the two powers.",,gma,2023-05-04
" “Yung deployment ng US troops dito sa pamamagitan ng mga EDCA bases, lahat ito malinaw naman na nakatuon sa estratehiya ng US. Ang US gusto niya sagkain 'yung paglakas ng China,” analyst and UP professor Roland Simbulan said at the Pandesal Forum at the Kamuning Bakery in Quezon City.",,gma,2023-05-04
 (The deployment of US troops here through the EDCA bases clearly focuses on the US strategy to restrain the growth of China.),,gma,2023-05-04
" He added that the recent meeting between Philippine President Ferdinand “Bongbong” Marcos Jr. and US President Joe Biden in Washington was, for him, ""a joint US-Philippine agreement to violate in this regard the 1972 joint China-US Shanghai Communiqué and also to violate correspondingly the Philippine-China opening of diplomatic relations where we in fact recognized that Taiwan is a part of China.""",,gma,2023-05-04
" China views democratic Taiwan as part of its territory, and has vowed to one day seize it, by force if necessary.",,gma,2023-05-04
" Last month, after Taiwanese President Tsai Ing-Wen met with US Speaker Kevin McCarthy, China launched three days of military exercises around Taiwan in which it practiced encircling it and sealing it off.",,gma,2023-05-04
" “Tayo talaga ay madadamay [We will be dragged into the conflict],” Simbulan said.",,gma,2023-05-04
" In response, US Embassy Press Attaché Kanishka Gangopadhyay said that the Marcos-Biden meeting ""reaffirms the longstanding, ironclad alliance between the United States and the Philippines, which has contributed to peace, stability, and prosperity in the Indo-Pacific and around the world for more than 70 years.""",,gma,2023-05-04
" ""For decades, we’ve worked together to promote peace, prosperity, and stability across the region, and we’re growing that effective partnership in scale and scope every single day,"" he added.",,gma,2023-05-04
 China opposition to EDCA,,gma,2023-05-04
" The Enhanced Defense Cooperation Agreement (EDCA) between the Philippines and the US grants US troops access to designated Philippine military facilities, allows them to build facilities, and pre-position equipment, aircraft and vessels.",,gma,2023-05-04
" In February, the Department of National Defense announced a deal that gave American troops access to four more bases in strategic areas of the country, with the aim of accelerating EDCA's full implementation.",,gma,2023-05-04
" Three of the four newly designated EDCA sites are in northern Philippines, near Taiwan.",,gma,2023-05-04
" Days after the Chinese exercises around Taiwan, Chinese Ambassador to the Philippines Huang Xilian said that the Philippines should ""unequivocally oppose"" Taiwan independence instead of offering the US access to its military facilities near the Taiwan Strait if it cares about the 150,000 OFWs on the self-ruled island.",,gma,2023-05-04
" The statement sparked outrage and condemnation from several sectors, with Gabriela Representative Arlene Brosas saying Huang ""crossed the line"" and Senator Risa Hontiveros declaring that Huang should be recalled by Beijing.",,gma,2023-05-04
" The Chinese embassy said that Huang had been ""misquoted.""",,gma,2023-05-04
" At the Pentagon on Wednesday, the US and the Philippines released the first ever bilateral defense guidelines, seen as a reaffirmation that ""an armed attack in the Pacific, including anywhere in the South China Sea, on either of their aircraft or armed forces—which includes their Coast Guards—would invoke mutual  under the 1951 Philippines-US Mutual Defense Treaty.""",,gma,2023-05-04
" The guidelines are also seen as an upgrade to the Philippines and the US’ security ties by “institutionaliz[ing] key bilateral priorities, mechanisms, and processes to deepen alliance cooperation and interoperability across land, sea, air, space, and cyberspace.”",,gma,2023-05-04
" At the Pandesal Forum, International League of Peoples' Struggle general secretary Liza Maza called the guidelines a “sellout.”",,gma,2023-05-04
" Maza said the Philippines will open its strategic security and defense plan to the US, but that the sharing would not go the other way.",,gma,2023-05-04
" “Tayo ba open ba sa atin ang strategic and tactical security and defense plan ng US? Of course not,” she said.",,gma,2023-05-04
 (Is the strategic and tactical security and defense plan of the US open to us? Of course not.),,gma,2023-05-04
 Maza also called a “bribe” the development aid that the US will give to  where the EDCA sites are being built.,,gma,2023-05-04
" “Bigyan mo ng ilang proyekto para maalis mo 'yung mangingisda, tanggalin mo 'yung  doon para magamit mo 'yung site para sa military agenda mo,” she said.",,gma,2023-05-04
 (The projects are there so they can remove the fisherfolk  and they can use the site for their military agenda.),,gma,2023-05-04
" She said these developments are worrisome, adding that the Philippines and US have a ""toxic"" relationship.",,gma,2023-05-04
" Fishers group PAMALAKAYA spokesperson Ronnel Arambulo said they do not believe that the US will help the Philippines when  to China's aggression against Filipino fisherfolk—and that the US will only ""provoke"" China.",,gma,2023-05-04
" “Ito ay magiging dahilan pa para doon sa probokasyon sa China na pwede maipit pa rin ang mangingisda at lalo pang mang-harass ang Chinese government, partikular diyan sa West Philippine Sea,” he said.",,gma,2023-05-04
 (This will lead to the provocation of China where fisherfolk will be caught in the crossfire and China will harass them even more in the West Philippine Sea.),,gma,2023-05-04
" Meanwhile, House deputy minority leader ACT Teachers Representative France Castro said the US is using the tension between China and Philippines in the West Philippines Sea to increase the number of EDCA sites.",,gma,2023-05-04
" Instead of de-escalating the situation, Castro said, the US is aggravating it “so the West Philippine Sea may reach a flashpoint.”",,gma,2023-05-04
 She suggested demilitarizing the area.,,gma,2023-05-04
" “Ang US naman in-exploit niya yung strategic location ng ating bansa to advance its geopolitical agenda to the detriment of the Filipino people,” Castro said.",,gma,2023-05-04
 (The US is exploiting the strategic location of our country to advance its geopolitical agenda to the detriment of the Filipino people.),,gma,2023-05-04
China opposes ‘meddling’ in South China Sea amid PH-US defense guidelines,,gma,2023-05-04
" China is opposed to what it called meddling in the South China Sea to harm its territorial sovereignty and maritime rights, a spokesperson for the Chinese foreign affairs ministry said on Thursday.",,gma,2023-05-04
 Foreign ministry spokesperson Mao Ning made the remark in a news briefing when asked about the Philippines and US' bilateral defense guidelines which spelled out how the US  to the Philippines' defense if it came under attack in the South China Sea.,,gma,2023-05-04
" ""With the concerted efforts of regional countries, the situation in the South China Sea has maintained overall stability. The US-Philippines defense guidelines is a bilateral arrangement,"" Mao said.",,gma,2023-05-04
" ""China firmly opposes any country’s move to meddle in the South China Sea issue to harm China’s territorial sovereignty and maritime rights and interests by citing the guidelines,"" she added.",,gma,2023-05-04
" ""I would like to stress that the South China Sea is the shared home for countries in the region, not a hunting ground for forces outside the region. When regional countries  to mutual trust, solidarity, cooperation and properly handling differences, they have in their hand the key to peace and stability in the South China Sea,"" Mao said.",,gma,2023-05-04
" Defense Department officer in charge Carlito Galvez and US Defense Secretary Lloyd Austin in Washington established the bilateral defense guidelines between the two countries to modernize the alliance cooperation ""for a free and open Indo-Pacific region.""",,gma,2023-05-04
" Under the guidelines, the Philippines and the US will expand cooperation on maritime security through but not limited to joint patrols.",,gma,2023-05-04
" According to a fact sheet released by the White House, the goal is to expand cooperation on maritime security and maritime domain awareness, including through the continued conduct  maritime activities, including but not limited to joint patrol.",,gma,2023-05-04
" The guidelines ""reaffirmed that an armed attack in the Pacific, including anywhere in the South China Sea, on either of their aircraft or armed forces – which includes their Coast Guards – would invoke mutual  under the 1951 PH-US Mutual Defense Treaty.""",,gma,2023-05-04
" ""Recognizing that threats may arise in several domains—including land, sea, air, space, and cyberspace—and take the form of asymmetric, hybrid, and irregular warfare and gray-zone tactics, the guidelines chart a way forward to build interoperability in both conventional and non-conventional domains,"" the DOD fact sheet read.",,gma,2023-05-04
" The guidelines aim to strengthen Manila and  deterrence in an evolving security environment, including to:",,gma,2023-05-04
China: South China Sea should not be ‘hunting ground’ for foreign forces,,gma,2023-05-04
" BEIJING—China firmly opposes any country citing bilateral treaties to interfere in the South China Sea and undermine China's territorial interests and rights, the foreign ministry said on Thursday.",,gma,2023-05-04
" ""The South China Sea is home to all regional countries, and should not be a hunting ground for external forces,"" ministry spokesperson Mao Ning told a regular briefing when asked about a US move to reaffirm its decades-old security alliance with the Philippines. —Reuters",,gma,2023-05-04
"Philippines, US to expand maritime cooperation but not limited to joint patrols",,gma,2023-05-04
 WASHINGTON —The Philippines and the United States will expand cooperation on maritime security through but not limited to joint patrols.,,gma,2023-05-04
" In a fact sheet released by the White House, it was stated that under deepening interoperability, the goal is to expand cooperation on maritime security and maritime domain awareness, including through the continued conduct  maritime activities, including but not limited to joint patrol.",,gma,2023-05-04
" In March, the Philippine government said it is in the process of ""crafting guidelines"" on maritime activities, including joint patrols with allies.",,gma,2023-05-04
" Officials earlier said there have been talks with the US and Australia about future joint patrols in the South China Sea, where China, the Philippines, Vietnam, Malaysia, Brunei, and Taiwan have overlapping claims.",,gma,2023-05-04
" Meanwhile, cooperation under the Enhanced Defense Cooperation Agreement (EDCA) should also be fortified to strengthen interoperability, including through infrastructure improvements; enhanced joint use of facilities; advancement of additional maritime security, maritime domain awareness, and humanitarian assistance and disaster relief capabilities; and rotational US access to Agreed Locations.",,gma,2023-05-04
 Both countries also emphasized the need to  to the Mutual Defense Treaty to address both current and emerging threats.,,gma,2023-05-04
"Austin to Marcos: We have your back in South China Sea, elsewhere in region",,gma,2023-05-04
" WASHINGTON —United States Secretary of Defense Lloyd Austin made  to President Ferdinand ""Bongbong"" Marcos Jr. that the US would always be ready to defend the Philippines when  to territorial issues in the South China Sea as well as in other regions.",,gma,2023-05-04
 Austin said President Joe Biden has maintained the US'  to protect the Philippines.,,gma,2023-05-04
" ""And let me tell you once again that our Mutual Defense Treaty applies to armed attacks on our armed forces, coast guard vessels, public vessels, or aircraft in the Pacific including anywhere in the South China Sea,"" Austin said.",,gma,2023-05-04
" ""So make no mistake Mr. President, we will always have your back in the South China Sea or elsewhere in the region,"" he added.",,gma,2023-05-04
" Austin said the Philippines and the US share  vision for a free and open Indo-Pacific ""because a region governed by rules and rights help provide security and prosperity for our two countries and for the whole region.""",,gma,2023-05-04
" Austin said he looks forward to having discussions on how to make the alliance between the two countries stronger, noting the addition of Enhanced Defense Cooperation Agreement sites.",,gma,2023-05-04
 He would also tackle the new bilateral defense guidelines.,,gma,2023-05-04
" Austin and Marcos also reaffirmed the two  under the 1951 Mutual Defense Treaty and their shared resolve to defend against armed attacks on their aircraft, public vessels, and armed forces – to include their respective Coast Guards – in the Pacific, including anywhere in the South China Sea.",,gma,2023-05-04
 Austin and Marcos further discussed plans to swiftly operationalize the four new EDCA sites in Northern Luzon and Palawan.,,gma,2023-05-04
" In April, Malacañang announced four new EDCA sites: Naval Base Camilo Osias in Sta Ana, Cagayan; Lal-lo Airport in Lal-lo, Cagayan; Camp Melchor Dela Cruz in Gamu, Isabela; and Balabac Island in Palawan.",,gma,2023-05-04
" Existing EDCA sites are Antonio Bautista Air Base in Palawan, Basa Air Base in Pampanga, Fort Magsaysay in Nueva Ecija, Mactan-Benito Ebuen Air Base in Cebu, and Lumbia Air Base in Cagayan de Oro City.",,gma,2023-05-04
" Meanwhile, Austin stated anew the US Defense  to bolstering the Philippines’ defense capabilities as the allies develop a Security Sector Assistance Roadmap to guide shared defense modernization investments over the next five to 10 years. ",,gma,2023-05-04
 The American official also highlighted near-term plans for the US to transfer several defense platforms to the Philippines as part of the Armed Forces of the Philippines' continued modernization efforts.,,gma,2023-05-04
 Marcos met Austin at the Pentagon on Wednesday morning.,,gma,2023-05-04
"Marcos meets Austin, attends full honors ceremony at Pentagon",,gma,2023-05-03
 WASHINGTON —President Ferdinand Marcos Jr. met US Secretary of Defense Lloyd Austin at the Pentagon on Wednesday morning.,,gma,2023-05-03
" Marcos, who's on an official visit, also marched and trooped the line at the Department of Defense grounds.",,gma,2023-05-03
" Present during the full honors ceremony were Justice Secretary Jesus Crispin Remulla, Environment Secretary Antonia Yulo-Loyzaga, and Informations Secretary Ivan John Uy.",,gma,2023-05-03
" In his remarks before the meeting of Philippine and US officials, Austin told Marcos of the  under the 1951 Mutual Defense Treaty.",,gma,2023-05-03
" ""And let me tell you once again that our Mutual Defense Treaty applies to armed attacks on our armed forces, coast guard vessels, public vessels, or aircraft in the Pacific including anywhere in the South China Sea,"" Austin said.",,gma,2023-05-03
" ""So make no mistake Mr. President, we will always have your back in the South China Sea or elsewhere in the region,"" he added.",,gma,2023-05-03
" Austin said the Philippines and the US shared  vision for a free and open Indo-Pacific ""because a region governed by rules and rights help provide security and prosperity for our two countries and for the whole region.""",,gma,2023-05-03
" He said he looked forward to having discussions on how to make the alliance between the two countries stronger, noting the addition of Enhanced Defense Cooperation Agreement sites.",,gma,2023-05-03
"US working with communities to show value of EDCA sites, says White House",,gma,2023-05-03
" WASHINGTON -  The United States is working closely  in the vicinity of the EDCA sites to showcase the benefits it could provide to residents in the area, a White House fact sheet said.",,gma,2023-05-03
" According to the White House, this aims to ""fully realize their positive value for local development and humanitarian assistance and disaster relief.""",,gma,2023-05-03
" ""To that end, the United States will expand our work in  and areas to support health, education, environmental protection, economic growth, and disaster preparedness,"" the White House said.",,gma,2023-05-03
" Malacañang had announced four new EDCA sites: Naval Base Camilo Osias in Sta Ana, Cagayan; Lal-lo Airport in Lal-lo, Cagayan; Camp Melchor Dela Cruz in Gamu, Isabela; and Balabac Island in Palawan.",,gma,2023-05-03
" Existing EDCA sites are Antonio Bautista Air Base in Palawan, Basa Air Base in Pampanga, Fort Magsaysay in Nueva Ecija, Mactan-Benito Ebuen Air Base in Cebu, and Lumbia Air Base in Cagayan de Oro City.",,gma,2023-05-03
" Signed in 2014, EDCA grants US troops access to designated Philippine military camps and allows them to build facilities, and pre-position equipment, aircraft, and vessels. Permanent basing is prohibited.",,gma,2023-05-03
 Department of Foreign Affairs Secretary Enrique Manalo has said six of the 16 projects in the five initial EDCA locations would  this year.,,gma,2023-05-03
" There had been concerns about these new EDCA sites, with China saying that the US only intends to use the latest sites to push for its interests and agenda “at the expense of peace and development of the Philippines and the region at large.”",,gma,2023-05-03
Marcos cites ‘turbulent times’ in PH-US ties but says friendship won,,gma,2023-05-02
" WASHINGTON—President Ferdinand Marcos Jr.  on Monday night (Washington time) said the friendship between the Philippines and the US had prevailed even after what he called ""turbulent"" between the two sides.",,gma,2023-05-02
" According to the Presidential Communications Office, Marcos said his visit to the US was ""vital especially during the 'turbulent times' the relations between the Philippines and US went through in the past years.""",,gma,2023-05-02
" “But similarly to our ambassadors' friendships, like two friendships,  you go to turbulent times when there are misunderstandings, when there are difficulties, when other forces prevail upon both sides of the partnership,” Marcos said during a dinner hosted by the Philippine Embassy at the Blair House.",,gma,2023-05-02
" “But between the Philippines and the United states, we have prevailed through all that like a true friendship,"" he added.",,gma,2023-05-02
" ""And the reason for that I believe is that we truly  to an understanding as to how we believe certain values and what is important, and our role in the world and that has never really been diminished,”  Marcos said.",,gma,2023-05-02
" Among the US officials who attended the dinner toast were officials of the US treasury and agriculture departments, and a trade representative.",,gma,2023-05-02
" At the dinner, US Secretary of State Antony Blinken highlighted the importance of Filipinos and Filipino-Americans when  to building a strong foundation for the US.",,gma,2023-05-02
" Blinken said that Filipinos and Filipino-Americans were a ""fundamental part of the fabric of the United States.”",,gma,2023-05-02
" He said the Philippines and the US forged a bond 70 years ago based on defense and security, adding that this further strengthened the two nations’ ties.",,gma,2023-05-02
" “We pledged our faith on the principles of the United Nations charter,” Blinken said.",,gma,2023-05-02
" “And just last year, thanks to the leadership of President (Joe) Biden and President Marcos, we have significantly strengthened our alliance. We’ve launched new initiatives together to create economic opportunities for Americans and Filipinos alike,"" he added.",,gma,2023-05-02
" ""Because last year, trade between our countries was worth more than $25 billion, a new record, and today President Biden announced that he will send the first ever presidential trade and investment mission to the Philippines,” Blinken said.",,gma,2023-05-02
 He said the necessary measures had been taken to modernize security alliances “so that our forces can work even closer together despite natural disasters.”,,gma,2023-05-02
" Earlier on Monday, Marcos and Biden affirmed a series of partnerships aimed at strengthening the alliance of Manila and Washington.",,gma,2023-05-02
" In a joint statement, Marcos and Biden hailed the “remarkable ties of  and shared sacrifice that serve as the foundation of the U.S.-Philippines alliance.”",,gma,2023-05-02
 Marcos' predecessor former President Rodrigo Duterte during his administration enhanced the Philippines' ties with China while reserving strong words against the US.,,gma,2023-05-02
" In early 2020, Duterte ordered the abrogation of the VFA—the agreement which allowed American soldiers to regularly train with their Filipino counterparts in the country.",,gma,2023-05-02
" This developed after the US revoked the visa of his close aide and former police chief now senator, Ronald Dela Rosa.",,gma,2023-05-02
 Marcos said the ties between the Philippines and the United States need to be revisited regularly to make the most out of the friendship and partnership.,,gma,2023-05-02
" ""I was telling the President, it’s very hard to categorize the partnership between the PH and US as one thing. It’s not just in the area of defense... but in terms of trade, in terms of education, in terms of culture, in terms of people-to-people as it  to be known. All of these things have been going on for a hundred years,” Marcos said.",,gma,2023-05-02
 ‘Need to revisit’,,gma,2023-05-02
" “But it still needs to be continually revisited so that we can make the most of our friendship and our partnership. And so that is the world as I see it today and the reasons that  That is why I am very grateful for the invitation of President Biden  to Washington, D.C., and gain the opportunity to meet the leaders of the government,” he added.",,gma,2023-05-02
 Marcos reiterated in the dinner the need for the Mutual Defense Treaty to evolve amid the developing security situation.,,gma,2023-05-02
" ""It should evolve because the situation that we are surrounded with changes and we must evolve with that. Therefore it is extremely important that we have these interactions, it's extremely important that we are constantly  It is extremely important that we understand what it is we are trying to achieve,” Marcos said.",,gma,2023-05-02
 Marcos and Biden affirmed a series of partnerships aimed at strengthening the alliance between Manila and Washington.,,gma,2023-05-02
Key security policy document between PH and US to be released Wednesday - diplomat,,gma,2023-05-02
" A crucial security policy document outlining the future of the Philippines-United States alliance will be released in Washington when President Ferdinand Marcos Jr. visits the Pentagon for a meeting with American defense officials on Wednesday, a senior US embassy diplomat said.   Earlier announced in a White House factsheet following a meeting between US President Joe Biden and Marcos on Monday, the Bilateral Defense Guidelines are seen as an upgrade to the Philippines and America’s security ties as they seek to “institutionalize key bilateral priorities, mechanisms, and processes to deepen alliance cooperation and interoperability across land, sea, air, space, and cyberspace.”   “One thing that  out of this visit and is on track to be made public this Wednesday when President Marcos visits the Pentagon is the first ever Bilateral Defense Guidelines between the US and the Philippines,” said Brett Blackshaw, political counselor at the US Embassy, at a forum hosted by Stratbase-ADR Institute on Tuesday.",,gma,2023-05-02
" “It is a very useful milestone in the alliance, sort of articulating why we have this alliance now.”",,gma,2023-05-02
"Biden to Marcos: Amid challenges, I can't think of better partner than you",,gma,2023-05-02
" WASHINGTON—Amid challenges, US President Joe Biden told President Ferdinand Marcos Jr. that he could not think of a better partner than the Philippine leader.",,gma,2023-05-02
" Biden thus remarked when he  Marcos to the White House on Monday afternoon, Washington time (Tuesday morning, PH time).",,gma,2023-05-02
" “You were with… here with President Reagan with your father… and we  you back,” Biden said.",,gma,2023-05-02
" ""You know, when we met in New York last year, you told me that the strong alliance has to continue... I’m using your phrase, ‘to evolve as we face the challenges of this new century.’ And we are facing new challenges. And I can’t think of any better partner to have than you,” Biden said.",,gma,2023-05-02
 Biden reaffirmed the US'  to defend the Philippines.,,gma,2023-05-02
" “The United States [inaudible] remains ironclad in  to the defense of the Philippines, including the South China Sea,” Biden said in his opening remarks.",,gma,2023-05-02
" A joint statement by the two leaders reiterated that any armed attack on the Philippine armed forces, public vessels, or aircraft in the Pacific would invoke the US mutual  under Article IV of the 1951 Mutual Defense Treaty.",,gma,2023-05-02
" Biden and Marcos also emphasized  to freedom of navigation and overflight in the South China Sea, as they said they believe in the significance of respecting the sovereign rights of states within their exclusive economic zones consistent with international law.",,gma,2023-05-02
" In relation to this, the two leaders expressed support on the right of Filipino fishermen to pursue their livelihood.",,gma,2023-05-02
 Biden also promised to continue supporting the modernization of the Philippines’ military sector.,,gma,2023-05-02
 He described the relations between the US and Manila as a “deep friendship.”,,gma,2023-05-02
" “Mr. President, our countries not only share a strong partnership. We share a deep friendship, one that has been enriched by millions of Filipino-Americans  all across the United States,” Biden said.",,gma,2023-05-02
" They will also review opportunities to deepen economic cooperation and promote inclusive prosperity, expand people-to-people ties, invest in the clean energy transition, and ensure respect for human rights.",,gma,2023-05-02
Marcos meets Joe Biden at White House,,gma,2023-05-02
" WASHINGTON - President Ferdinand ""Bongbong"" Marcos Jr. met US President Joe Biden on Monday afternoon (Tuesday early morning in the Philippines).",,gma,2023-05-02
 Biden  the Philippine president at the White House at almost 3 p.m.,,gma,2023-05-02
" ""Mr. President,  back to the White House. We talked on the way over. It's been a while since you've been here... We  you back,"" Biden said, noting that Marcos was with his father, the late President Ferdinand Marcos Sr., when the former Philippine leader visited the White House during the Reagan administration.",,gma,2023-05-02
" “You were with… here with President Reagan with your father… and we  you back,” Biden said.",,gma,2023-05-02
" ""You know, when we met in New York, you told me that the strong alliance has to continue... while we face the challenges of this new century. And we are facing the challenges and I can't think of a better partner to have than you,"" he added.",,gma,2023-05-02
" In reply, Marcos mentioned the need to strengthen the alliance and the partnership amid the geopolitical issues and the economy after the COVID-19 pandemic.",,gma,2023-05-02
" ""Thank you very much, Mr. President. And as you say, in the difficult times that we are facing ahead of us, we need to find... ways to strengthen our alliances  and partnership in the face of the new economy that we are facing post-pandemic,"" Marcos said in his opening remarks.",,gma,2023-05-02
" ""Beyond that, there are also issues, geopolitical issues that make the region [inaudible] the Philippines is, possibly, arguably the  geopolitical situation in the world right now,"" he added.",,gma,2023-05-02
" Marcos said it was natural for the Philippines to look to its sole treaty partner in the world ""to strengthen and to redefine the relationship that we have and the roles that we play in the face of... tensions that we see now around the South China Sea and the Asia-Pacific and Indo-Pacific region.""",,gma,2023-05-02
" ""So I  very much the opportunity  here to visit with you in White House and to discuss all these terribly important issues,"" Marcos said.",,gma,2023-05-02
" ""We have many things that are new that need to be assessed and again our role as partners in the world—in our worldview of what we are hoping for the future of peace, not only in the Asia-Pacific and Indo-Pacific region but in the whole world,"" he added.",,gma,2023-05-02
" Marcos earlier said among his priority topics during his meeting with Biden was the 1951 Mutual Defense Treaty, which according to him, needed to evolve amid the developing security situation.",,gma,2023-05-02
" Under the pact, Manila and Washington agreed that an armed attack in the Pacific Area on either the Philippines or the US  the countries to act to meet  dangers in accordance with their constitutional processes.",,gma,2023-05-02
" A Reuters report has said that the US government saw the Philippines as a ""key to any effort to counter an invasion of Taiwan by China.""",,gma,2023-05-02
" It said experts believed that Washington has been eyeing Manila to be a potential location for rockets, missiles, and artillery systems which will be used against the Chinese amphibious assault.",,gma,2023-05-02
"Pimentel wants EDCA reviewed, bats for more transparent agreement",,gma,2023-05-01
" The Enhanced Defense Cooperation Agreement (EDCA) must be reviewed to ensure transparency in United States’ use of Philippine military bases, Senate Minority Leader Aquilino “Koko” Pimentel III said Monday.",,gma,2023-05-01
 Pimentel issued the remark ahead of the meeting between President Ferdinand “Bongbong” Marcos Jr. and US President Joe Biden during the Philippine chief executive’s official visit in the United States this week.,,gma,2023-05-01
" “The EDCA should be reviewed. There should be more transparency. There should be more authority on the part of the  or Philippine authorities to check what is stored in our Philippine bases and the use of the area we are allowing the United States military to use,” the senator said over CNN Philippines.",,gma,2023-05-01
" Pimentel, former chairperson of the  on foreign relations, said the sites being used by the US military should not be treated as “restricted areas” which the Filipino military officers cannot inspect.",,gma,2023-05-01
