Text,Annotate,Outlet,Date
"It also seeks to protect persons with autism from discrimination and provide them with equal employment opportunities, as well   in accessing all types of transportation.",,pna,2023-04-27
"“The time is now upang seryosohin ng pamahalaan ang problema sa autism at kumilos na talaga para hanapan ito ng solusyon. Komprehensibong research and development ang kailangan para malaman ang mga susunod na hakbang (It's about time that the government take autism problem seriously, look for a solution. Comprehensive research and development is needed to determine the next step to undertake),"" Tulfo in a statement said.",,pna,2023-04-27
"He noted that while experts in different parts of the world continue to conduct studies and research about autism, they are yet to find a scientific answer as to what causes autism in a baby.",,pna,2023-04-27
"Under his proposed measure, the DOH, in collaboration with other government agencies, is tasked with conducting evidence-based research and epidemiological surveys to determine the cause, find medicine, and provide proper help and government subsidies to the families of persons with autism.",,pna,2023-04-27
"Also, the DOH and the Department of Education (DepEd) are mandated to create a program for early screening and detection for children with developmental delays that can be attributed to autism. This is also a way to ensure that the central PWD (person with disability) registry is updated. (Leonel Abasola/PNA) ",,pna,2023-04-27
Solon: K-3 curriculum to result in exponential learning growth,,pna,2023-04-26
"SCHOOL CALENDAR. House Committee on Basic Education and Culture chairperson Rep. Roman Romulo says the Department of Education (DepEd) must study the proposed return to the old academic calendar when school breaks run from April to May, in a phone patch interview during the Laging Handa public briefing on Wednesday (April 26, 2023). Romulo said several factors must be considered, particularly the existing challenges to schools and learners during rainy season. (Screengrab)",,pna,2023-04-26
"MANILA – The House Committee on Basic Education and Culture on Wednesday agreed on the proposed merging of subjects in the Kinder to Grade 3 (K-3) curriculum, saying it may result in exponential learning growth of learners.  In the Laging Handa public briefing, House Committee on Basic Education and Culture chairperson Rep. Roman Romulo said this will mean more time and opportunity to focus on “functional literacy.” “Agree po ako fully doon sa bagong [proposal], alam niyo po matagal na po naming sinasabi, pagdating sa Grades 1 to 3, kailangan nating bawasan ang subject. Kailangan pong mag-focus tayo sa functional literacy at sa reading, reading, reading, at sa mathematics (I fully agree with the new proposal, you know, we have been saying that for so long that when  to Grades 1 to 3, we need to reduce the subjects. We need to focus on functional literacy and reading, reading, reading, and mathematics),” he said.  The Department of Education (DepEd) earlier proposed a draft intending to merge Araling Panlipunan (social studies) and the Music, Arts, Physical Education and Health (MAPEH) which shall be called Sibika, Kultura, Kasaysayan at Kagalingang Pangkatawan (SIKaP).",,pna,2023-04-26
"The DepEd said the integration hopes to provide learners and teachers “ample time to strengthen functional literacy,” as well as to help learners develop personal and cultural consciousness.  For Romulo, such strategy shall be beneficial in addressing challenges among learners particularly in   “Kasi kailangan talaga ‘yung ating mga mag-aaral ay matutukan natin ang  at mathematics at siyempre ‘yung pakikitungo nang tama sa ibang tao, kasama po talaga ‘yan (Because we truly need to help our learners focus on  and mathematics, and of course, their proper interaction with others, that’s included),” he added.",,pna,2023-04-26
"School calendar Meanwhile, the legislator underscored the need for the DepEd to carefully assess the proposed reverting to the original school calendar due to extreme heat.  “Talagang napakainit po. Hindi naman natin made-deny ‘yun. Kaya talagang may  sa pagpasok, pero ‘wag din nating kalimutan na pagka tag-ulan naman ay mayroon ding kaakibat na challenges ‘yan (It’s indeed hot, we can’t deny that. That’s why there’s  in attending classes but we should not also forget the rainy season has its own challenges),” Romulo said.  “Kapag may baha, kapag malakas ang ulan, may bagyo, marami ring nagkakasakit sa mga panahon na ‘yun (If there’s flooding, if there’s heavy rain, a storm, many are also getting sick during that season),” he said.",,pna,2023-04-26
"He added that if the school break shall be reverted to April and May, significant considerations must be made.",,pna,2023-04-26
"Romulo said the DepEd must consider important factors, such as the school’s resilience to typhoons and flooding, safety and health of learners, continuity of learning activities amid rainy season, and the matching of school calendars with higher education institutions (HEIs).",,pna,2023-04-26
He said the department must coordinate with the Commission on Higher Education since some HEIs have already shifted its academic calendars.,,pna,2023-04-26
"The DepEd has assured the public it is already studying the setup that will be ideal for the learning environment.  DepEd spokesperson Michael Poa also insisted that school heads have the discretion to suspend in-person classes and shift to alternative delivery modes (ADMs).  The DepEd, however, said the proposed acquisition of air conditioners for each classroom in all public schools is not feasible considering the budget restrictions of the education sector. ",,pna,2023-04-26
DepEd: Schools may resort to remote learning during extreme heat,,pna,2023-04-24
PNA file photo,,pna,2023-04-24
MANILA – The Department of Education (DepEd) reiterated on Monday that public schools are allowed to shift to alternative delivery modes (ADMs) should classroom setup is no longer ideal for learning amid the scorching heat.,,pna,2023-04-24
"In a Viber message, DepEd spokesperson Michael Poa said there are no adequate funds to install air conditioning in all classrooms despite having maintenance and other operating expenses (MOOE) in schools.",,pna,2023-04-24
"“Kaya po mariin naming pinapaalalahan ang ating mga school heads na kung hindi na po conducive ang learning environment sa mga paaralan nang dahil sa init ng panahon, maari po silang mag suspinde ng in-person at mag-implement ng ADMs (That’s why we are strongly reminding our school heads that if the learning environment is no longer conducive due to heat, they can suspend in-person classes and implement ADMs),” he said.",,pna,2023-04-24
"Under ADM, learners may continue their classes via online or modular.",,pna,2023-04-24
"The Federation of Parents-Teachers Association earlier said the DepEd must consider putting up air conditioners in all classrooms instead of resorting to ADMs or reverting to the former school calendar when school breaks are effective every April to May.  The DepEd maintained its position to study and assess the possible reverting of school breaks to the summer season following calls from groups and legislators, especially after incidents of heat exhaustion in some schools.  Last March 23, some 83 learners out of 2,121 participating learners in an unannounced fire drill in a school in Cabuyao, Laguna were hospitalized amid unbearable heat.  On the following day, another 32 learners of the same school were brought to the hospital after experiencing dizziness in the middle of the class.  Meanwhile, the Philippine Atmospheric Geophysical and Astronomical Services Administration’s (PAGASA) forecast heat index shows that several areas in the country shall be at “extreme caution” levels, with others set at “danger” levels, from Monday to Friday this week. ",,pna,2023-04-24
Solon calls for foreign language studies in basic education,,pna,2023-04-23
"MANILA – Filipino students can draw inspiration from national hero Jose P. Rizal, who developed a passion to learn foreign languages, according to a resolution filed by House of Representatives Minority Leader Marcelino Libanan.",,pna,2023-04-23
"Libanan’s House Resolution No. 910 urges the Department of Education (DepEd), which is currently conducting a review of the K-12 program, to integrate foreign language studies, other than English, in the school curriculum.",,pna,2023-04-23
"“Our school system by tradition has been teaching Filipino children to emulate and aspire to be like Rizal. We might as well encourage them to study foreign languages, just like Rizal,” the 4Ps Party-list representative said in a news release on Sunday.",,pna,2023-04-23
"Owing to his fascination with foreign languages, Rizal became conversant in Arabic, Catalan, Chinese, Dutch, English, French, German, Greek, Hebrew, Italian, Japanese, Latin, Portuguese, Russian, Sanskrit, Spanish and Swedish.",,pna,2023-04-23
"Vice President and Education Secretary Sara Duterte, in her 2023 Basic Education Report, declared that DepEd intends to revise and improve the K-12 program, with the view to developing lifelong learners who  and job-ready.",,pna,2023-04-23
"In his resolution, Libanan said “the whole world has  a global village with multilingual labor markets, thus creating a strong demand for workers with foreign language skills.”",,pna,2023-04-23
He said exposing young learners to foreign languages “will vastly improve their employability in the global labor markets of the 21st century.”,,pna,2023-04-23
"Global corporations based in the United States, China and Japan – the world’s three largest economies – have been known to prefer hiring staff who can speak a second foreign language besides English, Libanan pointed out.",,pna,2023-04-23
"Prior to the Covid-19 pandemic, the Philippines deployed 2,150,000 workers to overseas labor markets in 2019, or an average of 5,890 every day, according to the Department of Migrant Workers.",,pna,2023-04-23
The number of Filipino workers deployed abroad has since dropped to less than one million yearly.,,pna,2023-04-23
"Despite the deployment slump, the World Bank estimates that the Philippines received up to USD38 billion (PHP2.12 billion) in cash remittances from all channels in 2022, making the country the world’s fourth-largest recipient of money from overseas workers, after India, Mexico and China. ",,pna,2023-04-23
Wescom helps distribute 3.5K laptops to Palawan public schools,,pna,2023-04-19
"MANILA – The Puerto Princesa, Palawan-based Western Command  has assisted the Department of Education (DepEd) in transporting some 3,542 laptops that will be used by public schools in the province.",,pna,2023-04-19
"In a Facebook post Tuesday, Wescom said the laptops were delivered to Puerto Princesa International Airport last April 13 by an Air Force C-130 ""Hercules"" cargo aircraft.",,pna,2023-04-19
"""The AFP (Armed Forces of the Philippines) Wescom facilitated the safe transport of the  that are set to benefit 77 schools all over the province of Palawan. (Some) 46 units will be distributed per school to support the teaching and learning needs of the students,"" it added.",,pna,2023-04-19
"In the post, Wescom said its subordinate units -- Tactical Operations Wing (TOW) West, 3rd Marine Brigade, and Headquarters Support Company -- provided four military trucks to haul the  from the air base to the DepEd Schools Division Office in Puerto Princesa City.",,pna,2023-04-19
"""The  are part of DepEd’s Computerization Program for Fiscal Year 2021. DepEd made the repeat order to support the different schools previously affected by Typhoon Odette during its onslaught more than a year ago,"" it added.",,pna,2023-04-19
Wescom said it will continue to take an active role not just in peace and security but also in nation building and development with education as one of the crucial requisites.,,pna,2023-04-19
"Meanwhile, the Philippine Navy through its Naval Forces Eastern Mindanao (NFEM), provided DepEd a ship to transport some 5,149 laptops to its Dinagat Island Division last April 16.",,pna,2023-04-19
"In a Facebook post, NFEM said it deployed BRP Tagbanua (LC-296) for this particular sealift mission.",,pna,2023-04-19
"""BRP Tagbanua, is the Navy ship under the operational control of Naval Task Force 71 which undertook the sealift mission from Surigao City pier to Port of San Jose, Dinagat Island. Also, PN Reservists and PA (Philippine Army) personnel in Dinagat Island, Surigao Del Norte joined forces in the loading and unloading of the DepEd laptops,"" it added.",,pna,2023-04-19
NFEM said these laptops are intended for the use of teachers and teaching staff of public schools and field offices of the DepEd Dinagat Division.  ,,pna,2023-04-19
House reso seeks comprehensive study on student suicides,,pna,2023-04-18
MANILA – The government must conduct an in-depth assessment  study on the state of mental health among students in the wake of a reported rise in suicide cases among the youth during the pandemic.,,pna,2023-04-18
Deputy Speaker Camille Villar filed House Resolution No. 900 to determine the extent of the mental health crisis among the youth and pave the way for targeted interventions.,,pna,2023-04-18
"“There is a need to conduct an in-depth assessment of  study by relevant government agencies - such as the Department of Health, Department of Education (DepEd) and the Philippine Statistics Authority - on the present state of mental health of the country’s education sector in particular, and the overall population in general, to address immediate needs in a bid to establish more mental health units in schools, hospitals, or rural health units, among other measures,” the Las Piñas lawmaker said in a statement on Tuesday.",,pna,2023-04-18
"“There is also an urgent need to have a proactive effort to promote their mental health and well-being, and prevent mental health disorders and improve the overall mental health access and therapist services in schools  to address the apparent mental health crisis in the education sector,” she added.",,pna,2023-04-18
Villar cited findings by the DepEd which showed that more than 400 student suicides happened in the 2021-2022 academic year.,,pna,2023-04-18
"She said of the country’s 28 million young learners in public schools, a total of 775,962 sought the assistance of guidance counselors during the period, with bullying  about 8,000 of those numbers.",,pna,2023-04-18
"Meanwhile, two surveys conducted by the World Health Organization in 2015 and 2019 among teenage students showed an upward trend in suicidal thoughts among learners even before the pandemic.",,pna,2023-04-18
"In the 2015 Global School-based Student Health Survey among Filipino children aged 13-17 or those typically on Grade 7 to Grade 10, about 11.6 percent of the respondents said they “seriously considered” attempting suicide during the 12 months before the survey, while 16.2 percent attempted suicide one or more times in that period.",,pna,2023-04-18
"On the other hand, a 2019 study showed that 23.1 percent of respondents have “seriously considered” attempting suicide while a slightly higher percentage of surveyed students (24.3 percent) attempted suicide “one or more times” during the 12 months before the survey.",,pna,2023-04-18
The percentage of students who said that they “did not have any close friends” also grew to 5.9 percent in 2019 from 4.3 percent in 2015.,,pna,2023-04-18
"A separate research conducted by the University of the Philippines Population Institute indicated that close to 1.5 million young Filipinos tried taking their lives in  with 574,000 young people who tried in a 2013 study.",,pna,2023-04-18
"Overall, 3.3 percent of the population or some 3.3 million Filipinos live with depression and the suicide mortality rate is 3.2 per 100,000 population.",,pna,2023-04-18
"“The collective health of citizens greatly affects the success of their overall socio-economic development, as well as their access to education and other basic services,” Villar said.",,pna,2023-04-18
"“Thus, we must look into the status of the seeming mental health crisis afflicting the education sector in order to institutionalize targeted interventions, raise mental health awareness and determine the mental health crisis afflicting students.” ",,pna,2023-04-18
Motorists urged to ‘stop for children’,,pna,2023-04-16
"STOP FOR CHILDREN. Private group ImagineLaw urges motorists to respect traffic law and stop for children. The Philippine Statistics Authority said at least 1,670 Filipino children are killed by road crashes every year.  (PNA file photo)",,pna,2023-04-16
"MANILA – The Department of Education (DepEd) and the Department of Health (DOH) on Sunday, together with a private group championing road safety, urged all Filipino motorists to share the road and stop for children.",,pna,2023-04-16
"In a news release, ImagineLaw urged drivers to observe traffic rules, drive under the speed limit, and abide by road safety policies to avoid road crashes that oftentimes lead to casualties involving children.",,pna,2023-04-16
"“Hindi pwedeng hari-harian sa kalsada,” said Daphne Marcelo, the group’s project manager for road safety. “We need to learn how to build  and a road system that protect vulnerable road users, especially children.”",,pna,2023-04-16
"The groups made the call during DOH’s “Pista ng Kalusugan” (Festival of Health), an outdoor festival promoting Filipinos’ health and well-being at Quezon Memorial Circle during the weekend.",,pna,2023-04-16
DepEd Assistant Secretary Dr. Dex Galban and DOH Health Promotion Bureau chief Rodley Carza joined the call.,,pna,2023-04-16
"Records from the Philippine Statistics Authority said at least 1,670 Filipino children are killed by road crashes every year.",,pna,2023-04-16
"Last month, a 5-year-old was killed by a passing truck in Taguig City.",,pna,2023-04-16
"“We need to work together in building a set of solutions to end this epidemic: safer driving behavior, better infrastructure for  and drivers, and strict and sensible enforcement of traffic rules,” she also said. ",,pna,2023-04-16
Companies urged to hire high school graduates,,pna,2023-04-15
MANILA – The Catholic Educational Association of the Philippines (CEAP) on Saturday urged the business sector to consider hiring senior high school (SHS) graduates.,,pna,2023-04-15
"Jose Allan Arellano, CEAP executive director, expressed hope that  would also give employment opportunities to those who  SHS.",,pna,2023-04-15
"""One of the keys is to ensure proper training of SHS graduates. But the greater solution is encouraging the business sector to expand or create more opportunities,"" he said in an interview over Church-run Radio Veritas.",,pna,2023-04-15
Arellano made the appeal as most firms choose college graduates over their SHS counterparts.,,pna,2023-04-15
"""If they are faced with applicants, who  straight from SHS and those who have tertiary education, they tend to get the one with better skills and educational background,"" he said. ""If there are less opportunities in the business sector and more job applicants, the ones who suffer are those with less experience and years of education."" ",,pna,2023-04-15
The Department of Education (DepEd) reported that only 10 percent of SHS graduates were employed.,,pna,2023-04-15
It added that 83 percent of these graduates choose to pursue higher education. ,,pna,2023-04-15
"DepEd, NTF-ELCAC warn teachers, youth vs. front groups' agitators",,pna,2023-04-04
"ATTACK PATTERNS. The Department of Education and National Task Force to End Local Communist Armed Conflict on Tuesday (April 4, 2023) condemned the attacks  groups, affecting over 64,000 learners. The series of attacks happened in close proximity to schools. (PNA photo by Joseph Razon)",,pna,2023-04-04
"MANILA – The Department of Education (DepEd) and National Task Force to End Local Communist Armed Conflict (NTF-ELCAC) on Tuesday warned public school teachers and the youth to remain vigilant in joining groups that are considered legal fronts  groups.  The agencies made the warning following tirades of the Alliance of Concerned Teachers (ACT) against DepEd amid terrorist attacks in Masbate, Camarines Sur and Rizal.  In a press conference, DepEd spokesperson Michael Poa said that although it is not illegal to join organizations, it is important to identify the organizations' nature.  ""No, we will not abridge the freedom of our teachers to join these organizations or for these organizations to conduct their activity whatever they want. But kahit papayagan natin sila sa activities nila dahil di naman natin sila mapipigilan (even if we allow them in their activities because we cannot stop them), we will not condone teachers  or engage in criminal activities,"" he said.  Officials discussed their stance on organizations like the ACT, which is said to be ""linked to underground mass organizations.""  ""That's why I call on the teachers, including those who are members of the ACT, to be more vigilant. They should be discriminating. And try to understand, evaluate them and check their profile for themselves, as to where their leaders are directing them. Listen to what they are saying,"" NTF-ELCAC executive director Ernesto Torres Jr. said.  Torres said that although the majority of ACT members are not part of the underground propaganda, the profile and intent of its core leaders must be tested.  ""Majority of them are not really aware that they are supporting the underground mass organization which is KaGuMa. KaGuMa is Katipunan ng mga Gurong Makabayan... Their core leaders in ACT, we can confidently say that they are part of KaGuMa, that they are party members of the CPP-NPA-NDF. So what we should be dealing with are those agitators within the ACT,"" he said.",,pna,2023-04-04
"The NTF-ELCAC described agitators as individuals or leaders who operate with the intent to agitate others, leading them to doing something criminal or socially unacceptable.  Attack patterns in peace zones  Meanwhile, the DepEd and NTF-ELCAC expressed serious concern about the recent attacks of the New People's Army (NPA) near schools, which should be considered peace zones.  Torres said a pattern was observed in these attacks. ""The NTF-ELCAC is really alarmed and horrified by the pattern of ruthless indiscriminate attacks of the Communist Party of the Philippines and the New People's Army near our public schools in flagrant and utter disregard for the welfare and safety of thousands of young pupils, mentors, and  he said.   The observed pattern includes the placing of CPP-NPA propaganda banners in areas just a few hundred meters away from schools.  Torres said government armed forces are mandated to take down such propaganda materials.",,pna,2023-04-04
"However, upon their removal, soldiers ended up being harmed by improvised explosive devices, he said. ""Targeting them as places to ambush government troops and initiate firefights deserves the strongest condemnation by the entire country,"" he added.  Torres said this is not a single incident, but a series of attacks particularly with five reported attacks in Masbate, and another same pattern in Camarines Sur.  The reported attacks started as early as January this year. ""Grabe naman 'yung trauma, I think, na naramdaman ng ating learners, teachers, and non-teaching personnel noong nagpuputukan na sa labas ng ating paaralan (The trauma, I think, are worse for our learners, teachers and non-teaching personnel while firefights happen outside their schools),"" Poa said.  According to DepEd, around 64,237 learners and 3,133 personnel in 165 schools in Masbate, Camarines Sur and Rizal were affected by the temporary suspension of in-person learning following the reported terrorist attacks.  Learners were then shifted to alternative delivery modes.  The DepEd assured to intensify intergovernmental coordination to ensure the safety of learners.  ""Mayroon na tayong dina-draft right now na MOA with PNP. So that is something na kapag na-finalize (We are already drafting a memorandum of understanding with the Philippine National Police right now. So that's something once finalized), we would like to announce to the public,"" Poa added.  The two agencies urged the youth and teachers to remain vigilant in schools and in joining groups that may have questionable intent in the long run. ",,pna,2023-04-04
VP Sara: ACT Teachers ‘setting trap’ to revive peace talks,,pna,2023-03-30
(PNA file photo),,pna,2023-03-30
"MANILA – Vice President and Education Secretary Sara Duterte on Thursday said the Alliance of Concerned Teachers (ACT) seemed to be setting a ""trap"" for the government to reviving peace talks  rebels.",,pna,2023-03-30
The education secretary made the statement following calls from ACT Teachers Rep. France Castro for an independent probe by forensic experts on the March 22 clash at a nearby school in Barangay Locso-on in Placer town that injured two soldiers.,,pna,2023-03-30
"In a statement, Duterte said that the call to verify reports only proves the ""duplicity"" of the ACT Teachers.",,pna,2023-03-30
"""I am glad that France Castro confirmed that ACT Teachers is, without a doubt, a fake representative of learners, educators, and other members of the education sector in Congress with her continued refusal to publicly and explicitly condemn the New People’s Army’s violence in Masbate,"" Duterte said.",,pna,2023-03-30
"""That ACT Teachers is a sham and truly does not represent the education sector in Congress was even validated by her call for ‘forensic experts’ and the Commission on Human Rights to 'see the real perpetrators of the gun firing near the schools',"" she added.",,pna,2023-03-30
Duterte said Castro's remarks intend to cast a doubt on official reports on the Masbate incident.,,pna,2023-03-30
"""It’s no longer surprising that Castro would insinuate that government forces were behind the March 22 bomb explosion in Locso-an that wounded two government soldiers,"" she said.",,pna,2023-03-30
"Duterte was referring to reports of a sighting of NPA elements in a nearby school in Barangay Locso-an, Placer town.",,pna,2023-03-30
"She noted that instead of responding to her challenge to ""publicly condemn the NPA,"" Castro somehow came up with the idea of reopening peace talks.",,pna,2023-03-30
"""No, the Masbate violence does not highlight the need for the resumption of the peace talks... May I respectfully warn the Marcos administration not to fall into this trap,"" the vice president said.",,pna,2023-03-30
"The education chief insisted that peace negotiation efforts are meaningless when  to terrorist groups, which ""thirst"" for the blood of their fellow Filipinos.",,pna,2023-03-30
"In the end, the education chief urged the public to cooperate with the government to ensure the welfare of learners.",,pna,2023-03-30
"""It highlights the need for our collective effort as a nation to protect our learners from threats brought by groups like the NPA,"" she said.",,pna,2023-03-30
"The education secretary earlier called out the ""diversionary"" approach of the ACT group amid terrorist attacks in Masbate, as it came up with suggestions to hire 30,000 teachers and allot PHP100 billion annually for the building of classrooms.",,pna,2023-03-30
"The Department of Education (DepEd), meanwhile, assured the public it will address problems in the education sector through traditional and innovative solutions.",,pna,2023-03-30
"For this school year, around 9,650 teaching personnel are expected to be hired, according to the DepEd. ",,pna,2023-03-30
"Harmonization of DepEd, CHED, TESDA education policies pushed",,pna,2023-03-30
"MANILA – Senator Sherwin Gatchalian has filed a measure seeking to strengthen the country’s educational system through the creation of the National Education Council (NEDCO) that will promote a culture of long-term, strategic and collaborative planning among the three education sub-sectors.",,pna,2023-03-30
"In a press statement Thursday, Gatchalian said Senate Bill No 2017, or the National Education Council Act, shall create the NEDCO to institutionalize a system of national coordination, planning, monitoring, evaluation and management among the Department of Education (DepEd), the Commission on Higher Education (CHED), and the Technical Education and Skills Development Authority (TESDA).",,pna,2023-03-30
"In pushing for the measure, the chairperson of the Senate Committee on Basic Education said the tri-focalization of the country’s education system in 1994 – CHED to handle higher education; TESDA to handle technical and vocational education; and DepEd to focus on basic education covering elementary and secondary levels – was intended for the agencies to focus on their basic mandates to deliver and produce the  expected of them.",,pna,2023-03-30
"“While tri-focalization led to greater focus and depth in sub-sectors’ planning and implementation of development programs, the Presidential Commission on Educational Reform (PCER) created in 1998 flagged how it resulted in possible overlaps, gaps, inconsistencies in and non-alignment of policies, plans, and programs,” Gatchalian said.",,pna,2023-03-30
"He said that through the proposed NEDCO, the country will strengthen the coordination among different government agencies to uplift the quality of education.",,pna,2023-03-30
"SB 2017 seeks the formulation of a national education agenda, which shall be anchored on national development plans.",,pna,2023-03-30
"It shall establish, among others, the country’s strategic vision for education, long-term and medium-term goals, strategies for a coordinated and coherent implementation, and  on the corresponding investments and appropriations.",,pna,2023-03-30
"The NEDCO’s powers and functions will include the implementation of an action agenda for the development of the country’s capacity for and success in education as measured by indices and measures such as the National Achievement Test, Program for International Student Assessment, Education Index, Education for All Development Index, and others it may deem appropriate in measuring growth and development of the education sector.",,pna,2023-03-30
"The three sub-sectors, concerned government agencies and concerned stakeholders shall  with the national education agenda, and shall incorporate its pertinent policies in their respective programs.",,pna,2023-03-30
"Under the proposed measure, the President of the Philippines will be the chairperson of NEDCO while the DepEd Secretary, CHED chairperson, and TESDA Director-General will serve as co-chairpersons.",,pna,2023-03-30
"Other members of the Council will include the Senate President, the Speaker of the House of Representatives and selected members of the Cabinet.",,pna,2023-03-30
"The bill further provides that the national education agenda shall have a minimum five-year horizon, to be updated annually and reviewed periodically by the NEDCO. ",,pna,2023-03-30
"Return of school vacation to April, May under study: DepEd",,pna,2023-03-29
MANILA – The Department of Education (DepEd) on Wednesday said it will study calls to revert school breaks to the old or pre-pandemic setup.,,pna,2023-03-29
"In a Viber message, DepEd spokesperson Michael Poa said the department will look into the matter amid summer heat-related risks.",,pna,2023-03-29
"“We will take note of the suggestions and study the matter,"" he said.",,pna,2023-03-29
"Poa initially said department has ""no plans"" to revert the school breaks from April to May.",,pna,2023-03-29
"Senator Sherwin Gatchalian earlier called to bring back the June to March school calendar, considering the risks of heat exhaustion during the summer months.",,pna,2023-03-29
"Likewise, Alliance of Concerned Teachers (ACT) chairperson Vladimer Quetua said that classes were found to suffer from the harsh heat effect, based on a virtual survey conducted from March 24 to 27.",,pna,2023-03-29
"""Hindi mapalagay ang mga bata at hindi makapakinig sa leksyon, nagkukumpulan sila sa electric fan, laging nagpapaalam na pupunta sa canteen para uminom ng tubig, mga pawis na pawis at pagod na pagod (The learners feel uneasy and unable to focus in classes, they gather near the electric fan, and they keep on asking to go to canteens to drink water, they are sweating and tired),"" he said.",,pna,2023-03-29
"In the said survey, 87 percent of the 11,706 public school teachers attested that learners are having a hard time focusing due to ""intolerable"" heat.",,pna,2023-03-29
"Poa, however, said that schools have the option to resort to blended learning if the school setup.",,pna,2023-03-29
"""School heads have the discretion to suspend in-person classes and immediately switch to ADM (alternative delivery modes) or blended learning if the environment is not conducive to learning,"" he added.",,pna,2023-03-29
"Last March 23, 83 out of 2,121 participating learners from Grades 8, 9, 11 and 12 were reported to be hospitalized following an unannounced fire drill in Cabuyao, Laguna which was conducted amid scorching weather.",,pna,2023-03-29
"""Some learners showed signs of difficulty in breathing. Immediately, these learners were separated from the rest and were stationed at the First Aid Tent. After around 10 minutes, the learners were told to go back to their classrooms with their subject teachers,” the DepEd said.",,pna,2023-03-29
"""Other learners who showed similar symptoms from heat exhaustion were given immediate attention by their teachers while other school personnel requested an ambulance from the Barangay Mamatid Office to bring these learners to the nearest health facilities for further medical attention,"" it added.",,pna,2023-03-29
"On March 24, 32 learners were also brought to the hospital due to dizziness during a regular class, which later on led to the suspension of classes in Cabuyao.",,pna,2023-03-29
"Weather and health authorities cautioned the public to take precaution as the country will continue to see sizzling temperatures, with this year's highest heat index logged at 47 degrees Celsius in San Jose, Occidental Mindoro on March 25.",,pna,2023-03-29
"Heat index, also known as “human  index,” refers to the apparent temperature being felt by humans.",,pna,2023-03-29
"The DepEd, meanwhile, assured to make inquiries on the activity to improve the conduct of the unannounced drills in schools moving forward.",,pna,2023-03-29
"Under DepEd Order No. 53, series of 2022, unannounced fire and earthquake drills are required to be conducted in public schools nationwide. ",,pna,2023-03-29
"VP Sara to ACT: Don't play victim, condemn NPA attacks in Masbate",,pna,2023-03-29
"MANILA – Vice President and Education Secretary Sara Duterte on Wednesday urged the Alliance of Concerned Teachers (ACT) to stop using the ""victim card"" and condemn the terrorist attacks of the New People's Army (NPA) in Masbate, which have affected learners.",,pna,2023-03-29
"Duterte made the remark after the group accused her of red-tagging following  on the group's ""unrealistic and impossible"" requests.",,pna,2023-03-29
"""Part of its deceptive tactic when stripped down of its intentions – with its real political agenda exposed to the public – is to conveniently hide under the blanket of red-tagging,"" she said. ""ACT Teachers should stop dropping the victim card around the table whenever they are exposed as sympathizers and supporters of the NPA, the Communist Party of the Philippines, and the National Democratic Front of the Philippines.""",,pna,2023-03-29
"Duterte added that it is with great urgency to expose the group's intention, having been a ""fake representative of learners and teachers.""",,pna,2023-03-29
"""The real victims here are the learners, and the Department of Education is pouring in all our efforts to solve the problem,"" she said.",,pna,2023-03-29
"The ACT earlier called on the Department of Education (DepEd) to hire 30,000 teachers and allot PHP100 billion in funds for the building of classrooms annually.",,pna,2023-03-29
"The education chief, however, criticized the timing of the request, saying it was a diversion from the supposed issue of the alarming terrorist attacks in Masbate.",,pna,2023-03-29
