Text,Annotate,Outlet,Date
"He said “cash assistance” includes access to education, identity papers, health, livelihood training, and even infrastructure.",,rappler,2023-05-01
"But to  who are not active in BTA governance affairs, Purisima’s list of services are things expected of the government. ",,rappler,2023-05-01
They see this as separate from the ,,rappler,2023-05-01
"Macapaar is part of the BTA, a special  He campaigned for plebiscite approval of the law that created BARMM. But his province, Lanao del Norte, blocked the six towns that wanted to  join the expanded autonomous region.",,rappler,2023-05-01
"If a BTA member like Macapaar has a wrong notion of cash assistance, then the government’s peace drive has a problem.",,rappler,2023-05-01
The confusion over the  package is not new. Senators discussed this at a 2019 budget hearing for the OPAPRU. ,,rappler,2023-05-01
"On the sidelines of the event, Rappler interviewed 28-year-old Razak Ito Casan.",,rappler,2023-05-01
"Casan, the son of another  applied for a birth certificate. ",,rappler,2023-05-01
But he rejects the idea of  He does not understand the need for identity documents. ,,rappler,2023-05-01
"Asked about prospects for child his pregnant wife is carrying, Casan said it is best if his son learns about fighting for family and homeland.",,rappler,2023-05-01
"“Pagod na ako sa mga pangako ng gobyerno. Mas marami pang mas matatanda kaysa sakin; sila muna ang mauna, ako ayoko  (I am tired of the government’s promises. Let the others, the older ones, go ahead. I will not join the ",,rappler,2023-05-01
"The International Crisis Group (ICG) report, “Southern Philippines: Making Peace Stick in the Bangsamoro,” released on Monday, May 1, described the peace process as both on track and in peril.",,rappler,2023-05-01
"It praised some moves following the signing of the Comprehensive Agreement on the Bangsamoro (CAB), citing initiatives  health during and after the COVID-19 pandemic.",,rappler,2023-05-01
"But it described normalization efforts as “sputtering,” due to budget concerns and “political realities”.",,rappler,2023-05-01
The ICG said fulfilling the normalization process of the peace agreement is an urgent task.,,rappler,2023-05-01
"The Bangsamoro Autonomous Region in Muslim Mindanao (BARMM) will hold its first regular parliamentary elections in 2005, marking the start of full regional autonomy.",,rappler,2023-05-01
"Already, there are signs of conflict between Muslim traditional politicians and the new-to-governance senior leaders of the MILF. ",,rappler,2023-05-01
"There have also been clashes among clans within the MILF. And even among the MILF leadership, ethnic clashes have derailed needed aid, causing disgruntlement.",,rappler,2023-05-01
"The ICG stressed the need to accelerate normalization, which includes the disarmament of rebels and militia. ",,rappler,2023-05-01
It stressed that disarmament should not just be limited to  but also the known private armies of traditional political warlords.,,rappler,2023-05-01
"“The clans often employ what amount to private armies: some of the violence in the region can be traced to tussles between them and the ex-rebels. Although these militias pose no threat to national security, Manila needs to get serious about dismantling them,” the ICG warned.",,rappler,2023-05-01
There are also issues over the arms target for ,,rappler,2023-05-01
"At the close of 2022, the government had   around 62% of the total rebel force.",,rappler,2023-05-01
"But the third-party Independent  Body and the government only received 4,625 weapons – representing just over 18% of the ",,rappler,2023-05-01
Purisima on April 27 said the government intends to   in Phase 3. ,,rappler,2023-05-01
"The Phase 4 target he said, is around 14,000 – 5,000 in 2023 and 9,000 next year. ",,rappler,2023-05-01
"“There are lots of programs and documents intended for  that’s why this will take time,” he explained.",,rappler,2023-05-01
"The MILF, which claims  listed a total of 7,200 firearms for  ",,rappler,2023-05-01
Hardly anyone believes the group has only that number of weapons.,,rappler,2023-05-01
"But the government previously agreed to set aside from  borrowed firearms, creating a big loophole. ",,rappler,2023-05-01
It is also a potential source of trouble as nobody is registering the guns on loan.,,rappler,2023-05-01
"The military suggests a 1:1 ratio in guns and  which would raise the fourth phase target to 9,000 to 10,000 firearms, but it is unlikely to get that.",,rappler,2023-05-01
No time to lose,,rappler,2023-05-01
The ICG gave these ,,rappler,2023-05-01
"The last thing the government wants is to give an impression of a new elite while the grassroots struggle with unfamiliar peacetime status, and simmer because they have been sidelined in receiving peace dividends, a senior NGO worker familiar with the peace process told Rappler on April 30. ",,rappler,2023-05-01
"Traditional politicians are using the slow pace of aid to siphon off support from the MILF, he added.",,rappler,2023-05-01
"“The government should not underestimate the personal stakes for all these people,” said the NGO peace expert.",,rappler,2023-05-01
"The Bangsamoro Organic Law (BOL) was ratified on January 25, 2019, creating the Bangsamoro Autonomous Region in Muslim Mindanao (BARMM). ",,rappler,2023-05-01
"In its first year, the BTA was tied to the year’s budget of its smaller predecessor, the Autonomous Region in Muslim Mindanao",,rappler,2023-05-01
"In its second year, the COVID-19 pandemic swept the country, interrupting the hiring process and implementation of projects.",,rappler,2023-05-01
"As normalization limped along,  targets languished. ",,rappler,2023-05-01
But not all of the delays can be blamed on COVID-19. ,,rappler,2023-05-01
"The ICG said the parliament passed only three of the seven “priority codes” that need to replace former laws governing elections, regional government, education, the civil service, and other local matters.",,rappler,2023-05-01
The MILF leaders now overseeing BARMM acknowledge the need to improve absorptive capacity for funding opportunities. ,,rappler,2023-05-01
"In 2020, BARMM had barely touched half of its P63 billion block grant. ",,rappler,2023-05-01
Its parliament passed a P85.3-billion 2023 budget for the special administrative region.,,rappler,2023-05-01
"Like Casan,  could balk at  unless normalization programs transform life in their former guerrilla camps.",,rappler,2023-05-01
"“Some former MILF fighters have not received the socio-economic assistance packages the government pledged to give them,” the report pointed out. ",,rappler,2023-05-01
"“Much of the Bangsamoro is economically depressed, and the MILF camps need significant support in order to develop” into  integrated into economic and civic life, said ICG.",,rappler,2023-05-01
Macapaar also hinted at ethnic fault lines within BARMM.,,rappler,2023-05-01
"“I am the one only recognized in BARMM,” he said. “Nobody here is.”",,rappler,2023-05-01
"“When I go to the national government, they tell me to go to BARMM. When I go to BARMM, they say we are not part of it,” he explained.",,rappler,2023-05-01
"“I tell the government, we are not just fighters for the Muslims. We fight also for the government,” Macapaar said. “Unless we are not wanted.” ",,rappler,2023-05-01
Returning Filipinos grapple with reverse culture shock,,rappler,2023-04-30
"MANILA, Philippines – Are you among the many Filipinos who want to move to another country?",,rappler,2023-04-30
The results of a 2022 Social Weather Stations (SWS) survey showed that 17% of adult Filipinos aspire to live abroad.,,rappler,2023-04-30
Much has been said about the adjustments required while trying to find a sense of belonging in a foreign country. ,,rappler,2023-04-30
"However, the phenomenon of reverse culture shock – when, after spending an extended amount of time in a different culture, one needs to re-learn the old ways upon returning to their home country – is also very real.",,rappler,2023-04-30
"Steph Palallos spent more than four years living in Spain, studying a Masters degree in Creativity in Santiago de Compostela, followed by a baccalaureate in Fine Arts in Barcelona, and working on side hustles. ",,rappler,2023-04-30
"She says her first time living away from her family and alone abroad was life-changing. “I was like a sponge, exploring different things and talking to a lot of different people from different countries. My entire world changed!” Living independently, she felt the most free in her life.",,rappler,2023-04-30
"But after realizing that she wanted to be a practicing artist, Palallos decided that her story in Spain  to an end, and she returned to the Philippines.",,rappler,2023-04-30
"She admits the transition was difficult. After a month back in their family home, she moved to her own apartment.",,rappler,2023-04-30
Van Tenorio-Davidon spent four years in Vietnam working her way up the ladder of a  firm. ,,rappler,2023-04-30
She came home to visit family on Christmas holidays. She became accustomed to living alone and managing her personal space her own way. ,,rappler,2023-04-30
"Even after she decided she wanted to shift to the nonprofit sector, she actively looked for work still in her adopted country.",,rappler,2023-04-30
"But the opportunity to work with Smile Train, a charitable organization dedicated to children with clefts, came, and Davidon campaigned aggressively for it. The regional role brought her back to the Philippines in 2021.",,rappler,2023-04-30
"Aside from the nature of the role, another factor in her decision to take the job and move back was the lessons from the COVID-19 pandemic – the realization that everything is fleeting, and the future is uncertain. ",,rappler,2023-04-30
The move necessitated a big adjustment for her and the family she had left behind. ,,rappler,2023-04-30
"Although Davidon had previously lived in the family home for many years with her father, teenage daughter, sister, and her family, somehow, suddenly, it felt different. She had to contend with keeping everyone apprised of her whereabouts.",,rappler,2023-04-30
She was also soon lulled into the familiar: having someone to depend on to clean and cook. ,,rappler,2023-04-30
"After several months, Davidon and her daughter moved to their own place. This move was not without some drama. Her daughter is the eldest granddaughter, and it took time for her father to warm up to the idea.",,rappler,2023-04-30
"Eizaleen Fusingan-Lappay, a licensed professional teacher, psychometrician, and psychologist at MindNation, said reverse culture shock is a normal and valid feeling after getting used to living abroad. ",,rappler,2023-04-30
"Lappay said the key is to find a balance between having a great deal of independence and setting boundaries for yourself and the collective Filipino culture, which has fuzzy boundaries.",,rappler,2023-04-30
"She advised that making sense of one’s experience of living abroad and the life one wants to establish back in the Philippines will take some time. And so, it’s important to be patient throughout the transition.",,rappler,2023-04-30
"Palallos enrolled in the Master of Fine Arts program at the University of the Philippines Diliman, as suggested by a friend, and in the process, found the  she had long been searching for.",,rappler,2023-04-30
"“We met through time spent getting to know each other’s art. It was so natural, not forced,” she told Rappler.",,rappler,2023-04-30
"Since the pandemic, she had to give up the freelancer life and join the corporate world, working remotely – a stable source of  that gives her security to pursue her passion.",,rappler,2023-04-30
"“Unless you’re an established artist who holds exhibits regularly, you cannot live off your art,” Palallos said candidly.",,rappler,2023-04-30
She now finds fulfillment in making art and contributing to society through animal welfare initiatives.,,rappler,2023-04-30
"As for Davidon, living with her daughter, now in the middle of puberty, was an adjustment for them both: the mother is set in the ways she wants the house kept, and the daughter is used to  But they are making it work.",,rappler,2023-04-30
Davidon cannot deny that her decision to work in the charity sector has been very fulfilling.,,rappler,2023-04-30
"Through this advocacy, she feels that she is contributing in a direct way to improving society and making a positive impact on people’s lives. She hopes that this is the last job she will have to hold and that she will work there until she has to retire.",,rappler,2023-04-30
"According to Lappay, it is not surprising that, after achieving self-actualization, one would find another goal to pursue. After all, the process is cyclical.",,rappler,2023-04-30
It may be the idea of home rooted in family or  that pulls Filipinos back to the Philippines. It’s true what they say: home is where the heart is.,,rappler,2023-04-30
"“Each person’s journey is different,” Lappay said. “Embrace it.” ",,rappler,2023-04-30
Mari-An Santos is an Aries Rufo Journalism fellow.,,rappler,2023-04-30
What you need to know about EDCOM II that aims to fix learning crisis,,rappler,2023-04-25
"MANILA, Philippines – A World Bank report revealed that 9 in 10 Filipino students aged 10 are struggling to read simple text. Education experts cited overworked teachers as among the reasons behind the Philippines’ high level of learning poverty.",,rappler,2023-04-25
"The Second Congressional Commission on Education or EDCOM II, which was created through Republic Act (RA) 11899, aims to address education woes. It was created to conduct a national review of the country’s education sector after the COVID-19 pandemic had taken a toll on learning.",,rappler,2023-04-25
"“Batas na po ang EDCOM II! Para iangat ang kalidad ng edukasyon, hindi na natin maaaring ipagpaliban ang pagpapatupad ng mga kinakailangang reporma,” Senator Sherwin Gatchalian, the bill’s sponsor and co-author, said in a tweet on July 26, 2022. The bill lapsed into law on July 23, 2022. ",,rappler,2023-04-25
"(EDCOM II is already a law! To improve the quality of education, we cannot delay the implementation of the learning reforms.)",,rappler,2023-04-25
"According to its website, EDCOM II was created for a “comprehensive national assessment and evaluation of the performance of the Philippine education sector for the purpose of  transformative, concrete and targeted reforms in the sector with the end in view of making the Philippines  in both education and labor markets” from 2023 to 2025. ",,rappler,2023-04-25
"EDCOM II is the successor of EDCOM I, which was created on June 17, 1990 through a joint Resolution of the Eighth Philippine Congress. ",,rappler,2023-04-25
"It is being co-chaired by Gatchalian, Senator Chiz Escudero, Pasig City Lone District Representative Roman Romulo, and Baguio City Lone District Representative Mark Go. It is  of representatives from the private sector. ",,rappler,2023-04-25
"According to RA 11899, EDCOM II has the following functions.",,rappler,2023-04-25
The creation of EDCOM II would provide government education institutions a different perspective on the gravity of the problems and proposed solutions. ,,rappler,2023-04-25
"“Looking from the outside through an inside. The DepEd is a huge government body, and we want to create a separate independent body looking at the problems from the outside. The concept here is getting an independent body looking inside and getting experts to help that body to analyze the problems and look for solutions,” Gatchalian said in a Rappler interview last February. ",,rappler,2023-04-25
"In a meeting with Senators on April 13, Vice President and Education Secretary Sara Duterte presented the DepEd’s priority areas to resolve the learning crisis, including the launch of the National Education Portal, a recalibrated National Learning Recovery Plan (NLRP), and the  conduct of the National Learning Camp (NLC). ",,rappler,2023-04-25
"“In order to ensure quality, accessible, relevant, and liberating basic education for our learners, we need to strengthen and sustain our collective efforts as a nation. We still have a long way to go. We need to be resilient. We need to do more,” Duterte said. ",,rappler,2023-04-25
"Privacy commission to meet with NBI, PNP over alleged breach of 1.2M records",,rappler,2023-04-20
"MANILA, Philippines – The National Privacy Commission (NPC) will meet with the Philippine National Police (PNP), the National Bureau of Investigation (NBI), and other concerned agencies on Thursday afternoon, April 20, over an alleged data breach involving 1.2 million records mostly of law enforcement applicants and employees. ",,rappler,2023-04-20
"“The NPC takes this matter very seriously, and we are working closely with concerned agencies to investigate this issue thoroughly,” Privacy Commissioner John  Henry Naga said, referring to the report of cybersecurity firm VPNMentor published on Tuesday, April 18.",,rappler,2023-04-20
"The closed door meeting, set at 1 pm on Thursday, will also involve the Civil Service Commission (CSC) and the Bureau of Internal Revenue (BIR). ",,rappler,2023-04-20
"Based on the VPNMentor report, documents from the CSC, BIR, and the Special Action Force Operations Management Division of the PNP were found in the alleged breach as well, likely as requirements for employment. The NPC said that they would likely issue a statement after the meeting.",,rappler,2023-04-20
"Representatives from both the PNP and NBI have not affirmed the data breach, according to a CNN report. “We cannot categorically say at this time that there was a leaked applicants data,” and that they are “still conducting vulnerability assessment and penetration testing,” said PNP Anti-Cyber Crime Group chief Sidney Hernia. ",,rappler,2023-04-20
Penetration testing is a cybersecurity practice that involves attempting to break through one’s  systems to check for vulnerabilities.,,rappler,2023-04-20
"NBI spokesperson Giselle Dumlao said that based on the initial assessment of their IT staff, they have not seen a breach in their system. ",,rappler,2023-04-20
"In a statement, BIR Commissioner Romeo Lumagui Jr. assured the public that his agency was not affected by a data breach.“The BIR has been exerting efforts to protect and maintain the security of its data. The Bureau has initiated response protocols to keep its data base protected. We are now in close coordination with the authorities and other government agencies to assist in mitigating the reported breach,” he said in a statement on Thursday.",,rappler,2023-04-20
"The CSC also said its database was not breached. “As of 10 am today (Thursday, April 20), the Department of Information and Communications Technology (DICT) National Computer Emergency Response Team (NCERT) has informed the Civil Service Commission (CSC) Integrated Records Management Office that the CSC system and database were not breached or attacked,”  said. ",,rappler,2023-04-20
"VPNMentor is the same cybersecurity group that, in July 2022, reported a vulnerability in Makati City’s “Proud Makatizen” website, a portal used to deliver COVID-19 vaccination registration services, among others. ",,rappler,2023-04-20
"Here are key facts on the alleged PNP, NBI data breach:",,rappler,2023-04-20
"VPNMentor said in its report: “Individuals whose data is exposed could be potential victims of identity theft, phishing attacks, and a range of other malicious activities. It would be easy for criminals to apply for loans, credit, or other financial crimes using the identity of these individuals and supporting documents.”",,rappler,2023-04-20
The availability of government records in an unsecured database raises concerns about potential national security issues. The exposed records could also potentially allow criminals to target members of law enforcement for blackmail or other schemes.”,,rappler,2023-04-20
"Jeremiah Fowler, who discovered the vulnerability, said in an ANC interview that while both the “bad guys” and “good guys” are scanning for such vulnerabilities, the time that the database was exposed, may be “not as long as you would think.” His explanation is that, otherwise, the data in the database would already have been stolen and erased or locked up by a ransomware group. ",,rappler,2023-04-20
"In his blog post, Fowler validated that the data may have been exposed for at least six weeks. ",,rappler,2023-04-20
Fowler also noted that it is “easier than you would imagine to make the mistake” of accidentally leaving a database exposed. He said he had been in the position of being on the side that’s trying to protect a database for  ,,rappler,2023-04-20
"His best advice? “Now is the time to take a step back, examine all their databases under their control, and take a look at cybersecurity policies,” he said.",,rappler,2023-04-20
"Fowler also said in his blog post: “As researchers, we maintain objectivity and do not insinuate any wrongdoing by law enforcement agencies in the Philippines or suggest that any officers were at risk due to the leaked records. I have attempted to initiate dialogue with relevant authorities but have not received an official response, making it challenging to pinpoint any parties potentially responsible for the data breach.”",,rappler,2023-04-20
He added: “I sent over 15 responsible disclosure notices over several weeks to multiple agencies before action was finally taken.”,,rappler,2023-04-20
"He noted that he got a response from the Philippine National Computer Emergency Response Team, who thanked him, and indicated that they were trying to identify who was responsible for the data exposure. ",,rappler,2023-04-20
"Those files should have been encrypted, he said. “Changing the culture is a good first step in that.” ",,rappler,2023-04-20
"The Philippines has a history of data breaches including the 2016 Commision on Elections data leak, the 2019 passport data mess involving the Department of Foreign Affairs, a 2021 breach involving 345,000 documents from the Office of the Solicitor General of the Philippines, and in 2022, the exposure of the database of the Proud Makatizen site. ",,rappler,2023-04-20
Second COVID-19 booster doses approved for general population,,rappler,2023-04-12
"MANILA, Philippines – The second COVID-19 booster doses are now available for the general public,  Department of Health (DOH) officer-in-charge Maria Rosario Vergeire announced in a press conference on Wednesday, April 12.",,rappler,2023-04-12
The second booster was approved by the Food and Drug Administration and the Health Technology Assessment Council. ,,rappler,2023-04-12
"This  a year after the second booster was approved for senior citizens last April 2022, and then expanded to include adults 50 and older last July 2022.",,rappler,2023-04-12
"“Inaantay lang po natin na mailabas natin ang implementing guidelines at mag-umpisa na po tayo magpabakuna for our second boosters for the general population,” Vergeire said.",,rappler,2023-04-12
(We are just waiting for the implementing guidelines and then we can start rolling out our second boosters for the general population.),,rappler,2023-04-12
"According to the DOH’s latest data on vaccinations, 78.4 million have been fully vaccinated against COVID-19 as of March 16; 23.8 million have received their first boosters, while 4.2 million have received their second boosters.",,rappler,2023-04-12
The Philippines is behind much of the world with the rollout of the second booster.,,rappler,2023-04-12
The US approved its second booster last March 2022.,,rappler,2023-04-12
"The Philippines’ neighbor Indonesia approved the second booster for its general adult population in January 2023, according to the Jakarta Post.",,rappler,2023-04-12
"While the guidelines have not yet been released, the World Health Organization  adult individuals wait 4 to 6 months before getting their second booster.",,rappler,2023-04-12
There has been a slight uptick in COVID-19 cases from March to April.,,rappler,2023-04-12
"The average daily cases between March 27 and April 2 is at 278, for a total of 1,944 new cases for that period. Only 17 of those, or 0.94% of new cases, were severe or critical.",,rappler,2023-04-12
"Hospital capacity remains below the danger zone with 14.8% of ICU beds utilized, and 16.5% non-ICU beds used. ",,rappler,2023-04-12
Philippine Children’s Medical Center unable to refund P200-M COVID-19 swab tests,,rappler,2023-04-05
"MANILA, Philippines – The  Philippine Children’s Medical Center (PCMC) stands to absorb losses of over P200 million because it could not claim for reimbursement from the Philippine Health Insurance Corporation (PhilHealth) for COVID-19 swab tests taken by arriving overseas Filipino workers (OFWs) during the height of the pandemic.",,rappler,2023-04-05
"It was PCMC which handled the laboratory works of the reverse transcription polymerase chain reaction (RT-PCR) swab tests administered to over 100,000 inbound OFWs from 2021 to 2022.",,rappler,2023-04-05
"However, though the Commission on Audit raised the alarm on the possible multi-million losses of the public hospital, the state auditors said the PCMC was not solely to blame for the reimbursement problems.",,rappler,2023-04-05
COA said Philippine Coast Guard (PCG) was to blame for the dire situation of PCMC.,,rappler,2023-04-05
"It was the PCG which collected the specimen samples of arriving OFWs. But to date, PCG has not provided the documents needed by PCMC for it to get a refund from PhilHealth. ",,rappler,2023-04-05
"As the pandemic raged and more OFWs returned home, the PCG was assigned to take their swab specimens. A Department of Health memorandum on March 23, 2021 signed by the assistant secretary of the Public Health Services Team assigned PCMC to process the specimens of OFWs.",,rappler,2023-04-05
The same memorandum said PCMC could reimburse the costs of the swab tests as these were included in the PhilHealth benefit package issued during the pandemic as stated in PhilHealth Circulars No. 2021-001 and 2021-0021.,,rappler,2023-04-05
"“Inquiry with the personnel from the COVID-19 laboratory and Billing and Claims Division revealed that the 62,285 claims with an aggregate amount of P200.277 million which were not filed for reimbursement with PhilHealth was due to the lack of necessary supporting documents for the RT-PCR test,” the COA team said.",,rappler,2023-04-05
"All in all, the PCG collected 101,333 specimens from OFWs from 2021 and 2022. These were processed by the PCMC laboratory with a total cost of P328.544 million.",,rappler,2023-04-05
"PCMC records show that 39,048 claims with a billing cost of P128.268 million were transmitted to PhilHealth. However, only 24,002 were actually paid for an amount of P81.72 million.",,rappler,2023-04-05
"PCMC’s billing and claims division said it did not forward to Philhealth the remaining 61,248 claims from 2021 worth P197.373 million, and 1,037 claims from 2022 worth P2.904 million because of lack of documentation.",,rappler,2023-04-05
"“According to the COVID-19 laboratory, the required supporting documents and information for PhilHealth claim reimbursement should emanate from PCG and/or One Stop Shop for the Management of Returning Overseas Filipino (MROF) since they were responsible for the gathering of information from the OFWs at the time of collection of specimen for swabbing,” COA said.",,rappler,2023-04-05
Among the problems identified were: ,,rappler,2023-04-05
COA noted that section V.B of PhilHealth Circular No. 2021-0021 said it was the PCG/One Stop Shop that should “ensure that the documents needing information from the OFWs  filled-out and forwarded to the testing laboratory.”,,rappler,2023-04-05
"Faced with thousands of unprocessed claims last year, the PCMC executive director asked for the help of the Management of Returning Overseas Filipino (MROF) under the National Task Force Against COVID-19 and the head of the One Stop Shop.",,rappler,2023-04-05
Compounding PCMC woes was the tight deadline to file claims. Philhealth does not process or release reimbursements  which have not submitted the required documents within 120 days from the date of the swab tests.,,rappler,2023-04-05
"However, as of January 12, 2023, the PhilHealth Regional Office (PRO) NCR-Central Branch informed  PCMC that in case it could not produce required documents, the public hospital may instead get a certification from the PCG on the number of swab test processed by the COVID-19 laboratory. ",,rappler,2023-04-05
"New map from US shows oil spill possibly reaching Coron, Palawan",,rappler,2023-04-03
"MANILA, Philippines – A new map produced by a United States science agency shows the “possible” oil spill from the sunken oil tanker MT Princess Empress reaching Coron, Palawan, as an environment and clean energy advocate lamented the slow response of the government to the oil spill. ",,rappler,2023-04-03
"In a press statement on Monday, April 3, the Philippine Space Agency (PhilSA) said this latest map by the US National Oceanic and Atmospheric Administration (NOAA) shows that the “possible, unconfirmed” oil spill from MT Princess Empress had “reached the island of Coron, Palawan.” ",,rappler,2023-04-03
The PhilSA based this on the new map generated by the NOAA through the International Charter Space and Major Disasters. ,,rappler,2023-04-03
LOOK: The latest maps from PhilSA and  based on satellite images taken on various dates from 26 March to 02 April that show the possible extent of the oil spill from M/T Princess Empress in Oriental Mindoro. ,,rappler,2023-04-03
"“Possible, unconfirmed oil was observed in satellite imagery. Possible oil continued to emanate from the sunken tanker MT Princess Empress,” the April 2 analysis done by the NOAA reads.  ",,rappler,2023-04-03
It said the slicks located approximately 6.5 nautical miles (nm) east off Coron measured around 33 nm in length and 2.5 nm in width.  ,,rappler,2023-04-03
"It added that “this area of possible oil may have originated from the point source” – meaning the sunken tanker which is 400 meters deep off the coast of Naujan, Oriental Mindoro – “and drifted to this location, but this could not be confirmed.” ",,rappler,2023-04-03
"“The oil slicks cover a total of approximately 61.27 square kilometers,” the PhilSA said. ",,rappler,2023-04-03
"The PhilSA said that during major disasters, it “activates the Charter on behalf of the National Disaster Risk Reduction and Management Council (NDRRMC) and acquires satellite images for damage assessment and other disaster-response related activities.”",,rappler,2023-04-03
"The Philippine government has requested the US for help in the oil spill response, and the US assistance includes “satellite imagery” on oil spill monitoring and forecasting. ",,rappler,2023-04-03
"The US Navy is also assisting in the oil spill response with its Dynamic Positioning Vessel, Pacific Valkyrie, which arrived on Monday in Calapan, Oriental Mindoro. ",,rappler,2023-04-03
 A leader of a group engaged in environment and clean energy advocacies lamented on Monday the slow response to the oil spill. ,,rappler,2023-04-03
"“It’s frustrating that it’s been more than a month and we’re not able to deploy an ROV (Remotely Operated Vehicle) that’s capable of sealing [the oil from the tanker],” said Gerry Arances, executive director of the Centre for Environment and Energy Development (CEED), in an interview with ABS-CBN News. ",,rappler,2023-04-03
"As a result of the slow response, over half of the 800,000 liters of oil on MT Princess Empress is estimated to have already spilled in parts of Oriental Mindoro, Palawan, and Antique, based on analyses of international experts and on the black oil collected from affected shorelines. ",,rappler,2023-04-03
"Arances said the Philippines had not learned from the Guimaras oil spill 17 years ago, noting the country’s lack of equipment and expertise in dealing with the oil spill. ",,rappler,2023-04-03
"The ship owner, RDC Reield Marine Services, tapped its foreign insurers and partners to respond to the oil spill. International agencies tasked with handling oil spills were activated, and countries with experience in dealing with oil spills – Japan, US, South Korea, France, United Kingdom – also pitched in. ",,rappler,2023-04-03
"Oriental Mindoro Governor Humerlito “Bonz” Dolor posted on Saturday, April 1, images of the “specialized bags from the United Kingdom” for the “temporary closing of leaking areas” of MT Princess Empress. ",,rappler,2023-04-03
"He said the bags had been boarded on the Japanese ship, Shin Nichi Maru, the work vessel of the ROV Hakuyo, which found the tanker on March 21, three weeks after MT Princess Empress sank on February 28 with over 800,000 liters of industrial fuel oil or “black oil.”",,rappler,2023-04-03
"Dolor said these bags would first be checked if they work with ROV Hakuyo. The bags will be brought to the leaking portions of the MT Princess Empress in a bid to plug the leaks. The tanker sustained heavy damage, based on images gathered by Hakuyo. ",,rappler,2023-04-03
"Sixteen other “customized bags” were expected to arrive in Oriental Mindoro on Monday, Dolor said. ",,rappler,2023-04-03
"Based on the images taken by Hakuyo and the assessment of oil spill response experts, out of the 822,000 liters of oil on MT Princess Empress, more than 300,000 liters were still inside the vessel, Philippine Coast Guard spokesman Rear Admiral Armand Balillo said last week.",,rappler,2023-04-03
